date,spi_deseason
1992-12-01,0.9072422
1993-01-01,0.90122646
1993-02-01,0.8663763
1993-03-01,0.24944043
1993-04-01,0.27013358
1993-05-01,-0.16385365
1993-06-01,0.016490063
1993-07-01,-0.27942017
1993-08-01,-0.24549791
1993-09-01,-0.30285645
1993-10-01,-0.41194576
1993-11-01,-0.24619994
1993-12-01,-0.3727314
1994-01-01,-0.2704729
1994-02-01,-0.19534665
1994-03-01,-0.08671642
1994-04-01,0.033249184
1994-05-01,0.16165446
1994-06-01,0.30083477
1994-07-01,0.017494345
1994-08-01,-0.13188854
1994-09-01,-0.34917688
1994-10-01,-0.4622175
1994-11-01,-0.36324334
1994-12-01,-0.39058298
1995-01-01,-0.31173128
1995-02-01,-0.44717747
1995-03-01,-0.12780415
1995-04-01,-0.18306196
1995-05-01,-0.24205604
1995-06-01,-0.28315517
1995-07-01,-0.29273996
1995-08-01,-0.34725207
1995-09-01,1.2164178
1995-10-01,1.2416309
1995-11-01,0.77724874
1995-12-01,0.82246023
1996-01-01,0.76660144
1996-02-01,0.69193316
1996-03-01,0.8906006
1996-04-01,0.70938134
1996-05-01,0.55551094
1996-06-01,0.25884637
1996-07-01,0.28968433
1996-08-01,0.2818233
1996-09-01,0.28845626
1996-10-01,0.36883077
1996-11-01,-0.11830944
1996-12-01,-0.64297324
1997-01-01,-0.78401977
1997-02-01,-0.45876226
1997-03-01,-0.49207142
1997-04-01,-0.5192161
1997-05-01,-0.34606877
1997-06-01,-0.11764951
1997-07-01,0.019833386
1997-08-01,0.007832491
1997-09-01,-1.0658292
1997-10-01,-1.1795137
1997-11-01,-1.3236539
1997-12-01,-1.2593185
1998-01-01,-1.2404848
1998-02-01,-0.9838209
1998-03-01,-0.99419
1998-04-01,-1.0022609
1998-05-01,-0.9703806
1998-06-01,-1.0144798
1998-07-01,-1.0518714
1998-08-01,-0.7001009
1998-09-01,-0.59601843
1998-10-01,-0.7057405
1998-11-01,-0.7057473
1998-12-01,-0.86317945
1999-01-01,-0.9759052
1999-02-01,-1.345835
1999-03-01,-1.1394756
1999-04-01,-0.7929633
1999-05-01,-0.697021
1999-06-01,-1.1234626
1999-07-01,-1.2560904
1999-08-01,-1.1021501
1999-09-01,-1.5247873
1999-10-01,-1.1197294
