"40704"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"01/01/1991", "06/01/1991", "5", "-2.06", "-5.18", "-1.04", "-0.67"
"07/01/2000", "03/01/2001", "8", "-2.15", "-8.51", "-1.06", "-0.89"
"08/01/2001", "12/01/2002", "16", "-1.87", "-15.32", "-0.96", "-0.89"
"03/01/2004", "05/01/2004", "2", "-1.62", "-2.17", "-1.08", "-1.08"
"09/01/2008", "02/01/2010", "17", "-2.78", "-22.57", "-1.33", "-1.15"
"02/01/2011", "08/01/2011", "6", "-1.81", "-5.53", "-0.92", "-0.67"
"06/01/2017", "02/01/2018", "8", "-1.83", "-8.54", "-1.07", "-1.18"
"12/01/2019", "04/01/2020", "4", "-1.67", "-4.56", "-1.14", "-1.14"
"09/01/2021", "08/01/2022", "11", "-2.5", "-15.39", "-1.4", "-1.66"
"02/01/2023", "01/01/2024", "11", "-3.44", "-15.73", "-1.43", "-1.2"
