"40713"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"01/01/1991", "02/01/1991", "1", "-1.52", "-1.52", "-1.52", "-1.52"
"07/01/1999", "08/01/2000", "13", "-2.83", "-11.38", "-0.88", "-0.82"
"02/01/2001", "07/01/2001", "5", "-1.79", "-4.69", "-0.94", "-0.82"
"09/01/2002", "12/01/2002", "3", "-1.81", "-2.77", "-0.92", "-0.63"
"09/01/2003", "01/01/2004", "4", "-1.81", "-2.9", "-0.73", "-0.5"
"08/01/2006", "10/01/2006", "2", "-2.19", "-3.75", "-1.88", "-1.88"
"04/01/2008", "09/01/2008", "5", "-2.86", "-9.56", "-1.91", "-2.06"
"01/01/2009", "08/01/2009", "7", "-2.39", "-9.89", "-1.41", "-1.42"
"11/01/2010", "03/01/2011", "4", "-2.69", "-7.49", "-1.87", "-2.09"
"02/01/2012", "08/01/2012", "6", "-1.89", "-8.04", "-1.34", "-1.45"
"03/01/2017", "02/01/2018", "11", "-2.56", "-12.09", "-1.1", "-1.01"
"09/01/2019", "02/01/2020", "5", "-1.88", "-6.4", "-1.28", "-1.44"
"05/01/2021", "10/01/2021", "5", "-1.62", "-3.97", "-0.79", "-0.62"
"03/01/2022", "09/01/2022", "6", "-2.01", "-6.85", "-1.14", "-1.28"
"09/01/2023", "10/01/2023", "1", "-1.56", "-1.56", "-1.56", "-1.56"
