"40716"
"spi", "frequency", "percentage", "rankingpercentile"
"-3", "1", "0.24", "2.08"
"-2.5", "1", "0.24", "4.17"
"-2.2", "3", "0.73", "6.25"
"-2", "2", "0.49", "8.33"
"-1.9", "1", "0.24", "10.42"
"-1.8", "4", "0.97", "12.5"
"-1.7", "1", "0.24", "14.58"
"-1.6", "6", "1.46", "16.67"
"-1.5", "3", "0.73", "18.75"
"-1.4", "11", "2.67", "20.83"
"-1.3", "4", "0.97", "22.92"
"-1.2", "4", "0.97", "25"
"-1.1", "7", "1.7", "27.08"
"-1", "8", "1.94", "29.17"
"-0.9", "6", "1.46", "31.25"
"-0.8", "12", "2.91", "33.33"
"-0.7", "21", "5.1", "35.42"
"-0.6", "15", "3.64", "37.5"
"-0.5", "25", "6.07", "39.58"
"-0.4", "23", "5.58", "41.67"
"-0.3", "12", "2.91", "43.75"
"-0.2", "12", "2.91", "45.83"
"-0.1", "18", "4.37", "47.92"
"0", "6", "1.46", "50"
"0.1", "13", "3.16", "52.08"
"0.2", "20", "4.85", "54.17"
"0.3", "16", "3.88", "56.25"
"0.4", "21", "5.1", "58.33"
"0.5", "15", "3.64", "60.42"
"0.6", "13", "3.16", "62.5"
"0.7", "9", "2.18", "64.58"
"0.8", "11", "2.67", "66.67"
"0.9", "15", "3.64", "68.75"
"1", "10", "2.43", "70.83"
"1.1", "12", "2.91", "72.92"
"1.2", "10", "2.43", "75"
"1.3", "7", "1.7", "77.08"
"1.4", "3", "0.73", "79.17"
"1.5", "5", "1.21", "81.25"
"1.6", "6", "1.46", "83.33"
"1.7", "5", "1.21", "85.42"
"1.8", "5", "1.21", "87.5"
"1.9", "1", "0.24", "89.58"
"2", "2", "0.49", "91.67"
"2.2", "2", "0.49", "93.75"
"2.3", "1", "0.24", "95.83"
"2.4", "3", "0.73", "97.92"
"2.7", "1", "0.24", "100"
