"40708"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "5", "1.21", "2"
"-2.6", "1", "0.24", "4"
"-2.5", "1", "0.24", "6"
"-2.3", "3", "0.73", "8"
"-2.2", "2", "0.49", "10"
"-2.1", "2", "0.49", "12"
"-2", "2", "0.49", "14"
"-1.9", "4", "0.97", "16"
"-1.8", "3", "0.73", "18"
"-1.7", "4", "0.97", "20"
"-1.6", "2", "0.49", "22"
"-1.5", "3", "0.73", "24"
"-1.4", "6", "1.46", "26"
"-1.3", "12", "2.91", "28"
"-1.2", "5", "1.21", "30"
"-1.1", "13", "3.16", "32"
"-1", "7", "1.7", "34"
"-0.9", "11", "2.67", "36"
"-0.8", "13", "3.16", "38"
"-0.7", "19", "4.61", "40"
"-0.6", "19", "4.61", "42"
"-0.5", "16", "3.88", "44"
"-0.4", "9", "2.18", "46"
"-0.3", "16", "3.88", "48"
"-0.2", "16", "3.88", "50"
"-0.1", "11", "2.67", "52"
"0", "11", "2.67", "54"
"0.1", "11", "2.67", "56"
"0.2", "14", "3.4", "58"
"0.3", "21", "5.1", "60"
"0.4", "14", "3.4", "62"
"0.5", "10", "2.43", "64"
"0.6", "12", "2.91", "66"
"0.7", "8", "1.94", "68"
"0.8", "9", "2.18", "70"
"0.9", "18", "4.37", "72"
"1", "12", "2.91", "74"
"1.1", "9", "2.18", "76"
"1.2", "13", "3.16", "78"
"1.3", "10", "2.43", "80"
"1.4", "5", "1.21", "82"
"1.5", "7", "1.7", "84"
"1.6", "5", "1.21", "86"
"1.7", "2", "0.49", "88"
"1.8", "7", "1.7", "90"
"1.9", "4", "0.97", "92"
"2", "2", "0.49", "94"
"2.2", "1", "0.24", "96"
"2.4", "1", "0.24", "98"
"2.7", "1", "0.24", "100"
