"40700"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"09/01/1990", "02/01/1991", "5", "-1.73", "-3.49", "-0.7", "-0.55"
"10/01/1991", "12/01/1991", "2", "-1.33", "-1.59", "-0.8", "-0.8"
"02/01/1992", "06/01/1992", "4", "-2.08", "-4.85", "-1.21", "-1.03"
"04/01/1993", "08/01/1993", "4", "-1.35", "-2.92", "-0.73", "-0.75"
"09/01/1993", "12/01/1993", "3", "-1.96", "-3.38", "-1.13", "-1.25"
"09/01/1994", "12/01/1994", "3", "-1.93", "-3.59", "-1.2", "-1.47"
"12/01/1995", "02/01/1997", "14", "-1.5", "-12.99", "-0.93", "-1.01"
"12/01/1997", "02/01/1998", "2", "-2.3", "-3.6", "-1.8", "-1.8"
"06/01/1998", "08/01/1998", "2", "-1.39", "-2.63", "-1.32", "-1.32"
"11/01/1998", "04/01/1999", "5", "-3.17", "-9.46", "-1.89", "-1.89"
"06/01/2000", "10/01/2000", "4", "-1.71", "-4.25", "-1.06", "-1.12"
"02/01/2001", "04/01/2001", "2", "-1.55", "-2.14", "-1.07", "-1.07"
"07/01/2001", "10/01/2001", "3", "-1.58", "-3.35", "-1.12", "-0.98"
"09/01/2002", "12/01/2002", "3", "-1.24", "-2.87", "-0.96", "-1.2"
"08/01/2005", "01/01/2006", "5", "-1.3", "-4.27", "-0.85", "-1.16"
"06/01/2006", "09/01/2006", "3", "-1.4", "-2.97", "-0.99", "-1.13"
"02/01/2007", "04/01/2007", "2", "-1.23", "-2.42", "-1.21", "-1.21"
"04/01/2008", "07/01/2008", "3", "-1.51", "-2.35", "-0.78", "-0.83"
"03/01/2009", "08/01/2009", "5", "-1.39", "-5.01", "-1", "-0.92"
"12/01/2010", "02/01/2011", "2", "-1.48", "-2.58", "-1.29", "-1.29"
"10/01/2012", "01/01/2013", "3", "-1.07", "-2.37", "-0.79", "-0.92"
"04/01/2013", "06/01/2013", "2", "-1.02", "-1.59", "-0.79", "-0.79"
"03/01/2014", "11/01/2014", "8", "-1.37", "-7.23", "-0.9", "-1.1"
"05/01/2017", "10/01/2017", "5", "-1.98", "-7.01", "-1.4", "-1.39"
"07/01/2019", "09/01/2019", "2", "-1.71", "-2.63", "-1.32", "-1.32"
"12/01/2019", "04/01/2020", "4", "-1.45", "-2.31", "-0.58", "-0.34"
"11/01/2020", "01/01/2021", "2", "-1.16", "-1.29", "-0.64", "-0.64"
"06/01/2021", "03/01/2022", "9", "-3.85", "-11.61", "-1.29", "-0.97"
"06/01/2022", "06/01/2023", "12", "-2.42", "-14.07", "-1.17", "-1.1"
