"40708"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"09/01/1990", "03/01/1991", "6", "-1.96", "-6.61", "-1.1", "-1"
"11/01/1991", "04/01/1992", "5", "-1.45", "-5.65", "-1.13", "-1.05"
"05/01/1995", "09/01/1995", "4", "-1.42", "-3.55", "-0.89", "-0.73"
"12/01/1996", "02/01/1997", "2", "-1.08", "-1.13", "-0.56", "-0.56"
"01/01/1999", "10/01/1999", "9", "-1.48", "-6.28", "-0.7", "-0.7"
"09/01/2000", "11/01/2000", "2", "-1.67", "-2.44", "-1.22", "-1.22"
"05/01/2001", "11/01/2001", "6", "-2.17", "-9.04", "-1.51", "-1.63"
"10/01/2003", "05/01/2004", "7", "-1.89", "-8.3", "-1.19", "-1.12"
"07/01/2006", "03/01/2007", "8", "-1.63", "-7.47", "-0.93", "-0.96"
"10/01/2007", "10/01/2008", "12", "-1.72", "-10.98", "-0.92", "-0.97"
"03/01/2009", "09/01/2009", "6", "-2.26", "-7.62", "-1.27", "-1.01"
"11/01/2010", "06/01/2011", "7", "-2.57", "-11.36", "-1.62", "-1.67"
"03/01/2013", "08/01/2013", "5", "-1.22", "-2.63", "-0.53", "-0.49"
"05/01/2014", "10/01/2014", "5", "-1.42", "-5.6", "-1.12", "-1.07"
"04/01/2017", "10/01/2018", "18", "-1.4", "-13.9", "-0.77", "-0.72"
"05/01/2021", "01/01/2022", "8", "-2.33", "-13.86", "-1.73", "-1.87"
"11/01/2022", "05/01/2023", "6", "-2.08", "-9.88", "-1.65", "-1.71"
