"40717"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"10/01/1990", "12/01/1991", "14", "-1.99", "-10.07", "-0.72", "-0.69"
"02/01/1993", "04/01/1993", "2", "-1.05", "-1.24", "-0.62", "-0.62"
"12/01/1995", "04/01/1996", "4", "-1.91", "-5.96", "-1.49", "-1.52"
"04/01/1997", "09/01/1997", "5", "-1.92", "-4.83", "-0.97", "-0.83"
"11/01/1998", "10/01/1999", "11", "-2.21", "-15.72", "-1.43", "-1.37"
"03/01/2001", "11/01/2001", "8", "-2.3", "-14.34", "-1.79", "-1.84"
"10/01/2002", "11/01/2002", "1", "-1.27", "-1.27", "-1.27", "-1.27"
"01/01/2008", "10/01/2008", "9", "-2.16", "-14.11", "-1.57", "-1.51"
"01/01/2009", "09/01/2009", "8", "-1.83", "-7.7", "-0.96", "-1"
"11/01/2010", "09/01/2011", "10", "-2.26", "-12.46", "-1.25", "-1.25"
"04/01/2013", "11/01/2014", "19", "-1.76", "-15.88", "-0.84", "-0.78"
"09/01/2016", "12/01/2016", "3", "-1.42", "-2.91", "-0.97", "-1.03"
"10/01/2017", "11/01/2017", "1", "-1.19", "-1.19", "-1.19", "-1.19"
"11/01/2018", "01/01/2019", "2", "-1.13", "-1.9", "-0.95", "-0.95"
"05/01/2021", "12/01/2021", "7", "-2.07", "-12.35", "-1.76", "-1.74"
"09/01/2022", "05/01/2023", "8", "-1.6", "-7.4", "-0.92", "-0.9"
"11/01/2023", "01/01/2024", "2", "-1.12", "-1.89", "-0.94", "-0.94"
