"40701"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"06/01/1990", "03/01/1991", "9", "-2.52", "-16.24", "-1.8", "-1.95"
"09/01/1991", "01/01/1992", "4", "-1.04", "-2.67", "-0.67", "-0.73"
"03/01/1996", "09/01/1998", "30", "-1.95", "-24.37", "-0.81", "-0.84"
"11/01/1998", "08/01/1999", "9", "-2.77", "-14.19", "-1.58", "-1.44"
"04/01/2000", "06/01/2002", "26", "-2.16", "-30.47", "-1.17", "-1.16"
"05/01/2008", "10/01/2008", "5", "-1.52", "-3.71", "-0.74", "-0.76"
"04/01/2012", "09/01/2012", "5", "-1.83", "-5.43", "-1.09", "-0.92"
"07/01/2016", "10/01/2016", "3", "-1.28", "-3.35", "-1.12", "-1.07"
"04/01/2017", "12/01/2017", "8", "-1.78", "-10.9", "-1.36", "-1.48"
"10/01/2019", "04/01/2020", "6", "-1.31", "-3.23", "-0.54", "-0.44"
"06/01/2021", "12/01/2021", "6", "-1.37", "-4.91", "-0.82", "-0.87"
"02/01/2022", "06/01/2023", "16", "-2.42", "-19.42", "-1.21", "-1.08"
