"40706"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "8", "1.94", "2"
"-3.1", "1", "0.24", "4"
"-2.9", "1", "0.24", "6"
"-2.8", "1", "0.24", "8"
"-2.4", "1", "0.24", "10"
"-2.3", "3", "0.73", "12"
"-2.2", "2", "0.49", "14"
"-2.1", "1", "0.24", "16"
"-2", "2", "0.49", "18"
"-1.9", "1", "0.24", "20"
"-1.8", "5", "1.21", "22"
"-1.7", "6", "1.46", "24"
"-1.6", "4", "0.97", "26"
"-1.5", "3", "0.73", "28"
"-1.4", "5", "1.21", "30"
"-1.3", "5", "1.21", "32"
"-1.2", "10", "2.43", "34"
"-1.1", "10", "2.43", "36"
"-1", "12", "2.91", "38"
"-0.9", "9", "2.18", "40"
"-0.8", "3", "0.73", "42"
"-0.7", "15", "3.64", "44"
"-0.6", "12", "2.91", "46"
"-0.5", "14", "3.4", "48"
"-0.4", "19", "4.61", "50"
"-0.3", "17", "4.13", "52"
"-0.2", "16", "3.88", "54"
"-0.1", "21", "5.1", "56"
"0", "10", "2.43", "58"
"0.1", "12", "2.91", "60"
"0.2", "22", "5.34", "62"
"0.3", "14", "3.4", "64"
"0.4", "17", "4.13", "66"
"0.5", "11", "2.67", "68"
"0.6", "15", "3.64", "70"
"0.7", "5", "1.21", "72"
"0.8", "10", "2.43", "74"
"0.9", "12", "2.91", "76"
"1", "8", "1.94", "78"
"1.1", "9", "2.18", "80"
"1.2", "10", "2.43", "82"
"1.3", "9", "2.18", "84"
"1.4", "10", "2.43", "86"
"1.5", "5", "1.21", "88"
"1.6", "9", "2.18", "90"
"1.7", "8", "1.94", "92"
"1.8", "1", "0.24", "94"
"1.9", "3", "0.73", "96"
"2", "3", "0.73", "98"
"2.4", "2", "0.49", "100"
