"40708"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"01/01/1991", "03/01/1991", "2", "-1.68", "-2.63", "-1.32", "-1.32"
"06/01/2001", "04/01/2002", "10", "-2.08", "-10.67", "-1.07", "-1.1"
"03/01/2004", "07/01/2004", "4", "-1.67", "-2.7", "-0.67", "-0.47"
"01/01/2007", "04/01/2007", "3", "-1.55", "-2.47", "-0.82", "-0.91"
"05/01/2008", "10/01/2008", "5", "-1.69", "-5.92", "-1.18", "-1.02"
"07/01/2009", "11/01/2009", "4", "-1.78", "-4.39", "-1.1", "-1.07"
"01/01/2011", "09/01/2011", "8", "-2.08", "-11.23", "-1.4", "-1.48"
"05/01/2014", "10/01/2014", "5", "-1.78", "-6.44", "-1.29", "-1.33"
"09/01/2017", "12/01/2018", "15", "-1.59", "-14.57", "-0.97", "-0.95"
"09/01/2021", "03/01/2022", "6", "-3.01", "-11.04", "-1.84", "-2.29"
"01/01/2023", "09/01/2023", "8", "-2.28", "-9.54", "-1.19", "-1.13"
