"40710"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "5", "1.21", "2"
"-3.3", "1", "0.24", "4"
"-3", "1", "0.24", "6"
"-2.9", "2", "0.49", "8"
"-2.8", "1", "0.24", "10"
"-2.7", "2", "0.49", "12"
"-2.3", "2", "0.49", "14"
"-2.2", "1", "0.24", "16"
"-2.1", "2", "0.49", "18"
"-2", "1", "0.24", "20"
"-1.9", "5", "1.21", "22"
"-1.7", "3", "0.73", "24"
"-1.6", "6", "1.46", "26"
"-1.5", "5", "1.21", "28"
"-1.4", "6", "1.46", "30"
"-1.3", "4", "0.97", "32"
"-1.2", "12", "2.91", "34"
"-1.1", "6", "1.46", "36"
"-1", "11", "2.67", "38"
"-0.9", "12", "2.91", "40"
"-0.8", "12", "2.91", "42"
"-0.7", "13", "3.16", "44"
"-0.6", "8", "1.94", "46"
"-0.5", "9", "2.18", "48"
"-0.4", "7", "1.7", "50"
"-0.3", "20", "4.85", "52"
"-0.2", "19", "4.61", "54"
"-0.1", "13", "3.16", "56"
"0", "19", "4.61", "58"
"0.1", "15", "3.64", "60"
"0.2", "13", "3.16", "62"
"0.3", "10", "2.43", "64"
"0.4", "21", "5.1", "66"
"0.5", "10", "2.43", "68"
"0.6", "14", "3.4", "70"
"0.7", "12", "2.91", "72"
"0.8", "16", "3.88", "74"
"0.9", "22", "5.34", "76"
"1", "16", "3.88", "78"
"1.1", "10", "2.43", "80"
"1.2", "13", "3.16", "82"
"1.3", "6", "1.46", "84"
"1.4", "10", "2.43", "86"
"1.5", "3", "0.73", "88"
"1.6", "1", "0.24", "90"
"1.7", "2", "0.49", "92"
"1.8", "4", "0.97", "94"
"2.1", "3", "0.73", "96"
"2.3", "2", "0.49", "98"
"2.4", "1", "0.24", "100"
