"40717"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"10/01/1990", "12/01/1991", "14", "-1.99", "-10.07", "-0.72", "-0.69"
"12/01/1995", "04/01/1996", "4", "-1.91", "-5.96", "-1.49", "-1.52"
"04/01/1997", "09/01/1997", "5", "-1.92", "-4.83", "-0.97", "-0.83"
"12/01/1998", "10/01/1999", "10", "-2.21", "-14.45", "-1.44", "-1.48"
"04/01/2001", "11/01/2001", "7", "-2.3", "-12.94", "-1.85", "-2"
"02/01/2008", "10/01/2008", "8", "-2.16", "-12.65", "-1.58", "-1.59"
"04/01/2009", "09/01/2009", "5", "-1.83", "-5.03", "-1.01", "-0.89"
"12/01/2010", "09/01/2011", "9", "-2.26", "-10.97", "-1.22", "-1.02"
"07/01/2013", "11/01/2014", "16", "-1.76", "-12.32", "-0.77", "-0.64"
"05/01/2021", "12/01/2021", "7", "-2.07", "-12.35", "-1.76", "-1.74"
"12/01/2022", "05/01/2023", "5", "-1.6", "-4.21", "-0.84", "-0.76"
