"40710"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"08/01/1990", "03/01/1991", "7", "-4.06", "-16.15", "-2.31", "-1.99"
"12/01/1995", "04/01/1996", "4", "-2", "-5.01", "-1.25", "-1.2"
"06/01/2000", "09/01/2000", "3", "-1.82", "-4.17", "-1.39", "-1.55"
"02/01/2001", "09/01/2001", "7", "-1.74", "-7.33", "-1.05", "-0.97"
"10/01/2002", "01/01/2003", "3", "-1.79", "-3.13", "-1.04", "-1.07"
"10/01/2004", "11/01/2004", "1", "-1.96", "-1.96", "-1.96", "-1.96"
"07/01/2006", "09/01/2006", "2", "-1.51", "-2.13", "-1.06", "-1.06"
"02/01/2007", "04/01/2007", "2", "-1.56", "-2.49", "-1.25", "-1.25"
"04/01/2008", "08/01/2008", "4", "-2.64", "-6.68", "-1.67", "-1.82"
"01/01/2009", "06/01/2009", "5", "-2.23", "-5.45", "-1.09", "-0.95"
"11/01/2010", "04/01/2011", "5", "-2.95", "-7.82", "-1.56", "-2.08"
"10/01/2013", "01/01/2014", "3", "-1.54", "-2.26", "-0.75", "-0.56"
"06/01/2015", "09/01/2015", "3", "-1.62", "-3.68", "-1.23", "-1.11"
"07/01/2016", "10/01/2016", "3", "-2.09", "-4.72", "-1.57", "-1.65"
"03/01/2017", "09/01/2017", "6", "-3.11", "-11.17", "-1.86", "-2"
