"88107"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"02/01/2005", "05/01/2005", "3", "-1.43", "-2.03", "-0.68", "-0.39"
"05/01/2006", "10/01/2006", "5", "-1.8", "-6.7", "-1.34", "-1.65"
"01/01/2007", "02/01/2007", "1", "-1.17", "-1.17", "-1.17", "-1.17"
"05/01/2007", "07/01/2007", "2", "-1.22", "-1.4", "-0.7", "-0.7"
"09/01/2007", "12/01/2007", "3", "-1.72", "-3.9", "-1.3", "-1.12"
"04/01/2008", "08/01/2008", "4", "-1.7", "-2.94", "-0.74", "-0.48"
"11/01/2008", "05/01/2009", "6", "-1.68", "-5.69", "-0.95", "-1.15"
"10/01/2009", "11/01/2009", "1", "-2.09", "-2.09", "-2.09", "-2.09"
"07/01/2010", "08/01/2010", "1", "-1.97", "-1.97", "-1.97", "-1.97"
"10/01/2010", "02/01/2011", "4", "-3.28", "-6.68", "-1.67", "-1.61"
"10/01/2012", "11/01/2012", "1", "-2.05", "-2.05", "-2.05", "-2.05"
"03/01/2013", "04/01/2013", "1", "-1.01", "-1.01", "-1.01", "-1.01"
"07/01/2013", "08/01/2013", "1", "-1.46", "-1.46", "-1.46", "-1.46"
"09/01/2013", "11/01/2013", "2", "-1.25", "-1.31", "-0.65", "-0.65"
"01/01/2014", "04/01/2014", "3", "-1.35", "-3.39", "-1.13", "-1.22"
"08/01/2014", "09/01/2014", "1", "-1.12", "-1.12", "-1.12", "-1.12"
"01/01/2015", "02/01/2015", "1", "-1.07", "-1.07", "-1.07", "-1.07"
"04/01/2015", "07/01/2015", "3", "-1.96", "-2.84", "-0.95", "-0.6"
"01/01/2017", "07/01/2017", "6", "-1.72", "-4.48", "-0.75", "-0.81"
"08/01/2017", "10/01/2017", "2", "-1.31", "-2.4", "-1.2", "-1.2"
"07/01/2019", "08/01/2019", "1", "-1.33", "-1.33", "-1.33", "-1.33"
"09/01/2020", "10/01/2020", "1", "-1.11", "-1.11", "-1.11", "-1.11"
"06/01/2021", "07/01/2021", "1", "-2.21", "-2.21", "-2.21", "-2.21"
"08/01/2021", "12/01/2021", "4", "-1.37", "-3.49", "-0.87", "-1"
"02/01/2023", "03/01/2023", "1", "-1.44", "-1.44", "-1.44", "-1.44"
"04/01/2023", "05/01/2023", "1", "-1.48", "-1.48", "-1.48", "-1.48"
"11/01/2023", "12/01/2023", "1", "-1.02", "-1.02", "-1.02", "-1.02"
"02/01/2024", "04/01/2024", "2", "-1.17", "-1.47", "-0.73", "-0.73"
