"40704"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"10/01/1990", "06/01/1991", "8", "-2.06", "-8.78", "-1.1", "-1.16"
"01/01/1996", "09/01/1996", "8", "-1.11", "-5.09", "-0.64", "-0.56"
"06/01/1998", "03/01/1999", "9", "-1.06", "-3.42", "-0.38", "-0.32"
"07/01/2000", "03/01/2001", "8", "-2.15", "-8.51", "-1.06", "-0.89"
"07/01/2001", "12/01/2002", "17", "-1.87", "-16.38", "-0.96", "-1.01"
"03/01/2004", "05/01/2004", "2", "-1.62", "-2.17", "-1.08", "-1.08"
"01/01/2007", "04/01/2007", "3", "-1.08", "-2.24", "-0.75", "-0.68"
"05/01/2008", "02/01/2010", "21", "-2.78", "-27.38", "-1.3", "-1.16"
"02/01/2011", "08/01/2011", "6", "-1.81", "-5.53", "-0.92", "-0.67"
"05/01/2014", "10/01/2014", "5", "-1.17", "-4.37", "-0.87", "-0.77"
"11/01/2016", "02/01/2018", "15", "-1.83", "-14.1", "-0.94", "-1.09"
"12/01/2019", "04/01/2020", "4", "-1.67", "-4.56", "-1.14", "-1.14"
"07/01/2021", "08/01/2022", "13", "-2.5", "-17.43", "-1.34", "-1.05"
"12/01/2022", "01/01/2024", "13", "-3.44", "-17.76", "-1.37", "-1.03"
