"40713"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"11/01/1990", "03/01/1991", "4", "-1.34", "-4.24", "-1.06", "-1.14"
"09/01/1999", "11/01/2001", "26", "-1.89", "-25.38", "-0.98", "-0.98"
"10/01/2003", "01/01/2004", "3", "-1.45", "-2.47", "-0.82", "-0.8"
"12/01/2005", "02/01/2006", "2", "-1.18", "-2.33", "-1.16", "-1.16"
"11/01/2007", "10/01/2008", "11", "-2.62", "-19.19", "-1.74", "-1.81"
"04/01/2009", "10/01/2009", "6", "-2.16", "-8.34", "-1.39", "-1.4"
"11/01/2010", "04/01/2011", "5", "-2.66", "-10.06", "-2.01", "-2"
"02/01/2012", "10/01/2012", "8", "-1.84", "-12.36", "-1.54", "-1.62"
"06/01/2013", "11/01/2013", "5", "-1.5", "-6.41", "-1.28", "-1.34"
"06/01/2014", "10/01/2014", "4", "-1.09", "-3.59", "-0.9", "-0.97"
"03/01/2017", "02/01/2018", "11", "-2.52", "-13.66", "-1.24", "-1.22"
"11/01/2019", "04/01/2020", "5", "-1.97", "-5.28", "-1.06", "-1.03"
"10/01/2020", "11/01/2020", "1", "-1.54", "-1.54", "-1.54", "-1.54"
"05/01/2021", "12/01/2021", "7", "-1.94", "-8.27", "-1.18", "-1.18"
"04/01/2022", "08/01/2023", "16", "-1.7", "-12.58", "-0.79", "-0.62"
