"40700"
"spi", "frequency", "percentage", "rankingpercentile"
"-2.6", "1", "0.24", "1.96"
"-2.5", "1", "0.24", "3.92"
"-2.4", "1", "0.24", "5.88"
"-2.3", "1", "0.24", "7.84"
"-2.2", "1", "0.24", "9.8"
"-2.1", "3", "0.73", "11.76"
"-2", "1", "0.24", "13.73"
"-1.9", "3", "0.73", "15.69"
"-1.8", "5", "1.21", "17.65"
"-1.7", "4", "0.97", "19.61"
"-1.6", "3", "0.73", "21.57"
"-1.5", "5", "1.21", "23.53"
"-1.4", "4", "0.97", "25.49"
"-1.3", "8", "1.94", "27.45"
"-1.2", "4", "0.97", "29.41"
"-1.1", "9", "2.18", "31.37"
"-1", "17", "4.13", "33.33"
"-0.9", "10", "2.43", "35.29"
"-0.8", "6", "1.46", "37.25"
"-0.7", "9", "2.18", "39.22"
"-0.6", "15", "3.64", "41.18"
"-0.5", "16", "3.88", "43.14"
"-0.4", "17", "4.13", "45.1"
"-0.3", "16", "3.88", "47.06"
"-0.2", "17", "4.13", "49.02"
"-0.1", "15", "3.64", "50.98"
"0", "16", "3.88", "52.94"
"0.1", "17", "4.13", "54.9"
"0.2", "19", "4.61", "56.86"
"0.3", "16", "3.88", "58.82"
"0.4", "14", "3.4", "60.78"
"0.5", "18", "4.37", "62.75"
"0.6", "11", "2.67", "64.71"
"0.7", "20", "4.85", "66.67"
"0.8", "6", "1.46", "68.63"
"0.9", "15", "3.64", "70.59"
"1", "12", "2.91", "72.55"
"1.1", "6", "1.46", "74.51"
"1.2", "11", "2.67", "76.47"
"1.3", "2", "0.49", "78.43"
"1.4", "4", "0.97", "80.39"
"1.5", "6", "1.46", "82.35"
"1.6", "7", "1.7", "84.31"
"1.7", "3", "0.73", "86.27"
"1.8", "2", "0.49", "88.24"
"1.9", "3", "0.73", "90.2"
"2", "2", "0.49", "92.16"
"2.1", "5", "1.21", "94.12"
"2.2", "3", "0.73", "96.08"
"2.3", "1", "0.24", "98.04"
"2.7", "1", "0.24", "100"
