"40705"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"05/01/1995", "09/01/1995", "4", "-2.07", "-4.48", "-1.12", "-0.92"
"10/01/1995", "01/01/1996", "3", "-1.7", "-3.83", "-1.28", "-1.2"
"06/01/1996", "10/01/1996", "4", "-1.69", "-3.53", "-0.88", "-0.82"
"04/01/1997", "06/01/1997", "2", "-1.88", "-2.24", "-1.12", "-1.12"
"08/01/1997", "09/01/1997", "1", "-1.08", "-1.08", "-1.08", "-1.08"
"10/01/1997", "11/01/1997", "1", "-1.04", "-1.04", "-1.04", "-1.04"
"03/01/1998", "05/01/1998", "2", "-1.25", "-1.26", "-0.63", "-0.63"
"06/01/1999", "08/01/1999", "2", "-1.41", "-2.45", "-1.22", "-1.22"
"12/01/1999", "03/01/2000", "3", "-1.21", "-1.9", "-0.63", "-0.64"
"04/01/2000", "09/01/2000", "5", "-1.48", "-5.12", "-1.02", "-0.98"
"02/01/2001", "04/01/2001", "2", "-1.62", "-1.78", "-0.89", "-0.89"
"05/01/2001", "07/01/2001", "2", "-1.51", "-1.79", "-0.9", "-0.9"
"08/01/2001", "10/01/2001", "2", "-1.23", "-2.23", "-1.11", "-1.11"
"02/01/2002", "04/01/2002", "2", "-1.57", "-2.01", "-1", "-1"
"06/01/2002", "11/01/2002", "5", "-2.05", "-5.87", "-1.17", "-1.29"
"01/01/2004", "04/01/2004", "3", "-1.39", "-2.94", "-0.98", "-0.81"
"10/01/2005", "11/01/2005", "1", "-1.03", "-1.03", "-1.03", "-1.03"
"02/01/2006", "09/01/2006", "7", "-1.85", "-6.19", "-0.88", "-0.78"
"01/01/2007", "03/01/2007", "2", "-2.03", "-2.08", "-1.04", "-1.04"
"05/01/2007", "06/01/2007", "1", "-1.34", "-1.34", "-1.34", "-1.34"
"09/01/2007", "12/01/2007", "3", "-1.48", "-2.21", "-0.74", "-0.64"
"03/01/2008", "06/01/2008", "3", "-2.41", "-5.28", "-1.76", "-2.33"
"03/01/2009", "04/01/2009", "1", "-1.25", "-1.25", "-1.25", "-1.25"
"10/01/2009", "11/01/2009", "1", "-1.01", "-1.01", "-1.01", "-1.01"
"11/01/2010", "01/01/2011", "2", "-2.93", "-5.85", "-2.92", "-2.92"
"02/01/2012", "03/01/2012", "1", "-1.16", "-1.16", "-1.16", "-1.16"
"10/01/2012", "11/01/2012", "1", "-2.13", "-2.13", "-2.13", "-2.13"
"07/01/2013", "08/01/2013", "1", "-1.48", "-1.48", "-1.48", "-1.48"
"09/01/2013", "12/01/2013", "3", "-1.37", "-1.63", "-0.54", "-0.17"
"01/01/2014", "03/01/2014", "2", "-1.96", "-2.79", "-1.4", "-1.4"
"04/01/2014", "06/01/2014", "2", "-1.33", "-1.41", "-0.71", "-0.71"
"01/01/2015", "02/01/2015", "1", "-1.45", "-1.45", "-1.45", "-1.45"
"06/01/2015", "08/01/2015", "2", "-1.05", "-1.32", "-0.66", "-0.66"
"08/01/2016", "09/01/2016", "1", "-1.82", "-1.82", "-1.82", "-1.82"
"01/01/2017", "02/01/2017", "1", "-1.37", "-1.37", "-1.37", "-1.37"
"03/01/2017", "10/01/2017", "7", "-2.23", "-7.56", "-1.08", "-1"
"04/01/2021", "05/01/2021", "1", "-1.4", "-1.4", "-1.4", "-1.4"
"06/01/2021", "08/01/2021", "2", "-1.87", "-2.21", "-1.1", "-1.1"
"09/01/2021", "11/01/2021", "2", "-1.23", "-1.52", "-0.76", "-0.76"
"08/01/2022", "03/01/2023", "7", "-1.56", "-4.54", "-0.65", "-0.54"
"11/01/2023", "01/01/2024", "2", "-1.37", "-1.69", "-0.85", "-0.85"
