"40710"
"date", "spi1", "spi3", "spi6", "spi9", "spi12", "spi24"
"01/01/1990", "0.38", "-99", "-99", "-99", "-99", "-99"
"02/01/1990", "-0.72", "-99", "-99", "-99", "-99", "-99"
"03/01/1990", "-0.25", "-0.55", "-99", "-99", "-99", "-99"
"04/01/1990", "-0.55", "-1.23", "-99", "-99", "-99", "-99"
"05/01/1990", "-0.18", "-0.75", "-99", "-99", "-99", "-99"
"06/01/1990", "-0.92", "-0.81", "-1.08", "-99", "-99", "-99"
"07/01/1990", "-1.49", "-0.97", "-1.5", "-99", "-99", "-99"
"08/01/1990", "-1.35", "-2.91", "-1.48", "-99", "-99", "-99"
"09/01/1990", "-1.05", "-4.06", "-1.56", "-1.74", "-99", "-99"
"10/01/1990", "-0.6", "-1.42", "-2.09", "-2.2", "-99", "-99"
"11/01/1990", "-1.81", "-2.17", "-3.26", "-2.39", "-99", "-99"
"12/01/1990", "-0.41", "-1.88", "-2.88", "-2.46", "-2.53", "-99"
"01/01/1991", "-1.05", "-1.99", "-3.04", "-2.83", "-2.79", "-99"
"02/01/1991", "-0.82", "-1.71", "-2.91", "-3.67", "-2.88", "-99"
"03/01/1991", "1.75", "0.31", "-1.36", "-2.22", "-2.17", "-99"
"04/01/1991", "-0.09", "0.33", "-0.96", "-1.93", "-2.22", "-99"
"05/01/1991", "0.6", "0.71", "0.05", "-0.99", "-1.66", "-99"
"06/01/1991", "0.4", "0.23", "0.24", "-0.75", "-1.34", "-99"
"07/01/1991", "1.46", "1.01", "0.87", "0.09", "-0.56", "-99"
"08/01/1991", "-1.35", "0.91", "0.93", "0.38", "-0.58", "-99"
"09/01/1991", "-1.05", "0.62", "0.36", "0.38", "-0.61", "-99"
"10/01/1991", "0.21", "-0.54", "0.59", "0.54", "-0.28", "-99"
"11/01/1991", "-0.65", "-0.71", "0.01", "0.47", "-0.12", "-99"
"12/01/1991", "1.93", "0.64", "0.74", "0.56", "0.59", "-1.21"
"01/01/1992", "-1.09", "0.4", "-0.24", "0.62", "0.58", "-1.38"
"02/01/1992", "0.05", "0.92", "-0.07", "0.37", "0.7", "-1.36"
"03/01/1992", "-1.16", "-1.42", "-0.28", "0.02", "0.1", "-1.41"
"04/01/1992", "0.66", "0.08", "0.22", "-0.29", "0.54", "-1.05"
"05/01/1992", "1.3", "0.9", "1.16", "0.68", "0.94", "-0.44"
"06/01/1992", "1.23", "1.33", "0.89", "1.18", "1.27", "0.03"
"07/01/1992", "-1.54", "1.16", "0.87", "0.9", "0.64", "0.04"
"08/01/1992", "0.7", "0.66", "0.97", "1.25", "0.86", "0.18"
"09/01/1992", "-0.21", "-0.64", "1.07", "0.61", "0.93", "0.21"
"10/01/1992", "-2.14", "-1.01", "0.6", "0.41", "0.45", "0.09"
"11/01/1992", "0.37", "-0.84", "-0.24", "0.47", "0.75", "0.38"
"12/01/1992", "-0.89", "-1.07", "-1.38", "0.53", "0.07", "0.39"
"01/01/1993", "0.69", "0.08", "-0.82", "0.45", "0.33", "0.57"
"02/01/1993", "-0.61", "-0.64", "-1.23", "-0.61", "0.23", "0.61"
"03/01/1993", "1.27", "0.71", "-0.51", "-0.92", "0.71", "0.48"
"04/01/1993", "-0.57", "-0.32", "-0.35", "-1.11", "0.17", "0.39"
"05/01/1993", "1.04", "0.61", "0.26", "-0.33", "-0.06", "0.55"
"06/01/1993", "1.53", "0.82", "0.97", "0.43", "0.12", "0.96"
"07/01/1993", "0.56", "1.45", "0.95", "0.83", "0.42", "0.66"
