"40700"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "5", "1.21", "2"
"-2.6", "1", "0.24", "4"
"-2.5", "1", "0.24", "6"
"-2.1", "2", "0.49", "8"
"-1.9", "3", "0.73", "10"
"-1.8", "2", "0.49", "12"
"-1.7", "6", "1.46", "14"
"-1.6", "4", "0.97", "16"
"-1.5", "6", "1.46", "18"
"-1.4", "9", "2.18", "20"
"-1.3", "8", "1.94", "22"
"-1.2", "10", "2.43", "24"
"-1.1", "14", "3.4", "26"
"-1", "8", "1.94", "28"
"-0.9", "13", "3.16", "30"
"-0.8", "10", "2.43", "32"
"-0.7", "16", "3.88", "34"
"-0.6", "17", "4.13", "36"
"-0.5", "11", "2.67", "38"
"-0.4", "20", "4.85", "40"
"-0.3", "17", "4.13", "42"
"-0.2", "11", "2.67", "44"
"-0.1", "16", "3.88", "46"
"0", "19", "4.61", "48"
"0.1", "11", "2.67", "50"
"0.2", "14", "3.4", "52"
"0.3", "12", "2.91", "54"
"0.4", "17", "4.13", "56"
"0.5", "17", "4.13", "58"
"0.6", "8", "1.94", "60"
"0.7", "10", "2.43", "62"
"0.8", "9", "2.18", "64"
"0.9", "10", "2.43", "66"
"1", "10", "2.43", "68"
"1.1", "4", "0.97", "70"
"1.2", "13", "3.16", "72"
"1.3", "3", "0.73", "74"
"1.4", "11", "2.67", "76"
"1.5", "6", "1.46", "78"
"1.6", "4", "0.97", "80"
"1.7", "7", "1.7", "82"
"1.8", "1", "0.24", "84"
"1.9", "1", "0.24", "86"
"2", "1", "0.24", "88"
"2.1", "4", "0.97", "90"
"2.2", "2", "0.49", "92"
"2.3", "4", "0.97", "94"
"2.4", "2", "0.49", "96"
"2.5", "1", "0.24", "98"
"2.7", "1", "0.24", "100"
