"40710"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"11/01/1990", "03/01/1991", "4", "-1.81", "-4.1", "-1.02", "-0.94"
"07/01/1992", "08/01/1992", "1", "-1.54", "-1.54", "-1.54", "-1.54"
"10/01/1992", "11/01/1992", "1", "-2.14", "-2.14", "-2.14", "-2.14"
"07/01/1994", "09/01/1994", "2", "-1.57", "-1.65", "-0.82", "-0.82"
"12/01/1995", "02/01/1996", "2", "-1.81", "-2.06", "-1.03", "-1.03"
"05/01/2000", "07/01/2000", "2", "-1.54", "-2.15", "-1.07", "-1.07"
"07/01/2006", "08/01/2006", "1", "-1.57", "-1.57", "-1.57", "-1.57"
"01/01/2007", "02/01/2007", "1", "-3.25", "-3.25", "-3.25", "-3.25"
"01/01/2008", "02/01/2008", "1", "-1.83", "-1.83", "-1.83", "-1.83"
"04/01/2008", "07/01/2008", "3", "-1.94", "-3.53", "-1.18", "-1.59"
"12/01/2008", "02/01/2009", "2", "-1.99", "-2.72", "-1.36", "-1.36"
"11/01/2010", "02/01/2011", "3", "-1.89", "-3.92", "-1.31", "-1.85"
"10/01/2013", "11/01/2013", "1", "-1.67", "-1.67", "-1.67", "-1.67"
"04/01/2015", "08/01/2015", "4", "-2.06", "-3.67", "-0.92", "-0.67"
"01/01/2017", "08/01/2017", "7", "-3.17", "-10.16", "-1.45", "-1.43"
"03/01/2020", "04/01/2020", "1", "-1.75", "-1.75", "-1.75", "-1.75"
"06/01/2021", "07/01/2021", "1", "-1.94", "-1.94", "-1.94", "-1.94"
"02/01/2023", "03/01/2023", "1", "-1.93", "-1.93", "-1.93", "-1.93"
