"40716"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"01/01/1991", "03/01/1991", "2", "-1.12", "-1.36", "-0.68", "-0.68"
"08/01/1995", "09/01/1996", "13", "-1.68", "-11.18", "-0.86", "-0.76"
"04/01/1997", "07/01/1997", "3", "-1.17", "-2.21", "-0.74", "-0.68"
"03/01/1999", "03/01/2000", "12", "-2.08", "-18.34", "-1.53", "-1.43"
"05/01/2001", "04/01/2002", "11", "-2.2", "-12.19", "-1.11", "-1.25"
"01/01/2008", "10/01/2009", "21", "-2.33", "-27.12", "-1.29", "-1.33"
"02/01/2011", "09/01/2011", "7", "-1.89", "-7.67", "-1.1", "-0.9"
"08/01/2013", "07/01/2014", "11", "-1.51", "-9.72", "-0.88", "-0.79"
"06/01/2015", "10/01/2015", "4", "-1.52", "-5.21", "-1.3", "-1.32"
"11/01/2016", "04/01/2017", "5", "-1.07", "-1.55", "-0.31", "-0.14"
"09/01/2017", "02/01/2018", "5", "-1.48", "-5.7", "-1.14", "-1.37"
