"40708"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"10/01/1990", "03/01/1991", "5", "-1.96", "-5.34", "-1.07", "-0.73"
"09/01/2000", "11/01/2000", "2", "-1.67", "-2.44", "-1.22", "-1.22"
"05/01/2001", "11/01/2001", "6", "-2.17", "-9.04", "-1.51", "-1.63"
"02/01/2004", "05/01/2004", "3", "-1.89", "-3.82", "-1.27", "-1.79"
"10/01/2006", "03/01/2007", "5", "-1.63", "-3.95", "-0.79", "-0.67"
"10/01/2007", "10/01/2008", "12", "-1.72", "-10.98", "-0.92", "-0.97"
"04/01/2009", "09/01/2009", "5", "-2.26", "-6.57", "-1.31", "-0.97"
"12/01/2010", "06/01/2011", "6", "-2.57", "-10.15", "-1.69", "-1.82"
"06/01/2021", "01/01/2022", "7", "-2.33", "-12.53", "-1.79", "-2.05"
"12/01/2022", "05/01/2023", "5", "-2.08", "-8.52", "-1.7", "-1.8"
