"40716"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"12/01/1995", "05/01/1996", "5", "-2.33", "-7", "-1.4", "-1.6"
"03/01/1999", "03/01/2000", "12", "-1.96", "-13.96", "-1.16", "-1.34"
"06/01/2001", "12/01/2001", "6", "-1.98", "-8.18", "-1.36", "-1.38"
"10/01/2003", "01/01/2004", "3", "-1.82", "-2.81", "-0.94", "-0.97"
"01/01/2008", "10/01/2008", "9", "-2.27", "-12.97", "-1.44", "-1.41"
"03/01/2009", "09/01/2009", "6", "-2", "-7.08", "-1.18", "-1.12"
"12/01/2010", "06/01/2011", "6", "-2.34", "-9.16", "-1.53", "-1.75"
"06/01/2015", "10/01/2015", "4", "-1.57", "-5.84", "-1.46", "-1.52"
"10/01/2017", "02/01/2018", "4", "-2.58", "-3.68", "-0.92", "-0.52"
"05/01/2021", "12/01/2021", "7", "-2.45", "-10.38", "-1.48", "-1.4"
"08/01/2022", "05/01/2023", "9", "-1.67", "-9.73", "-1.08", "-1.23"
