"40700"
"date", "spi1", "spi3", "spi6", "spi9", "spi12", "spi24"
"01/01/1990", "0.9", "-99", "-99", "-99", "-99", "-99"
"02/01/1990", "-0.4", "-99", "-99", "-99", "-99", "-99"
"03/01/1990", "-0.98", "-0.52", "-99", "-99", "-99", "-99"
"04/01/1990", "2.1", "1.16", "-99", "-99", "-99", "-99"
"05/01/1990", "0.63", "1.37", "-99", "-99", "-99", "-99"
"06/01/1990", "0.71", "1.91", "1.35", "-99", "-99", "-99"
"07/01/1990", "-0.18", "0.54", "1.04", "-99", "-99", "-99"
"08/01/1990", "-0.47", "0.26", "1.12", "-99", "-99", "-99"
"09/01/1990", "-1.89", "-1.73", "0.92", "0.58", "-99", "-99"
"10/01/1990", "0.73", "-0.42", "-0.01", "0.59", "-99", "-99"
"11/01/1990", "-0.56", "-0.74", "-0.6", "0.5", "-99", "-99"
"12/01/1990", "0.03", "-0.05", "-1.08", "0.72", "0.43", "-99"
"01/01/1991", "0.18", "-0.55", "-0.89", "-0.38", "0.24", "-99"
"02/01/1991", "0.45", "0.1", "-0.57", "-0.5", "0.41", "-99"
"03/01/1991", "1.59", "1.41", "0.84", "0.09", "1.16", "-99"
"04/01/1991", "-0.34", "1.05", "0.42", "0.01", "0.2", "-99"
"05/01/1991", "1.64", "1.59", "1.49", "0.66", "0.61", "-99"
"06/01/1991", "-0.12", "0.54", "1.23", "0.9", "0.38", "-99"
"07/01/1991", "1.57", "1.34", "1.53", "1.05", "0.73", "-99"
"08/01/1991", "-0.21", "0.51", "1.44", "1.42", "0.75", "-99"
"09/01/1991", "-0.53", "0.13", "0.31", "0.94", "0.71", "-99"
"10/01/1991", "-0.51", "-1.33", "0.27", "0.73", "0.37", "-99"
"11/01/1991", "1.03", "-0.26", "-0.04", "1.06", "0.94", "-99"
"12/01/1991", "-0.26", "0.15", "-0.03", "0.24", "0.88", "0.83"
"01/01/1992", "-1.45", "0.15", "-0.95", "0.21", "0.65", "0.56"
"02/01/1992", "-0.11", "-1.09", "-0.83", "-0.55", "0.54", "0.59"
"03/01/1992", "-1.75", "-2.08", "-1.02", "-1", "-0.47", "0.55"
"04/01/1992", "0.31", "-0.96", "-0.62", "-1.29", "-0.27", "-0.07"
"05/01/1992", "0.03", "-0.72", "-1.4", "-1.12", "-0.89", "-0.21"
"06/01/1992", "0.53", "0.2", "-0.94", "-0.61", "-0.7", "-0.25"
"07/01/1992", "1.56", "0.75", "-0.09", "-0.05", "-0.73", "0.01"
"08/01/1992", "1.2", "1.15", "0.23", "-0.34", "-0.49", "0.15"
"09/01/1992", "0.22", "0.81", "0.56", "-0.29", "-0.21", "0.33"
"10/01/1992", "0.12", "0.17", "0.53", "-0.08", "-0.06", "0.18"
"11/01/1992", "0.88", "0.32", "0.91", "0.3", "-0.16", "0.51"
"12/01/1992", "2.05", "1.54", "1.67", "1.28", "0.61", "0.94"
"01/01/1993", "0.16", "1.63", "1.27", "1.3", "0.78", "0.91"
"02/01/1993", "0.16", "1.42", "0.98", "1.35", "0.83", "0.87"
"03/01/1993", "-1.35", "-0.91", "0.71", "0.98", "0.8", "0.26"
"04/01/1993", "-0.34", "-1.26", "0.59", "0.46", "0.7", "0.29"
"05/01/1993", "-0.35", "-1.35", "0.03", "0.16", "0.64", "-0.19"
"06/01/1993", "0.68", "-0.23", "-0.81", "0.39", "0.72", "0"
"07/01/1993", "-0.99", "-0.08", "-0.96", "0.33", "0.31", "-0.3"
"08/01/1993", "0.4", "0.31", "-0.97", "0.03", "0.15", "-0.26"
"09/01/1993", "-1.17", "-1.25", "-0.91", "-1.37", "-0.13", "-0.3"
"10/01/1993", "-1.27", "-1.96", "-1.38", "-1.92", "-0.48", "-0.41"
"11/01/1993", "1.45", "-0.17", "-0.12", "-1.04", "-0.17", "-0.24"
"12/01/1993", "-1.94", "0.05", "-0.88", "-0.82", "-1.29", "-0.38"
"01/01/1994", "-0.15", "0.63", "-0.76", "-0.71", "-1.31", "-0.26"
"02/01/1994", "0.37", "-0.75", "-0.6", "-0.5", "-1.23", "-0.18"
"03/01/1994", "-0.65", "-0.62", "-0.42", "-1.11", "-1.02", "-0.07"
"04/01/1994", "0.68", "0.01", "0.38", "-0.6", "-0.66", "0.05"
"05/01/1994", "0.5", "0.15", "-0.37", "-0.4", "-0.36", "0.14"
"06/01/1994", "1", "0.97", "0.42", "0.31", "-0.22", "0.28"
"07/01/1994", "-0.99", "0.65", "0.36", "0.57", "-0.24", "0"
"08/01/1994", "-0.21", "0.5", "0.26", "-0.17", "-0.3", "-0.14"
"09/01/1994", "-1.35", "-1.93", "0.07", "-0.31", "-0.27", "-0.35"
"10/01/1994", "-0.39", "-1.47", "-0.46", "-0.46", "-0.13", "-0.46"
"11/01/1994", "1.17", "-0.18", "0", "-0.01", "-0.35", "-0.36"
"12/01/1994", "2.02", "1.53", "0.52", "0.9", "0.59", "-0.4"
"01/01/1995", "0.65", "1.97", "0.79", "0.88", "0.73", "-0.3"
"02/01/1995", "-1.16", "1.25", "0.54", "0.58", "0.5", "-0.43"
"03/01/1995", "0.5", "0.07", "1.14", "0.37", "0.75", "-0.11"
"04/01/1995", "-0.91", "-0.85", "1.1", "0.19", "0.41", "-0.16"
"05/01/1995", "-1.05", "-0.82", "0.19", "-0.02", "0.08", "-0.27"
"06/01/1995", "0.53", "-0.93", "-0.7", "0.44", "-0.13", "-0.3"
"07/01/1995", "-1.05", "-0.55", "-1.06", "0.54", "-0.16", "-0.31"
"08/01/1995", "-0.47", "0.01", "-0.84", "0", "-0.17", "-0.36"
"09/01/1995", "2.32", "2.26", "1.54", "1.43", "1.81", "1.17"
"10/01/1995", "-0.92", "2.34", "1.67", "1.05", "1.82", "1.23"
"11/01/1995", "-0.3", "2.21", "1.8", "1.15", "1.5", "0.8"
"12/01/1995", "-0.62", "-1.49", "1.71", "0.83", "0.77", "0.85"
"01/01/1996", "-0.74", "-1.17", "1.61", "0.99", "0.5", "0.78"
"02/01/1996", "-0.26", "-1.16", "1.45", "1.17", "0.61", "0.7"
"03/01/1996", "0.43", "-0.35", "-1.3", "1.22", "0.54", "0.89"
"04/01/1996", "-0.3", "-0.32", "-1.08", "1.11", "0.7", "0.73"
"05/01/1996", "-0.65", "-0.45", "-1.18", "0.94", "0.79", "0.54"
"06/01/1996", "-0.37", "-1.09", "-1.11", "-1.59", "0.59", "0.24"
"07/01/1996", "0.13", "-0.9", "-0.9", "-1.39", "0.64", "0.28"
"08/01/1996", "-0.27", "-0.58", "-0.87", "-1.52", "0.65", "0.27"
"09/01/1996", "-0.82", "-1.09", "-1.59", "-1.61", "-2.01", "0.27"
"10/01/1996", "0.08", "-0.93", "-1.47", "-1.41", "-1.78", "0.36"
"11/01/1996", "-1.05", "-1.5", "-1.79", "-1.85", "-2.18", "-0.11"
"12/01/1996", "-0.11", "-0.87", "-1.72", "-1.95", "-2.06", "-0.66"
"01/01/1997", "-0.22", "-1.09", "-1.69", "-1.9", "-1.86", "-0.78"
