,forecast_spi
2024-05-01,0.032075880642187804
2024-06-01,0.4865157288670564
2024-07-01,0.4487915879561274
2024-08-01,0.35878778046813314
2024-09-01,0.5859219910662061
2024-10-01,0.9600303396952833
2024-11-01,0.823343382891722
2024-12-01,1.420924228333401
2025-01-01,1.155000079492131
2025-02-01,0.3280189483904879
2025-03-01,0.23945812554249007
2025-04-01,-0.8921660210174259
2025-05-01,-0.8238653788255412
2025-06-01,-1.3309740446683684
