,forecast_spi
2024-05-01,1.0553920057334598
2024-06-01,0.571301102084459
2024-07-01,1.2332305163870174
2024-08-01,0.6332090086227805
2024-09-01,1.2452352386957308
2024-10-01,0.9096908880530888
2024-11-01,0.6388738635775341
2024-12-01,0.6164738115339563
2025-01-01,0.04798845044673042
2025-02-01,-0.8812417675984123
2025-03-01,-0.624157461357747
2025-04-01,-1.1937779992473432
2025-05-01,-1.083250989632206
2025-06-01,-1.2871138791732961
