,forecast_spi
2024-04-01,1.2043937259358086
2024-05-01,0.5377344398876687
2024-06-01,-0.021800792307450773
2024-07-01,-1.0745608679613206
2024-08-01,-0.8495903975027078
2024-09-01,0.70723757944205
2024-10-01,1.4722779882288863
2024-11-01,1.8567545703762949
2024-12-01,0.8506926023725443
2025-01-01,0.9685531184501799
2025-02-01,0.10446680868426386
2025-03-01,-0.2480281469905996
2025-04-01,-1.075950402672895
2025-05-01,-0.9854152143815498
