40710
01/01/1990,18.13
02/01/1990,6.81
03/01/1990,19.02
04/01/1990,26.8
05/01/1990,32.82
06/01/1990,2.22
07/01/1990,0.04
08/01/1990,0.0
09/01/1990,0.0
10/01/1990,8.41
11/01/1990,0.91
12/01/1990,7.47
01/01/1991,6.94
02/01/1991,6.17
03/01/1991,46.03
04/01/1991,36.55
05/01/1991,52.15
06/01/1991,15.1
07/01/1991,34.2
08/01/1991,0.0
09/01/1991,0.0
10/01/1991,19.43
11/01/1991,9.3
12/01/1991,41.19
01/01/1992,6.74
02/01/1992,13.47
03/01/1992,11.5
04/01/1992,57.15
05/01/1992,74.8
06/01/1992,33.44
07/01/1992,0.01
08/01/1992,9.73
09/01/1992,2.23
10/01/1992,0.82
11/01/1992,23.23
12/01/1992,4.54
01/01/1993,21.56
02/01/1993,7.62
03/01/1993,38.11
04/01/1993,26.37
05/01/1993,65.62
06/01/1993,42.54
07/01/1993,14.33
08/01/1993,8.21
09/01/1993,0.0
10/01/1993,19.33
11/01/1993,48.97
12/01/1993,13.42
01/01/1994,39.13
02/01/1994,7.84
03/01/1994,27.38
04/01/1994,19.59
05/01/1994,50.25
06/01/1994,12.25
07/01/1994,0.0
08/01/1994,3.0
09/01/1994,13.05
10/01/1994,29.08
11/01/1994,55.95
12/01/1994,6.04
01/01/1995,21.63
02/01/1995,8.25
03/01/1995,30.95
04/01/1995,60.95
05/01/1995,42.23
06/01/1995,46.96
07/01/1995,5.02
08/01/1995,0.01
09/01/1995,29.14
10/01/1995,5.02
11/01/1995,9.13
12/01/1995,1.37
01/01/1996,12.29
02/01/1996,14.71
03/01/1996,15.96
04/01/1996,102.24
05/01/1996,83.92
06/01/1996,1.12
07/01/1996,29.71
08/01/1996,4.13
09/01/1996,23.11
10/01/1996,25.21
11/01/1996,30.11
12/01/1996,12.32
01/01/1997,20.01
02/01/1997,7.84
03/01/1997,25.39
04/01/1997,15.34
05/01/1997,36.84
06/01/1997,33.41
07/01/1997,29.51
08/01/1997,0.02
09/01/1997,8.0
10/01/1997,5.01
11/01/1997,21.62
12/01/1997,11.22
01/01/1998,32.03
02/01/1998,13.74
03/01/1998,33.33
04/01/1998,33.63
05/01/1998,27.12
06/01/1998,11.01
07/01/1998,17.61
08/01/1998,4.1
09/01/1998,0.8
10/01/1998,5.8
11/01/1998,15.51
12/01/1998,13.6
01/01/1999,20.22
02/01/1999,5.63
03/01/1999,30.61
04/01/1999,38.64
05/01/1999,26.42
06/01/1999,6.94
07/01/1999,38.01
08/01/1999,13.05
09/01/1999,0.12
10/01/1999,28.73
11/01/1999,21.42
12/01/1999,4.31
01/01/2000,13.58
02/01/2000,14.65
03/01/2000,51.51
04/01/2000,18.32
05/01/2000,11.85
06/01/2000,3.83
07/01/2000,8.11
08/01/2000,5.0
09/01/2000,15.61
10/01/2000,31.03
11/01/2000,15.81
12/01/2000,11.49
01/01/2001,5.57
02/01/2001,3.24
03/01/2001,21.7
04/01/2001,30.41
05/01/2001,22.21
06/01/2001,4.02
07/01/2001,9.0
08/01/2001,13.42
09/01/2001,0.81
10/01/2001,15.81
11/01/2001,33.24
12/01/2001,17.27
01/01/2002,15.14
02/01/2002,5.41
03/01/2002,15.03
04/01/2002,89.01
05/01/2002,70.82
06/01/2002,1.51
07/01/2002,8.12
08/01/2002,0.2
09/01/2002,0.5
10/01/2002,4.83
11/01/2002,17.11
12/01/2002,22.83
01/01/2003,18.41
02/01/2003,41.04
03/01/2003,22.58
04/01/2003,102.03
05/01/2003,32.71
06/01/2003,9.11
07/01/2003,5.8
08/01/2003,10.4
09/01/2003,0.12
10/01/2003,5.7
11/01/2003,19.23
12/01/2003,20.46
01/01/2004,15.47
02/01/2004,10.0
03/01/2004,13.36
04/01/2004,74.74
05/01/2004,70.84
06/01/2004,2.02
07/01/2004,27.92
08/01/2004,0.21
09/01/2004,0.3
10/01/2004,4.01
11/01/2004,51.82
12/01/2004,14.94
01/01/2005,19.13
02/01/2005,5.07
03/01/2005,12.42
04/01/2005,72.34
05/01/2005,81.03
06/01/2005,7.01
07/01/2005,8.7
08/01/2005,11.01
09/01/2005,4.61
10/01/2005,5.0
11/01/2005,29.83
12/01/2005,7.7
01/01/2006,20.8
02/01/2006,42.22
03/01/2006,15.94
04/01/2006,61.94
05/01/2006,21.03
06/01/2006,3.4
07/01/2006,0.0
08/01/2006,16.0
09/01/2006,8.8
10/01/2006,52.75
11/01/2006,18.21
12/01/2006,5.66
01/01/2007,0.76
02/01/2007,15.76
03/01/2007,21.75
04/01/2007,59.98
05/01/2007,37.51
06/01/2007,17.23
07/01/2007,14.91
08/01/2007,14.41
09/01/2007,0.0
10/01/2007,12.02
11/01/2007,9.37
12/01/2007,21.26
01/01/2008,3.58
02/01/2008,24.29
03/01/2008,13.52
04/01/2008,8.45
05/01/2008,11.43
06/01/2008,9.22
07/01/2008,28.82
08/01/2008,5.8
09/01/2008,19.7
10/01/2008,54.81
11/01/2008,3.11
12/01/2008,1.04
01/01/2009,8.85
02/01/2009,13.45
03/01/2009,15.76
04/01/2009,48.47
05/01/2009,15.24
06/01/2009,49.62
07/01/2009,2.01
08/01/2009,1.1
09/01/2009,22.03
10/01/2009,16.02
11/01/2009,51.26
12/01/2009,12.41
01/01/2010,13.65
02/01/2010,24.91
03/01/2010,18.37
04/01/2010,57.27
05/01/2010,64.46
06/01/2010,20.44
07/01/2010,0.61
08/01/2010,25.4
09/01/2010,4.02
10/01/2010,6.02
11/01/2010,0.0
12/01/2010,1.3
01/01/2011,12.82
02/01/2011,21.7
03/01/2011,15.69
04/01/2011,79.43
05/01/2011,44.81
06/01/2011,3.32
07/01/2011,15.13
08/01/2011,31.02
09/01/2011,24.71
10/01/2011,23.83
11/01/2011,28.21
12/01/2011,8.73
01/01/2012,13.68
02/01/2012,6.81
03/01/2012,22.28
04/01/2012,57.13
05/01/2012,60.83
06/01/2012,30.77
07/01/2012,22.42
08/01/2012,0.01
09/01/2012,2.51
10/01/2012,30.6
11/01/2012,8.5
12/01/2012,26.07
01/01/2013,17.4
02/01/2013,11.36
03/01/2013,11.13
04/01/2013,40.55
05/01/2013,43.87
06/01/2013,6.12
07/01/2013,5.0
08/01/2013,5.2
09/01/2013,0.3
10/01/2013,1.9
11/01/2013,29.55
12/01/2013,15.97
01/01/2014,17.01
02/01/2014,4.03
03/01/2014,36.95
04/01/2014,36.71
05/01/2014,30.9
06/01/2014,15.47
07/01/2014,12.73
08/01/2014,6.22
09/01/2014,22.33
10/01/2014,74.64
11/01/2014,24.8
12/01/2014,25.76
01/01/2015,12.94
02/01/2015,12.56
03/01/2015,36.05
04/01/2015,7.53
05/01/2015,29.05
06/01/2015,2.01
07/01/2015,4.43
08/01/2015,6.93
09/01/2015,21.44
10/01/2015,52.89
11/01/2015,18.65
12/01/2015,5.13
01/01/2016,13.69
02/01/2016,21.66
03/01/2016,22.49
04/01/2016,30.28
05/01/2016,16.64
06/01/2016,4.15
07/01/2016,1.42
08/01/2016,0.0
09/01/2016,6.92
10/01/2016,36.26
11/01/2016,10.9
12/01/2016,35.76
01/01/2017,4.55
02/01/2017,3.17
03/01/2017,16.49
04/01/2017,27.71
05/01/2017,2.16
06/01/2017,0.02
07/01/2017,4.34
08/01/2017,16.9
09/01/2017,0.8
10/01/2017,8.16
11/01/2017,21.11
12/01/2017,2.97
01/01/2018,8.16
02/01/2018,58.29
03/01/2018,15.08
04/01/2018,22.39
05/01/2018,44.92
06/01/2018,30.74
07/01/2018,2.35
08/01/2018,2.34
09/01/2018,7.43
10/01/2018,12.12
11/01/2018,10.96
12/01/2018,22.12
01/01/2019,30.82
02/01/2019,38.05
03/01/2019,41.27
