ds,precip,SPI_1,SPI_3,SPI_6,SPI_9,SPI_12,SPI_24,station_id
01/01/1990,18.13,0.38067648904745477,,,,,,40710
02/01/1990,6.81,-0.7229630778123559,,,,,,40710
03/01/1990,19.02,-0.2531731986422504,-0.5545029142258068,,,,,40710
04/01/1990,26.8,-0.5458593045690359,-1.22934610636355,,,,,40710
05/01/1990,32.82,-0.17655919395291977,-0.7538456830178449,,,,,40710
06/01/1990,2.22,-0.904800605532729,-0.8101794283766988,-1.0769766090343134,,,,40710
07/01/1990,0.04,-1.4849683151370672,-0.9724123927052696,-1.5020716019772455,,,,40710
08/01/1990,0.0,-1.351702239930661,-2.9129537582729563,-1.4846075507843854,,,,40710
09/01/1990,0.0,-1.0491313979639707,-4.054708595966163,-1.5553449226378835,-1.7385530114280272,,,40710
10/01/1990,8.41,-0.6020004215387593,-1.41762056243621,-2.088328471454459,-2.201007392962934,,,40710
11/01/1990,0.91,-1.809107622569841,-2.1663420796592154,-3.2560467013962455,-2.3894329185039327,,,40710
12/01/1990,7.47,-0.4119221528937557,-1.8832801307334899,-2.880946607980729,-2.4633975782123017,-2.52853396324419,,40710
01/01/1991,6.94,-1.0503255446367492,-1.992317451390413,-3.044344906419573,-2.8279323604865034,-2.7917912522172936,,40710
02/01/1991,6.17,-0.8226291790919171,-1.7129460996239154,-2.9060517460430924,-3.6676132024661,-2.8830631916376923,,40710
03/01/1991,46.03,1.748639135824455,0.30999717917657044,-1.3636150330215726,-2.220104583559925,-2.173748537020589,,40710
04/01/1991,36.55,-0.08572073513689137,0.3272548831210755,-0.9563200524590195,-1.9319137362367964,-2.219283782737886,,40710
05/01/1991,52.15,0.6017477799020643,0.7147649462208965,0.05418871508720524,-0.9885352315276411,-1.6622402529877824,,40710
06/01/1991,15.1,0.4075819072795195,0.22745683493562283,0.24376556526771956,-0.7456640655434239,-1.3413855269080455,,40710
07/01/1991,34.2,1.4513483768656323,1.014924994215745,0.86603370801966,0.0889049792870717,-0.5609518213464443,,40710
08/01/1991,0.0,-1.351702239930661,0.9087108020880853,0.9255057549854007,0.3819811346767909,-0.5812806503443586,,40710
09/01/1991,0.0,-1.0491313979639707,0.6176114047753605,0.35788549652565466,0.38336444463726294,-0.6134662916832285,,40710
10/01/1991,19.43,0.2103339449499972,-0.5406866786608295,0.5945584948161224,0.5374902382155496,-0.2817292032972449,,40710
11/01/1991,9.3,-0.6498051066768862,-0.7123238467070749,0.013153262626058083,0.4694029890610804,-0.11842236493632788,,40710
12/01/1991,41.19,1.9265225179941072,0.6428056419918179,0.7379713381793866,0.5622197245187516,0.5887403400942818,-1.2147760552790314,40710
01/01/1992,6.74,-1.0877356073118547,0.4033768810792763,-0.23779772773632116,0.6174759982355256,0.5783019556223221,-1.3811167911802062,40710
02/01/1992,13.47,0.050837396828135505,0.920286193059114,-0.07219092051768311,0.37137865310617313,0.7028568958026099,-1.3579091516892723,40710
03/01/1992,11.5,-1.158141039097155,-1.4163023533428638,-0.28220775295583317,0.021517887703711568,0.10429338902585729,-1.4121157248338752,40710
04/01/1992,57.15,0.6643032552935028,0.07886798866437007,0.21998225762624132,-0.2887084718007394,0.5380828165534003,-1.0542646057193494,40710
05/01/1992,74.8,1.299963119855695,0.9037555767200981,1.1573379666870094,0.6790215913129496,0.9448514707376842,-0.43748274092301187,40710
06/01/1992,33.44,1.2269437086964172,1.3272313690280626,0.8886162219300133,1.183753210451115,1.2739191212013434,0.027615013940291547,40710
07/01/1992,0.01,-1.5362190107079325,1.1609877245732942,0.8691334242398219,0.8953217658131873,0.6432860308379019,0.037301136307329244,40710
08/01/1992,9.73,0.6985018315136448,0.6623650422133713,0.972634875352401,1.250149408578507,0.8625938804162936,0.17903385979888228,40710
09/01/1992,2.23,-0.19601466485770883,-0.6341264985929114,1.0674309961047657,0.6070454977860362,0.932040604395141,0.20672306576407987,40710
10/01/1992,0.82,-2.1354660660278797,-1.0043892241652068,0.5983815655789321,0.4132961301005085,0.4538769273857651,0.08963772740673245,40710
11/01/1992,23.23,0.3682692076489285,-0.8447638268360143,-0.24265368775968302,0.47209239275921366,0.7479123437929078,0.375494091108458,40710
12/01/1992,4.54,-0.8851825559241348,-1.0653147755031445,-1.3750799029052467,0.5277474077633612,0.07021979500621414,0.3907407059251703,40710
01/01/1993,21.56,0.6897360363503283,0.08153037375092984,-0.8170205958195317,0.4543219123412107,0.3351777483387245,0.5656901524509083,40710
02/01/1993,7.62,-0.6060361249797329,-0.6358657128464869,-1.2284121840594213,-0.6112233671075543,0.2279859281729124,0.6059875861203894,40710
03/01/1993,38.11,1.26730951904759,0.713834136076952,-0.5064287318254458,-0.9180875495387446,0.7077771595009045,0.48489847292689087,40710
04/01/1993,26.37,-0.568654994442756,-0.32334558810189423,-0.34868293788454174,-1.1126524121115182,0.16581189596150583,0.38951343738975336,40710
05/01/1993,65.62,1.0360522435618738,0.611146407370733,0.25877412244235426,-0.3260342658340673,-0.06051772479828901,0.5532444627763554,40710
06/01/1993,42.54,1.5261324688458457,0.8175869241790396,0.9717789840914841,0.43491488264802874,0.11781653525498074,0.963566202611012,40710
07/01/1993,14.33,0.560347704266802,1.4488505486314356,0.9455062583297199,0.8285897437879127,0.4224159969480621,0.6587142521789059,40710
08/01/1993,8.21,0.5660197497553454,1.4643106880516852,1.1246664217944744,0.8810793832285845,0.39388238397225117,0.7722435019702876,40710
09/01/1993,0.0,-1.0491313979639707,0.06986535219290242,0.7162211607830069,0.8817504846586403,0.3456678622999764,0.763385543792004,40710
10/01/1993,19.33,0.20465583580274269,-0.10830162928632188,1.2859416329449158,0.7700852909166065,0.6701563085574063,0.6834184133869011,40710
11/01/1993,48.97,1.492861955070806,0.788885672936823,1.3309323332574938,1.3158581461614345,1.1950609911069465,1.1610246656771759,40710
12/01/1993,13.42,0.2424178580062357,0.9961659617629597,0.7414752991355515,1.0764132919553822,1.2216897253611991,0.8791894237745126,40710
01/01/1994,39.13,1.9112926245564599,1.813318865315956,1.3826672522397365,1.9729545906718031,1.462043401995197,1.2493610314864423,40710
02/01/1994,7.84,-0.5758195609133113,0.8728431068977688,1.0749993320216282,1.5663574042107777,1.4863440988318617,1.2384187455002036,40710
03/01/1994,27.38,0.49886429530029525,1.0384222495495847,1.5112145814647762,1.2348130197690756,1.3637169632690083,1.3765626184365223,40710
04/01/1994,19.59,-0.9685644464343776,-1.1174966459193363,0.7154917615923359,0.46853024460023684,1.4319747874889812,1.0260564000303225,40710
05/01/1994,50.25,0.5348059453817628,-0.2061009190546519,0.11020365276598225,0.5113482551721207,1.0978708724473585,0.6683345039651807,40710
06/01/1994,12.25,0.22666016500712288,-0.2640504821636067,0.1111484263973089,0.5996528153244295,0.49595343077708715,0.3665977371345155,40710
07/01/1994,0.0,-1.5647264713617988,0.022608477965405466,-0.6809942732654145,0.3549225889910364,0.19557083724239982,0.36292788865275405,40710
08/01/1994,3.0,-0.07114780391837712,-0.9384062852082315,-0.5945138072134412,-0.33371059055196245,0.07511181979370748,0.26219534977746145,40710
09/01/1994,13.05,0.853556273456129,-0.32463168442458573,-0.5148571614229918,-0.10901050243220094,0.37493828282394104,0.41315078145768847,40710
10/01/1994,29.08,0.6857718029261517,0.5927756369400012,0.24369478642466225,-0.4345201745878977,0.5244123775806333,0.7276730200502605,40710
11/01/1994,55.95,1.729541698462842,1.5603521936942926,0.9043084316771886,0.4296329584622833,0.6800291534592731,1.1210612231446366,40710
12/01/1994,6.04,-0.6219982356671448,1.2533497197565573,0.8123935289778633,0.22562116970669324,0.5290620897208337,1.1907481776029352,40710
01/01/1995,21.63,0.6956958316945474,1.3035344521949779,1.3744951881301448,0.8837386077340394,0.22366529672020571,1.174364454404297,40710
02/01/1995,8.25,-0.5210745548300513,-0.4858178135564995,1.214344038781305,0.6074964121376897,0.22512574287476544,1.2364425889922415,40710
03/01/1995,30.95,0.7733589626777375,0.39662529741354624,1.3900058462868166,0.9521493338409915,0.29690031163565667,1.1035281170056508,40710
04/01/1995,60.95,0.78203709376145,0.7270565245439667,1.4462603094352207,1.6716466906854917,1.1524064642683873,1.663909329316045,40710
05/01/1995,42.23,0.23222166490631507,0.7014701696619641,0.40410974036417907,1.392452660889652,0.9543682105410407,1.3544507099172296,40710
06/01/1995,46.96,1.6573676706945024,1.0838446909322512,1.1294513200123677,1.8394697868254006,1.577559594845146,1.4585984970443842,40710
07/01/1995,5.02,-0.19664238764729755,0.8522984495485918,0.941371791848796,1.4229033904358115,1.7535085543974065,1.287277539471941,40710
08/01/1995,0.01,-1.2861529027577216,1.0107393305698094,0.9634242344976236,0.743812311530164,1.7362262107332191,1.1758800187816076,40710
09/01/1995,29.14,1.6406411366036866,0.6163752189328364,1.1816978225706212,1.2360948379553747,2.1044804604314344,1.549229628657835,40710
10/01/1995,5.02,-1.0146696838995397,0.1838335284504598,0.7820219644115614,0.8858519005652284,1.4179026875350376,1.2174792007584019,40710
11/01/1995,9.13,-0.6669106326530225,-0.05418968042854847,0.4759596034479712,0.7606055863685794,0.5657769751055787,0.7351700935401131,40710
12/01/1995,1.37,-1.806117665918789,-1.9943919457137302,-0.971505023292977,0.41924647802608905,0.47921628558802337,0.6378478001254152,40710
01/01/1996,12.29,-0.2508948246078733,-1.3663385184330847,-1.0442462658042253,0.027969693022212697,0.3151695964189942,0.2880704257555101,40710
02/01/1996,14.71,0.16324921436299242,-1.031158194456981,-0.7421360700270059,-0.03233019206217526,0.42434392832928836,0.38673734932343357,40710
03/01/1996,15.96,-0.5847105563396193,-0.6181438608388091,-2.2521236321436513,-1.4999676548391598,0.1633387183536141,0.22728446364237656,40710
04/01/1996,102.24,1.833960338120483,1.7315826585953742,0.6977600894231583,0.6392991258494515,1.0121779386285128,1.37795219772047,40710
05/01/1996,83.92,1.5425010409571045,2.0144300010838596,1.6602176725147513,1.5032890673342276,1.7242073154328101,1.8079142884146662,40710
06/01/1996,1.12,-1.24327701243785,1.6527059769871306,1.447541881078744,0.7577970620894299,0.8743943908388209,1.7207937662034154,40710
07/01/1996,29.71,1.286023654429454,1.2952059912056209,1.825530749778889,1.2957904258116604,1.40248857923857,2.041269491593393,40710
08/01/1996,4.13,0.10698278110617533,0.29251384874690944,1.8133412907011335,1.570395418124495,1.514833482242947,2.0555190937800214,40710
09/01/1996,23.11,1.3858085063846,1.40563082310952,2.0682600654063568,1.8975107038109966,1.4355444175623566,2.1630533531987344,40710
10/01/1996,25.21,0.5098955736231034,0.8305528928194358,1.6530232023310858,2.0566728108758965,1.60467328110494,1.8882213543196804,40710
11/01/1996,30.11,0.7245521812385958,1.0719146968390392,0.9056551978106367,2.0801855558227937,2.0415060610924933,1.5979055381439515,40710
12/01/1996,12.32,0.13916254844191123,0.5701257283699078,1.2209039895964817,2.141504134752758,1.942359379743119,1.7202268015967963,40710
01/01/1997,20.01,0.5544003846882491,0.5998144269940117,0.9952989353654313,1.5990008176555008,2.010396482754175,1.6795097773037422,40710
02/01/1997,7.84,-0.5758195609133113,-0.2127850901431132,0.799534034646219,0.7078971654959422,1.947288215526973,1.7563872352438277,40710
03/01/1997,25.39,0.33551108325108264,-0.006006872375901836,0.4117139824856414,1.2145102479373588,2.140992774204923,1.6235632998398009,40710
04/01/1997,15.34,-1.272997410968869,-1.4465265028828307,-0.7057294261447156,-0.14169392279740575,0.8980024621202085,1.205224322473367,40710
05/01/1997,36.84,0.00663673171457091,-0.7879712582626345,-0.9521603822911089,-0.17708705068335182,-0.10718786727479,1.1198504938306766,40710
06/01/1997,33.41,1.2258788830719536,-0.1793276423128436,-0.26770854638480035,-0.09845381040517227,0.5505778824863539,0.9599748541191183,40710
07/01/1997,29.51,1.278320056258145,0.977652207519301,0.03908848923925813,0.19516346759330205,0.5624921940248685,1.2653322042714192,40710
08/01/1997,0.02,-1.2518671576117764,1.3943961666383498,0.06180615542280232,-0.14977581870188691,0.4811425761553735,1.264349064783635,40710
09/01/1997,8.0,0.4863240001926875,0.7506605306042855,0.05477867678748878,-0.02873177717536565,0.13491363326669373,0.9670310381589984,40710
10/01/1997,5.01,-1.016160922675368,-0.9841273434596275,0.38355711241958496,-0.4588625421029806,-0.30686401334752467,0.8658465627162897,40710
11/01/1997,21.62,0.2754498238235387,-0.42292696236836774,0.5330989204985371,-0.249323008177499,-0.5320553416748504,1.0141641684885128,40710
12/01/1997,11.22,0.029479726577529314,-0.5805967328870724,-0.059468458087547166,-0.3272660808451847,-0.374949216269411,1.1836372180812158,40710
01/01/1998,32.03,1.4708404064068863,0.6877619370624931,-0.1920043657837756,0.6081320384020131,-0.13351121428598126,1.395544736976098,40710
02/01/1998,13.74,0.07589133596056999,0.7092216203787106,-0.02234433504200071,0.7309265194722722,-0.036407962446575966,1.4501001809401246,40710
03/01/1998,33.33,0.9450496962855303,1.2456532585496962,0.2763726566975394,0.5776010111893457,0.11254584831390359,1.5926631105779039,40710
04/01/1998,33.63,-0.21363790117045742,0.02394553409636736,0.4059065817913292,-0.29442052600367136,0.4997168331445672,0.860581817951278,40710
05/01/1998,27.12,-0.4646811606694038,-0.2933521367644744,-0.050542426057200426,-0.43601019772094,0.26483134542278974,0.021498639646584015,40710
06/01/1998,11.01,0.13890867185163755,-0.5293910762643014,-0.0056604393701352946,-0.5214948602097176,-0.231437554558146,0.16187184573152646,40710
07/01/1998,17.61,0.7455769728349341,-0.18925309254751027,-0.22369176096444826,0.00238104037897639,-0.5509258727257617,-0.013651720452519773,40710
08/01/1998,4.1,0.10269331307695083,0.18187866513626386,-0.2468387770877129,-0.07810859605091985,-0.4693343735064955,-0.017169698019723297,40710
09/01/1998,0.8,-0.5389797988938909,0.06823396375357466,-0.6116445643433597,-0.09065082631943082,-0.6843029330616585,-0.35970590868630536,40710
10/01/1998,5.8,-0.9046638947196045,-1.1853333067228524,-1.0788336717888014,-0.790173222261409,-0.5697018195571472,-0.5858794530444302,40710
11/01/1998,15.51,-0.12360573534032118,-1.091805746589311,-0.7341631495720307,-0.8144544526468996,-0.757245899248474,-0.800455914286601,40710
12/01/1998,13.6,0.2587671161875374,-0.7245464031067504,-0.6685482347379837,-1.0346085580836113,-0.49266411370038593,-0.7276997714105012,40710
01/01/1999,20.22,0.5731287834173898,0.08153037375092984,-0.9071725612504303,-0.8653979419715143,-0.7112876212432538,-0.7222072692104442,40710
02/01/1999,5.63,-0.9127191998775563,-0.25761578516774114,-1.1597755450240856,-0.8873874572374514,-0.9087449461177163,-0.8042189835305107,40710
03/01/1999,30.61,0.7481385829762297,0.16918955650640466,-0.688735073708518,-0.7027763732402161,-0.9968924406434089,-0.6901775858962678,40710
04/01/1999,38.64,0.0016360176123967345,-0.2081751458634491,-0.2569376744641745,-1.0878216687282285,-1.036220915938061,-0.40214465177431336,40710
05/01/1999,26.42,-0.5028605645801081,-0.24892932498641335,-0.4631660862532835,-1.193945923306938,-1.0636222896001264,-0.6137713146607202,40710
06/01/1999,6.94,-0.2094597067446188,-0.5229393116080556,-0.5061645022182759,-1.1743921921658314,-1.1850932261740525,-1.1012055243377201,40710
