40708
date spi1 spi2 spi3 spi4 spi5 spi6 spi7 spi8 spi9 spi10 spi11 spi12 spi18 spi24 spi36
12/01/2015 -0.03 -0.38 0.9 1.17 1.66 1.52 1.17 0.94 0.47 0.45 0.72 0.51 1.19 0.16 0.09
01/01/2016 0.32 -0.02 -0.4 1 1.29 1.8 1.61 1.22 0.96 0.52 0.5 0.77 1.23 0.41 0.15
02/01/2016 -0.08 0.04 -0.14 -0.49 0.88 1.18 1.63 1.45 1.05 0.85 0.41 0.39 1.17 0.39 0.16
03/01/2016 -0.15 -0.25 -0.11 -0.23 -0.51 0.63 0.91 1.32 1.19 0.87 0.71 0.28 1.07 0.53 0.32
04/01/2016 0.89 0.56 0.38 0.37 0.28 -0.07 1.02 1.27 1.66 1.52 1.19 1.01 0.41 0.99 0.65
05/01/2016 -0.98 0.14 -0.08 -0.23 -0.11 -0.22 -0.56 0.62 0.94 1.42 1.25 0.89 0.2 0.96 0.23
06/01/2016 0.15 -0.8 0.04 -0.14 -0.26 -0.16 -0.27 -0.57 0.47 0.76 1.18 1.04 0.23 0.92 0.07
07/01/2016 0 -0.09 -0.8 -0.06 -0.21 -0.33 -0.22 -0.33 -0.61 0.38 0.67 1.07 0.34 0.84 0.11
08/01/2016 -1.56 -0.66 -0.33 -0.96 -0.19 -0.32 -0.43 -0.32 -0.43 -0.71 0.28 0.56 0.04 0.82 -0.17
09/01/2016 0.3 -0.19 -0.55 -0.41 -0.9 -0.23 -0.36 -0.47 -0.36 -0.48 -0.75 0.24 0.02 0.78 -0.08
10/01/2016 0.58 0.47 0.26 0.09 -0.07 -0.67 -0.07 -0.24 -0.35 -0.25 -0.36 -0.67 0.57 -0.02 0.14
11/01/2016 -0.87 -0.27 -0.27 -0.47 -0.57 -0.62 -1 -0.53 -0.67 -0.77 -0.67 -0.79 0.25 -0.21 -0.11
12/01/2016 0.86 -0.08 0.09 0.04 -0.13 -0.21 -0.27 -0.67 -0.24 -0.38 -0.48 -0.4 0.68 0.04 -0.13
01/01/2017 -1.54 -0.12 -0.76 -0.45 -0.46 -0.66 -0.7 -0.72 -1.04 -0.62 -0.74 -0.83 0.5 -0.04 -0.14
02/01/2017 0.54 -0.42 0.18 -0.49 -0.28 -0.3 -0.45 -0.5 -0.5 -0.84 -0.44 -0.56 0.23 -0.16 -0.05
03/01/2017 -0.72 -0.23 -0.73 -0.26 -0.74 -0.56 -0.59 -0.72 -0.76 -0.76 -1.08 -0.66 -0.22 -0.33 -0.03
04/01/2017 -0.56 -1.18 -0.8 -1.12 -0.7 -1.14 -0.99 -0.97 -1.11 -1.13 -1.11 -1.41 -1.31 -0.2 0
05/01/2017 -0.31 -0.83 -1.26 -1.04 -1.29 -0.93 -1.43 -1.38 -1.37 -1.55 -1.53 -1.46 -1.33 -0.37 -0.03
06/01/2017 -0.69 -0.7 -1.08 -1.37 -1.17 -1.4 -1.09 -1.54 -1.49 -1.47 -1.64 -1.62 -1.35 -0.35 -0.16
07/01/2017 0.7 -0.22 -0.46 -0.9 -1.2 -1.03 -1.28 -0.97 -1.41 -1.36 -1.36 -1.51 -1.38 -0.24 -0.15
08/01/2017 -0.27 0.25 -0.37 -0.56 -0.98 -1.26 -1.08 -1.33 -1.03 -1.47 -1.41 -1.41 -1.32 -0.62 -0.13
09/01/2017 -1.18 -1.24 -0.57 -0.94 -0.83 -1.27 -1.54 -1.33 -1.59 -1.29 -1.7 -1.63 -1.42 -1.03 -0.26
10/01/2017 0.84 0.47 0.31 0.39 -0.08 -0.35 -0.87 -1.26 -1.04 -1.34 -1.01 -1.48 -1.62 -1.54 -0.77
11/01/2017 -0.8 0.02 -0.24 -0.39 -0.3 -0.61 -0.72 -1.14 -1.49 -1.34 -1.64 -1.35 -1.59 -1.36 -0.84
12/01/2017 -0.98 -1.21 -0.44 -0.71 -0.92 -0.77 -1.03 -1.1 -1.48 -1.8 -1.64 -1.92 -1.96 -1.52 -0.94
01/01/2018 0.43 -0.6 -1.01 -0.39 -0.64 -0.81 -0.65 -0.9 -0.95 -1.38 -1.7 -1.55 -1.86 -1.56 -0.85
02/01/2018 0.28 0.35 -0.29 -0.83 -0.35 -0.59 -0.7 -0.57 -0.76 -0.85 -1.22 -1.51 -1.6 -1.46 -0.99
03/01/2018 -0.86 -0.49 -0.23 -0.68 -1.08 -0.67 -0.89 -1 -0.87 -1.05 -1.14 -1.41 -1.79 -1.61 -1.16
04/01/2018 -0.24 -0.97 -0.81 -0.49 -0.91 -1.31 -0.94 -1.12 -1.23 -1.1 -1.26 -1.34 -2.03 -2.06 -1.04
05/01/2018 0.54 0.06 -0.5 -0.48 -0.26 -0.66 -1.15 -0.86 -1.07 -1.2 -1.04 -1.21 -1.63 -2.02 -1
06/01/2018 0.46 0.49 0.11 -0.34 -0.33 -0.18 -0.53 -0.97 -0.71 -0.9 -1.01 -0.89 -1.69 -1.99 -0.83
07/01/2018 0.12 0.24 0.37 0.04 -0.39 -0.38 -0.23 -0.56 -0.99 -0.74 -0.93 -1.03 -1.5 -1.96 -0.8
08/01/2018 -0.42 -0.38 0.04 0.24 -0.07 -0.47 -0.46 -0.3 -0.64 -1.06 -0.81 -0.99 -1.6 -1.91 -1.14
09/01/2018 0.43 0.03 -0.25 0 0.23 -0.07 -0.48 -0.45 -0.31 -0.66 -1.08 -0.81 -1.39 -1.91 -1.32
10/01/2018 0.01 0 -0.23 -0.4 -0.3 0 -0.31 -0.78 -0.72 -0.53 -0.9 -1.35 -1.33 -2.03 -1.93
11/01/2018 0.06 -0.19 -0.16 -0.32 -0.4 -0.32 -0.09 -0.34 -0.73 -0.71 -0.57 -0.91 -1.22 -1.44 -1.59
12/01/2018 1.48 0.76 0.55 0.53 0.44 0.36 0.37 0.47 0.26 -0.09 -0.08 0.01 -0.57 -1.22 -1.24
01/01/2019 0.67 1.93 0.94 0.75 0.72 0.64 0.54 0.52 0.6 0.42 0.07 0.07 -0.5 -0.94 -1.26
02/01/2019 1.14 1.11 1.91 1.24 1.12 1.08 0.99 0.88 0.81 0.86 0.69 0.37 -0.11 -0.76 -1
03/01/2019 0.87 1.18 1.14 1.75 1.31 1.24 1.22 1.15 1.06 1 1.05 0.87 0.3 -0.34 -0.75
04/01/2019 -0.3 0.26 0.73 0.77 1.43 1.11 1.05 1.01 0.93 0.85 0.81 0.88 -0.11 -0.27 -1.14
05/01/2019 -0.81 -0.97 -0.3 0.19 0.36 1.02 0.78 0.71 0.69 0.61 0.51 0.5 -0.06 -0.53 -1.26
06/01/2019 0.19 -0.66 -0.86 -0.3 0.1 0.27 0.83 0.64 0.56 0.55 0.47 0.4 0.12 -0.41 -1.28
07/01/2019 -1.42 -0.29 -0.83 -1.04 -0.46 -0.06 0.13 0.68 0.5 0.4 0.4 0.32 -0.05 -0.56 -1.32
08/01/2019 0.04 -0.88 -0.36 -0.87 -1.08 -0.5 -0.11 0.07 0.61 0.44 0.34 0.34 -0.08 -0.53 -1.3
09/01/2019 0.84 0.56 0.02 -0.04 -0.54 -0.84 -0.35 0.03 0.19 0.73 0.55 0.45 0.26 -0.3 -1.18
10/01/2019 1.11 1.18 1.14 0.95 0.77 0.18 -0.17 0.23 0.61 0.73 1.3 1.07 0.85 -0.14 -0.87
11/01/2019 -0.34 0.47 0.58 0.52 0.34 0.24 -0.15 -0.43 -0.11 0.22 0.36 0.86 0.42 -0.02 -0.66
12/01/2019 -1.51 -0.98 -0.05 0.11 0.02 -0.17 -0.22 -0.57 -0.82 -0.48 -0.14 0.02 0.14 -0.03 -1.01
01/01/2020 0.37 -0.9 -0.88 -0.01 0.16 0.08 -0.1 -0.16 -0.48 -0.77 -0.42 -0.08 0.24 -0.05 -0.86
02/01/2020 0.29 0.32 -0.46 -0.73 0.01 0.17 0.1 -0.06 -0.11 -0.42 -0.66 -0.36 0.32 -0.04 -0.89
03/01/2020 -1.14 -0.64 -0.36 -0.93 -1.08 -0.44 -0.28 -0.35 -0.48 -0.49 -0.78 -0.96 0.03 -0.05 -0.92
04/01/2020 0.73 -0.08 -0.04 0.06 -0.4 -0.67 -0.11 0.04 -0.02 -0.16 -0.2 -0.5 0.33 0.26 -0.62
05/01/2020 -0.02 0.48 -0.19 -0.18 -0.04 -0.5 -0.83 -0.28 -0.12 -0.19 -0.33 -0.36 0.38 0.04 -0.67
06/01/2020 -0.17 -0.28 0.22 -0.33 -0.32 -0.18 -0.61 -0.89 -0.41 -0.26 -0.33 -0.45 -0.19 -0.09 -0.62
07/01/2020 0.23 -0.26 -0.28 0.16 -0.35 -0.34 -0.22 -0.62 -0.89 -0.44 -0.29 -0.36 -0.35 -0.08 -0.67
08/01/2020 0.93 0.52 0.05 -0.11 0.26 -0.24 -0.23 -0.12 -0.51 -0.79 -0.34 -0.2 -0.52 0.05 -0.57
09/01/2020 -0.08 0.29 0.06 -0.23 -0.25 0.13 -0.36 -0.34 -0.23 -0.65 -0.91 -0.44 -0.87 -0.04 -0.51
10/01/2020 0.36 0.12 0.25 0.14 -0.17 -0.26 0.15 -0.41 -0.37 -0.25 -0.68 -0.98 -0.71 0.08 -0.63
11/01/2020 1.29 1.14 0.96 1.07 1.01 0.79 0.62 0.88 0.47 0.48 0.51 0.16 0.17 0.59 0.06
12/01/2020 1.4 1.53 1.54 1.41 1.58 1.49 1.25 1.06 1.3 0.92 0.93 0.94 0.66 0.6 0.44
01/01/2021 -0.77 1 1.46 1.46 1.29 1.44 1.32 1.06 0.86 1.15 0.75 0.75 0.62 0.39 0.3
02/01/2021 0.24 -0.37 0.75 1.38 1.45 1.29 1.38 1.26 0.99 0.83 1.07 0.71 0.63 0.2 0.3
03/01/2021 -0.88 -0.53 -0.77 0.12 0.87 0.92 0.8 0.89 0.82 0.62 0.52 0.72 0.3 -0.17 0.32
04/01/2021 -2.02 -2.34 -1.86 -1.77 -0.8 0.21 0.24 0.13 0.22 0.18 0.02 -0.04 -0.59 -0.45 0.11
05/01/2021 -1.01 -2.34 -2.63 -2.42 -2.25 -1.34 -0.27 -0.28 -0.39 -0.3 -0.32 -0.45 -0.74 -0.66 -0.26
06/01/2021 -1.19 -1.42 -2.52 -2.64 -2.43 -2.33 -1.51 -0.51 -0.55 -0.64 -0.56 -0.57 -0.61 -0.85 -0.44
07/01/2021 0.98 -0.1 -0.82 -1.94 -2.17 -2.05 -2.03 -1.27 -0.36 -0.39 -0.48 -0.4 -0.58 -0.63 -0.32
08/01/2021 -0.34 0.53 -0.27 -0.93 -2 -2.22 -2.08 -2.08 -1.33 -0.43 -0.46 -0.55 -0.62 -0.64 -0.32
09/01/2021 -1.02 -1.23 -0.23 -0.81 -1.19 -2.32 -2.52 -2.35 -2.36 -1.6 -0.63 -0.65 -0.47 -0.9 -0.42
10/01/2021 -0.21 -0.65 -0.95 -0.6 -1.21 -1.69 -2.99 -3.29 -3.01 -2.97 -2.06 -0.95 -0.96 -1.4 -0.43
11/01/2021 -0.43 -0.74 -0.99 -1.19 -0.88 -1.25 -1.56 -2.58 -2.97 -2.85 -2.93 -2.16 -1.14 -1.17 -0.46
12/01/2021 0.55 -0.09 -0.46 -0.72 -0.93 -0.67 -0.99 -1.35 -2.22 -2.58 -2.51 -2.61 -0.99 -0.86 -0.73
01/01/2022 1.93 2.02 0.75 0.44 0.19 0.08 0.24 -0.09 -0.48 -1.29 -1.65 -1.62 -0.37 -0.49 -0.51
02/01/2022 0.4 1.49 1.57 0.76 0.49 0.25 0.15 0.3 -0.01 -0.38 -1.09 -1.43 -0.36 -0.45 -0.64
03/01/2022 -0.14 0.04 0.92 1.04 0.53 0.3 0.1 0.01 0.15 -0.12 -0.47 -1.07 -0.33 -0.24 -0.85
04/01/2022 0.92 0.6 0.62 1.23 1.4 0.9 0.72 0.51 0.43 0.55 0.26 -0.1 -0.03 -0.16 -0.53
05/01/2022 -0.04 0.65 0.38 0.43 1.09 1.24 0.79 0.62 0.4 0.31 0.44 0.13 -0.76 -0.29 -0.48
06/01/2022 -0.54 -0.43 0.27 0.08 0.13 0.77 0.89 0.51 0.33 0.14 0.05 0.18 -1.32 -0.35 -0.58
07/01/2022 -0.91 -1.05 -0.6 0.1 -0.07 -0.02 0.64 0.74 0.38 0.18 0 -0.08 -1.3 -0.42 -0.56
08/01/2022 -1.56 -1.72 -1.29 -0.76 -0.04 -0.18 -0.13 0.53 0.63 0.29 0.08 -0.09 -1.33 -0.56 -0.6
09/01/2022 -0.75 -1.42 -2.29 -1.86 -0.99 -0.27 -0.39 -0.33 0.38 0.48 0.13 -0.09 -1.23 -0.62 -0.77
10/01/2022 0.48 0.11 -0.15 -0.5 -0.95 -0.87 -0.2 -0.36 -0.28 0.51 0.62 0.23 -0.65 -0.54 -0.94
11/01/2022 -1 -0.43 -0.65 -0.88 -1.1 -1.36 -1.19 -0.67 -0.8 -0.74 -0.01 0.08 -0.71 -1.23 -0.91
12/01/2022 -1.85 -1.71 -1.06 -1.32 -1.64 -1.8 -1.98 -1.72 -1.1 -1.21 -1.14 -0.38 -0.88 -1.89 -0.94
01/01/2023 0.15 -1.27 -1.51 -1.13 -1.36 -1.63 -1.73 -1.88 -1.62 -1.12 -1.22 -1.15 -1.03 -1.82 -1.05
02/01/2023 -1.44 -0.77 -1.73 -2.03 -1.7 -1.91 -2.09 -2.16 -2.18 -1.93 -1.39 -1.48 -1.18 -2.06 -1.23
03/01/2023 0.54 -0.23 -0.17 -0.76 -1.22 -1.09 -1.29 -1.44 -1.54 -1.65 -1.57 -1.07 -0.82 -1.68 -0.91
04/01/2023 -1.77 -0.81 -1.43 -1.07 -1.69 -2.08 -1.98 -2.12 -2.28 -2.36 -2.42 -2.27 -1.12 -1.65 -1.49
05/01/2023 2.22 0.94 1 0.53 0.46 0.01 -0.56 -0.52 -0.71 -0.87 -0.97 -1.12 0.02 -0.76 -0.89
06/01/2023 0.26 1.72 0.76 0.81 0.41 0.37 -0.03 -0.53 -0.5 -0.67 -0.8 -0.9 -0.1 -0.59 -0.84
07/01/2023 0.22 0.09 1.51 0.68 0.74 0.36 0.33 -0.06 -0.55 -0.52 -0.69 -0.82 -0.67 -0.72 -0.83
08/01/2023 -0.52 -0.31 -0.11 1.35 0.56 0.63 0.26 0.24 -0.15 -0.63 -0.6 -0.76 -0.75 -0.72 -0.95
09/01/2023 0.68 0.29 0.06 0.03 1.34 0.63 0.7 0.33 0.3 -0.09 -0.57 -0.52 -0.61 -0.53 -0.82
10/01/2023 -0.48 -0.23 -0.5 -0.64 -0.66 1.09 0.27 0.42 -0.03 -0.02 -0.47 -0.99 -1.32 -0.56 -0.95
11/01/2023 -1.46 -1.57 -1.12 -1.35 -1.37 -1.27 0.3 -0.37 -0.22 -0.6 -0.56 -0.99 -1.69 -0.59 -1.52
12/01/2023 0.16 -0.8 -1.31 -1.08 -1.35 -1.33 -1.23 0.25 -0.4 -0.25 -0.62 -0.58 -1.65 -0.68 -1.86
01/01/2024 1.55 1.33 0 -0.48 -0.34 -0.51 -0.51 -0.51 0.7 0.11 0.24 -0.11 -1.08 -0.83 -1.57
02/01/2024 -0.73 0.68 0.57 -0.34 -0.83 -0.67 -0.8 -0.79 -0.72 0.46 -0.11 0.02 -1.12 -1.01 -1.68
03/01/2024 -0.79 -1.1 0.04 0.01 -0.63 -1.07 -0.94 -1.06 -1.05 -0.99 0.17 -0.37 -1.17 -1.14 -1.65
04/01/2024 0.56 -0.11 -0.51 0.26 0.24 -0.4 -0.82 -0.68 -0.8 -0.8 -0.77 0.33 -1.04 -1.29 -1.23
