station_id,station_name,region_id,region_name,lat,lon,station_elevation,data,tmax_m,tmax_max,tmax_min,tmin_m,tmin_min,tmin_max,ntmin_0,rrr24,sshn,tm_m,t_03_m,t_09_m,t_15_m
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,1/1/1990 12:00:00 AM,-2.29032,5.8,-11.6,-16.928,-29,-4,25,50,64.9,-9.784,-12.2667,-5.02667,-7.13333
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,2/1/1990 12:00:00 AM,0.446429,8.4,-9.2,-9.9,-22.4,1,20,31.3,,-4.8619,-6.78571,-1,-2.56429
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,3/1/1990 12:00:00 AM,8.89032,16.2,-6,-3.64828,-13,3,24,47.12,196.9,2.56552,-2.26452,6.04667,4.96129
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,1/1/1990 12:00:00 AM,-1.67419,4.2,-7,-16.256,-27.6,-1,25,42.9,121,-9.06,-11.729,-3.12903,-7.14839
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,2/1/1990 12:00:00 AM,0.00357142,5.6,-4.4,-10.2261,-24.6,0,23,30.7,110.3,-5.0087,-7.99286,-1.46429,-3.21429
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,3/1/1990 12:00:00 AM,6.1871,11.4,-7.4,-4.79,-20.6,2.8,25,48.7,187.6,0.66,-3.53548,4.06452,2.46452
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,1/1/1990 12:00:00 AM,6.20645,12.6,-3.2,-2.88276,-15,3.6,22,29.9,123.6,1.64483,-0.451613,4.43226,1.74667
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,2/1/1990 12:00:00 AM,10.125,21,3.4,0.696429,-4,5,11,11.9,128,5.41786,1.89286,8.3,6.68571
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,3/1/1990 12:00:00 AM,14.7194,22.6,4.8,2.78276,-5.6,8.6,7,9.82,179.4,8.66207,4.45161,12.0258,11.5161
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,1/1/1990 12:00:00 AM,1.97419,8,-3.6,-5.14074,-13,1.8,24,44.52,,-1.57407,-3.85806,0.234483,-1.24
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,2/1/1990 12:00:00 AM,3.62143,10.8,-2,-2.85833,-9.4,4,20,34.01,,0.183333,-1.90714,2.05,1.10714
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,3/1/1990 12:00:00 AM,11.1032,18,-1,-0.285714,-8.2,5.4,14,63.7,98,5.375,1.12903,8.42581,7.53548
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,1/1/1990 12:00:00 AM,-3.18667,2,-10.5,-12.976,-20.6,-1.5,25,26.73,137.2,-8.2,-9.74194,-5.46452,-6.83871
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,2/1/1990 12:00:00 AM,0.428571,6.5,-5.5,-9.06364,-18.6,2,20,9.09,153.5,-4.22727,-6.36429,-2,-2.75
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,3/1/1990 12:00:00 AM,9.01935,14.2,-0.4,-1.13929,-10.4,4.6,16,10.71,221.7,4.11786,-0.126667,6.26452,6.49032
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,1/1/1990 12:00:00 AM,0.954839,5,-4.2,-8.27143,-12.6,-1,28,38.85,150.6,-3.65,-6.73871,-0.541936,-2.4871
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,2/1/1990 12:00:00 AM,3.12857,11.4,-1.2,-4.38333,-10.8,2,22,21.22,111.4,-0.425,-3.725,1.77857,1.04286
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,3/1/1990 12:00:00 AM,9.47742,14.6,-1.4,-0.986667,-7.8,4.6,18,26.66,203.9,4.23667,-0.0193548,7.56774,7.16129
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,1/1/1990 12:00:00 AM,-0.14,5.2,-7,-8.52692,-18,0,26,35.49,26.4,-4.52,-6.22581,-1.57419,-3.75484
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,2/1/1990 12:00:00 AM,2.66071,10.7,-3,-5.692,-18.2,4.6,21,10.65,,-1.38,-4.42857,0.357143,-0.892857
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,3/1/1990 12:00:00 AM,8.70968,15.8,-5,-1.36154,-12.4,4.2,16,34.4,195.7,3.81538,-0.380645,6.42,6.04194
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,1/1/1990 12:00:00 AM,-1.98387,3.7,-9,-15.4034,-26.6,-1.4,29,18.13,144.5,-8.73103,-11.8194,-4.79355,-7.66452
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,2/1/1990 12:00:00 AM,0.875,8,-6.2,-10.1,-18.2,1.4,23,6.81,149.4,-4.57083,-7.05,-1.56429,-3.3
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,3/1/1990 12:00:00 AM,8.11936,14,-4,-4.08,-13,2.4,25,19.02,206.3,2.04667,-2.97419,5.16129,4.29677
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,1/1/1990 12:00:00 AM,-1.74194,7.6,-7.2,-10.228,-18.6,0.6,23,51.43,109.4,-6.124,-8.41935,-3.96129,-5.4
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,2/1/1990 12:00:00 AM,3.19643,11,-2.6,-5.47143,-14.7,0.6,20,40.62,119.3,-1.08095,-4.10714,0.635714,0.15
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,3/1/1990 12:00:00 AM,12.5968,18.7,2.2,-0.546429,-8,4.6,15,40.41,198.7,5.975,0.574194,8.83871,9.16774
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,1/1/1990 12:00:00 AM,0.63871,4.6,-4,-5.95,-11.4,1,24,29.52,128.2,-2.68571,-5.41935,-0.76129,-2.09032
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,2/1/1990 12:00:00 AM,2.94286,9,-2,-4.13333,-11,1,21,29.02,104.5,-0.6375,-3.03571,1.21429,0.2
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,3/1/1990 12:00:00 AM,9.85806,16.4,-1.6,0.289655,-8.4,5.2,11,36.4,198.5,5.15517,0.890323,7.78667,7.00645
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,1/1/1990 12:00:00 AM,0.941935,4.8,-4.4,-7.4963,-13,0.8,25,18.35,143.3,-3.38148,-6.13548,-0.948387,-2.37097
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,2/1/1990 12:00:00 AM,4.25357,11.8,-0.8,-4.25833,-9.8,3.4,21,5.04,122.7,0.0375,-3.12143,2.03571,1.35714
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,3/1/1990 12:00:00 AM,9.82581,16,-1,-0.5,-8.6,6,17,36.38,195,4.71,0.322581,6.83226,7.13548
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,4/1/1990 12:00:00 AM,14.4133,27,0,0.824138,-9.6,16.2,15,51.61,155.2,7.64483,1.84,12.1267,9.54667
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,5/1/1990 12:00:00 AM,19.3774,28.4,7.6,3.86207,-4,10.4,4,8.7,82.6,11.7621,5.90323,17.4194,14.1548
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,6/1/1990 12:00:00 AM,24.55,34.2,18.2,8.99667,3.6,13.8,0,4.2,332,16.78,11.2933,23.42,19.1067
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,4/1/1990 12:00:00 AM,12.2967,22.6,3,-0.203333,-10.2,7,16,102.61,183.1,6.05333,0.966667,9.35333,9.25333
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,5/1/1990 12:00:00 AM,18.8323,24.6,10.2,3.98,-2.2,9.2,4,46.8,312.3,11.3633,6.54839,16.6968,15.6903
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,6/1/1990 12:00:00 AM,25.11,30,16.4,7.98667,3.4,16.4,0,0.4,353.6,16.5467,11.1133,22.9133,22.06
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,4/1/1990 12:00:00 AM,18.0133,26,6.6,7.71034,1,15,0,94.42,155.2,12.7793,8.86667,15.6667,15.42
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,5/1/1990 12:00:00 AM,23.8774,32.8,14.8,11.9645,7.4,16.2,0,39.53,219,17.9226,13.6968,21.4839,21.271
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,6/1/1990 12:00:00 AM,31.78,37.2,26.2,17.9433,14,21.6,0,29.6,307.8,24.8633,20.0133,28.84,28.8067
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,4/1/1990 12:00:00 AM,16.7333,26.8,7.2,4.86667,-1,16.6,1,91.41,72.5,10.8,6.07333,13.9267,13.6
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,5/1/1990 12:00:00 AM,23.329,29.6,17.2,8.30667,1.6,14.4,0,11.4,109.2,15.76,10.5548,20.6452,20.7484
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,6/1/1990 12:00:00 AM,30.1667,34.2,25.2,13.3667,9,21.4,0,0,378.4,21.7667,16.18,27.76,28.0267
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,4/1/1990 12:00:00 AM,13.2966,23,2,4.42759,-2,14,4,39.36,131.6,9.00357,5.74,11.1133,10.4267
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,5/1/1990 12:00:00 AM,19.7742,28.2,13,8.38333,3.4,14,0,25.63,167.3,14.0767,9.96129,17.3333,17.7097
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,6/1/1990 12:00:00 AM,26.1033,31.6,17.5,13.1767,9.6,16,0,17.53,307.9,19.6433,15.0667,22.9867,24
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,4/1/1990 12:00:00 AM,15.24,24.2,3.2,4.02,-2.2,12.8,4,56.82,223.1,9.63333,5.04667,13.18,13.1467
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,5/1/1990 12:00:00 AM,21.8194,28.6,16,7.76,-1.6,14,2,12.33,327,14.86,9.52258,19.6581,20.0258
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,6/1/1990 12:00:00 AM,28.34,32.8,24.2,12.0567,7.4,18,0,0.5,383.9,20.2,14.04,26.1333,26.74
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,4/1/1990 12:00:00 AM,14.0833,26,0,3.22143,-11,14.6,3,60.49,99.3,8.75,4.37333,11.7,11.3667
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,5/1/1990 12:00:00 AM,19.8,27,11.5,7.25484,1,11,0,27.14,,13.5387,9.03871,17.7613,17.1806
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,6/1/1990 12:00:00 AM,27.9167,34.2,21.5,12.5,9,16,0,4.33,,20.21,14.3133,25.2333,24.8267
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,4/1/1990 12:00:00 AM,13.78,24.6,4.2,0.223333,-9,13.6,15,26.8,189.1,7.00333,1.4,10.4667,10.22
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,5/1/1990 12:00:00 AM,20.6387,27,13.4,4.30968,-2,9.2,5,32.82,301.1,12.4742,6.74194,18.1677,16.4516
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,6/1/1990 12:00:00 AM,27.06,31,21.6,8.16,5,11,0,2.22,272.1,17.61,11.54,24.6667,23.7533
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,4/1/1990 12:00:00 AM,18.1967,29.4,3.4,4.91724,-2.8,14,3,69.3,206.3,11.7414,5.64667,14.38,15.0667
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,5/1/1990 12:00:00 AM,25.2903,31.4,17.6,9.5,4.3,13,0,14.61,321.4,17.3968,11.3935,22.1871,22.3484
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,6/1/1990 12:00:00 AM,33.3967,37.3,28.6,15.8133,13.4,19.4,0,3.2,368.6,24.6033,17.9133,30.02,30.96
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,4/1/1990 12:00:00 AM,15.16,25,5.6,4.93103,-1,14.8,2,66.6,216.4,10.0828,5.48,12.2621,12.94
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,5/1/1990 12:00:00 AM,22.9032,31,14.4,10.2067,2.8,17.2,0,12.2,314.9,16.4867,11.1677,20.3097,20.5419
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,6/1/1990 12:00:00 AM,29.96,33.2,25,15.7667,12,20.2,0,0,357.5,22.8633,16.74,26.7933,27.76
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,4/1/1990 12:00:00 AM,15.2767,25,6.2,5.62759,-1,14.6,2,45.38,222.1,10.6103,5.95667,12.5533,12.96
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,5/1/1990 12:00:00 AM,23.1387,31.4,15.2,10.4345,2.4,17,0,6.63,301.8,16.7862,11.7677,20.329,20.7097
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,6/1/1990 12:00:00 AM,30.27,35,25.8,16.4483,13.8,20.2,0,0,370.3,23.3034,17.6,27.4033,28.1567
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,7/1/1990 12:00:00 AM,23.729,30.8,16.4,11.0484,5.8,15.5,0,0.44,293.4,17.3935,13.2323,22.5484,19.9677
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,8/1/1990 12:00:00 AM,21.1613,26.2,16.6,10.7931,7.4,14.2,0,1.21,221.1,15.9828,12.1935,20.1871,17.3097
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,9/1/1990 12:00:00 AM,23.48,33,15.5,8.27667,2.4,13.5,0,0.8,235.4,15.8833,9.18,21.9,16.92
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,7/1/1990 12:00:00 AM,25.8161,34.2,14.8,13.1452,4,20,0,0,326.9,19.4806,15.0452,23.871,21.4806
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,8/1/1990 12:00:00 AM,24.6065,32.8,17,12.1677,7,17.4,0,0,340.8,18.3968,13.3032,22.6903,20.0129
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,9/1/1990 12:00:00 AM,25.3033,29.6,18,6.50333,1.2,14.2,0,0,322.6,15.9067,7.37333,23.6333,19.1733
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,7/1/1990 12:00:00 AM,33.8903,37.2,25.4,20.3806,14,26.5,0,2.03,200.3,27.1419,22.271,31.6968,31.2645
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,8/1/1990 12:00:00 AM,31.6484,35,25.6,20.2581,16.2,24,0,0.61,,25.9548,21.3419,29.44,28.9677
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,9/1/1990 12:00:00 AM,29.8767,33.2,24.5,17.31,14,21,0,0,227.4,23.5933,18.22,27.2667,26.6333
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,7/1/1990 12:00:00 AM,32.9871,39.4,26.8,17.2387,12.4,21.8,0,0.1,363.4,25.1129,18.6903,29.9419,30.9548
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,8/1/1990 12:00:00 AM,32.1032,37.4,26.2,14.8839,12.2,17,0,0,350.7,23.4935,15.8,28.4839,29.8581
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,9/1/1990 12:00:00 AM,30.4733,33,27,11.2667,6.8,16,0,0,197.1,20.87,12.2733,27.4133,27.16
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,7/1/1990 12:00:00 AM,30.3161,35,24,18.1194,13.6,21.5,0,0.01,28.4,24.2226,19.0452,26.9677,29.1871
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,8/1/1990 12:00:00 AM,28.3968,31.2,25.2,16.4065,14,19,0,1.02,,22.4097,16.9097,25.0065,27.1484
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,9/1/1990 12:00:00 AM,26.52,30.5,21.8,12.8533,9.5,19.5,0,6.6,97.1,19.69,13.7733,23.8733,24.1333
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,7/1/1990 12:00:00 AM,31.2968,36.4,25,16.3032,12.6,19.8,0,4.11,367.1,23.8032,18.071,28.3419,30.0194
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,8/1/1990 12:00:00 AM,29.4903,32.6,25.4,14.4581,10.8,19.4,0,0,361.1,21.9774,15.3355,26.7935,28.5097
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,9/1/1990 12:00:00 AM,27.7633,32,25.2,9.9069,6.6,14.8,0,0,327.9,18.8793,10.77,25.9933,25.3933
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,7/1/1990 12:00:00 AM,27.9452,33,18,15.1032,9,20.4,0,0.04,,21.5387,16.4452,25.4903,25.8452
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,8/1/1990 12:00:00 AM,25.7645,30,16,14.76,11.6,19,0,0.01,,20.3033,15.7355,23.6067,23.5935
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,9/1/1990 12:00:00 AM,26.8233,32.5,18.2,11.2967,6,18,0,0,,19.0633,12.4267,23.92,23.42
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,7/1/1990 12:00:00 AM,29.0839,34.6,20,12.1452,5.4,18.4,0,0.04,298.6,20.6161,14.4258,26.6516,24.1613
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,8/1/1990 12:00:00 AM,27.9452,34,19.2,10.4194,5.4,14.2,0,0,,19.1839,11.6065,25.0387,21.9935
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,9/1/1990 12:00:00 AM,27.54,30,22,6.45,2.6,13,0,0,260.6,16.9933,7.63667,24.62,22.2067
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,7/1/1990 12:00:00 AM,35.3161,41.5,27.6,19.6867,12.6,26,0,0,355.5,27.4933,20.9871,31.6452,32.3742
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,8/1/1990 12:00:00 AM,34.0258,40.6,27.6,17.8935,14.2,22.4,0,0,361.1,25.9645,18.5355,29.7097,30.7161
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,9/1/1990 12:00:00 AM,32.7233,36.4,28.4,14.41,10.6,18.6,0,0,325.7,23.5667,15.1933,28.1667,29.18
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,7/1/1990 12:00:00 AM,33.8194,38.6,26.4,20.6387,15.4,25.8,0,0.2,71.3,27.229,21.3032,30.1097,31.2968
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,8/1/1990 12:00:00 AM,32.0194,36.2,27.4,18.3871,15.4,22,0,0,,25.2032,18.6,28.5742,29.9097
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,9/1/1990 12:00:00 AM,29.6133,31.4,26.8,14.62,11.4,19,0,0,,22.1167,14.94,26.76,26.52
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,7/1/1990 12:00:00 AM,33.3032,38.2,26,20.7097,15.4,25.4,0,1.41,347.6,27.0065,21.2935,30.2742,31.1097
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,8/1/1990 12:00:00 AM,32.0967,36,24.8,18.5129,15,21.2,0,0,343.6,25.3067,18.6645,28.2097,30.0065
40706,Tabriz,OITT,Azarbayjan-e-Sharghi,38.122,46.234,1361,9/1/1990 12:00:00 AM,30.1267,32.2,28.4,15.0067,11.8,18.8,0,0,324.8,22.5633,15.43,27.02,26.9633
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,10/1/1990 12:00:00 AM,17.3483,24.6,5.8,3.89,-1,9,2,33.51,182.3,10.4964,4.70968,15.2129,11.1742
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,11/1/1990 12:00:00 AM,15.7567,22.6,5,-0.1,-6.4,7,15,4.02,179.5,7.86786,1.51333,13.2,8.92667
40708,Ardebil,OITL,Ardebil,38.219,48.329,1335.2,12/1/1990 12:00:00 AM,4.37097,17.4,-8.4,-6.79615,-24,8,23,35.6,100.7,-1.16538,-4.89677,1.8,-0.0733333
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,10/1/1990 12:00:00 AM,15.9677,22.2,6.4,1.89032,-3.6,9.6,15,15.2,185.2,8.92903,2.72258,14.4581,10.4194
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,11/1/1990 12:00:00 AM,12.9533,19,5.5,-1.54,-6.4,7.6,22,58.8,,5.70667,-0.526667,11.8533,6.71333
40717,Khalkhal,OITL,Ardebil,37.609,48.538,1797.4,12/1/1990 12:00:00 AM,5.07742,14.8,-7.6,-6.36333,-21.6,7,27,37.1,,-0.603333,-4.79032,3.64516,-0.232258
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,10/1/1990 12:00:00 AM,20.7871,27.6,12.6,10.5241,5,15,0,46.3,139.6,15.7448,11.5097,18.2516,16.8516
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,11/1/1990 12:00:00 AM,16.83,27.4,10,6.725,1,12,0,9.52,84.1,11.925,8.32667,15.1067,12.0207
40700,Parsabad,OITL,Ardebil,39.608,47.877,72.6,12/1/1990 12:00:00 AM,8.79355,24.6,-0.6,1.89667,-7,9.6,11,15.53,86.8,5.42333,3.09677,7.69032,5.45806
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,10/1/1990 12:00:00 AM,21.3419,27.2,13.4,7.36774,1.4,13,0,19.61,100.7,14.3548,8.25161,18.7677,17.1226
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,11/1/1990 12:00:00 AM,17.12,25.4,9.4,3.06,-3.2,12.6,12,20.3,190.7,10.09,3.95333,14.6333,11.6733
40726,Mahabad,OITR,Azarbayjan-e-Gharbi,36.753,45.715,1351.8,12/1/1990 12:00:00 AM,7.7871,17.6,-6.4,-2.93333,-17.8,8.2,18,27.62,119.7,2.44815,-0.825806,5.78065,3.57419
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,10/1/1990 12:00:00 AM,17.3226,22.8,10,6.08387,-0.6,10.5,2,11.63,181,11.7194,7.65161,15.5032,13.7806
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,11/1/1990 12:00:00 AM,13.05,20.8,5.8,2.28966,-3.8,10.4,12,6.35,176.8,7.74828,3.48667,11.14,8.22
40701,Maku,OITR,Azarbayjan-e-Gharbi,39.379,44.392,1411.2,12/1/1990 12:00:00 AM,3.86129,13.4,-9,-4.5069,-17.6,5,22,24.93,117.2,-0.534483,-2.34194,2.10968,0.16129
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,10/1/1990 12:00:00 AM,19.4667,24.2,10.2,5.94667,1,9.6,0,14.07,234.3,12.7483,6.69032,17.971,15.4387
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,11/1/1990 12:00:00 AM,14.8867,20,8.6,1.71333,-4,11.8,14,4.02,208.3,8.3,2.90333,13.6467,9.24667
40712,Orumiyeh,OITR,Azarbayjan-e-Gharbi,37.658,45.056,1328,12/1/1990 12:00:00 AM,6.81936,16.6,-3.4,-3.64,-14,4,24,47.73,136.2,1.76,-2.12581,5.3,1.94516
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,10/1/1990 12:00:00 AM,18.7933,26.2,6,6.54516,-1,11,2,27.9,,12.6433,7.72903,16.529,14.529
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,11/1/1990 12:00:00 AM,16.0033,22.5,7,3.77,-4,11.6,8,3.02,114.6,9.89,5.46,14.06,10.9
40704,Ahar,OITT,Azarbayjan-e-Sharghi,38.433,47.067,1391,12/1/1990 12:00:00 AM,5.96452,17,-5,-3.22857,-18,9,17,22.85,139.3,1.38214,-1.18065,4.77419,2.29032
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,10/1/1990 12:00:00 AM,18.1032,23.8,9.6,1.28065,-4.8,9.2,10,8.41,,9.69032,2.14839,15.7806,12.6323
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,11/1/1990 12:00:00 AM,14.22,20.2,5.4,-3.14138,-11.2,9,23,0.91,51.3,5.5069,-1.63333,12.33,8.38
40710,Sarab,OITT,Azarbayjan-e-Sharghi,37.935,47.508,1682,12/1/1990 12:00:00 AM,4.96129,15,-6,-8.77931,-20.4,6.4,27,7.47,136.6,-1.99655,-6.57419,2.90968,0.374194
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,10/1/1990 12:00:00 AM,22.3258,28.4,14.8,7.45484,2,14,0,17.9,235.6,14.9,8.19355,19.1742,17.6581
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,11/1/1990 12:00:00 AM,17.6567,24.8,12,2.13448,-3,11.2,12,13,211.1,9.83103,3.59333,14.0067,12.5933
40716,Mianeh,OITT,Azarbayjan-e-Sharghi,37.421,47.732,1110,12/1/1990 12:00:00 AM,6.83871,20.4,-9.3,-4.06667,-20.6,5,20,39.01,146.8,1.40333,-2.94194,4.07742,2.5871
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,10/1/1990 12:00:00 AM,19.6774,25.6,12,8.42581,2.8,13.2,0,20.3,,14.0516,8.76129,17.8,15.5871
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,11/1/1990 12:00:00 AM,15.62,21.6,8.6,4.56667,-2.2,12.2,2,1.1,162.8,10.0933,4.93333,13.96,10.62
40713,Maragheh-synoptic,OITT,Azarbayjan-e-Sharghi,37.348,46.146,1344,12/1/1990 12:00:00 AM,6.79333,16.8,-6.2,-0.582143,-13.2,8.4,10,21.21,128.7,3.85185,-0.412903,5.17419,2.85161
