date,spi_deseason
1991-01-01,0.1094803661108017
1991-02-01,0.30381035804748535
1991-03-01,1.3279423713684082
1991-04-01,-0.3055596649646759
1991-05-01,1.1348787546157837
1991-06-01,-0.18710368871688843
1991-07-01,1.4993973970413208
1991-08-01,-0.35065916180610657
1991-09-01,-0.8229765892028809
1991-10-01,-0.41819918155670166
1991-11-01,1.0132129192352295
1991-12-01,-0.21763387322425842
1992-01-01,-1.0100646018981934
1992-02-01,-0.08597958832979202
1992-03-01,-1.4056202173233032
1992-04-01,0.2685730755329132
1992-05-01,0.006593960337340832
1992-06-01,0.5051618218421936
1992-07-01,1.4905641078948975
1992-08-01,1.0530908107757568
1992-09-01,0.2143528163433075
1992-10-01,0.07140947878360748
1992-11-01,0.8681712746620178
1992-12-01,1.5645699501037598
1993-01-01,0.09514328092336655
1993-02-01,0.10351873934268951
1993-03-01,-1.1056469678878784
1993-04-01,-0.30500951409339905
1993-05-01,-0.25643718242645264
1993-06-01,0.6581960320472717
1993-07-01,-1.0201740264892578
1993-08-01,0.2675071656703949
1993-09-01,-1.5959510803222656
1993-10-01,-0.990602970123291
1993-11-01,1.4300501346588135
1993-12-01,-1.4004324674606323
1994-01-01,-0.12123492360115051
1994-02-01,0.24770104885101318
1994-03-01,-0.5565019249916077
1994-04-01,0.6003232598304749
1994-05-01,0.3380211889743805
1994-06-01,0.9939741492271423
1994-07-01,-1.0201740264892578
1994-08-01,-0.35578709840774536
1994-09-01,-1.758399248123169
1994-10-01,-0.3224157989025116
1994-11-01,1.1513988971710205
1994-12-01,1.5422946214675903
1995-01-01,0.4486050605773926
1995-02-01,-0.8100138306617737
1995-03-01,0.39892956614494324
1995-04-01,-0.7935037016868591
1995-05-01,-0.7323726415634155
1995-06-01,0.4969293177127838
1995-07-01,-1.0280840396881104
1995-08-01,-0.6043761968612671
1995-09-01,3.26513409614563
1995-10-01,-0.7300440669059753
1995-11-01,-0.2928672134876251
1995-12-01,-0.48769649863243103
1996-01-01,-0.5312069058418274
1996-02-01,-0.19690582156181335
1996-03-01,0.34425389766693115
1996-04-01,-0.26919591426849365
1996-05-01,-0.45719316601753235
1996-06-01,-0.466521292924881
1996-07-01,0.01778978295624256
1996-08-01,-0.4121774435043335
1996-09-01,-1.2002354860305786
1996-10-01,0.04442247748374939
1996-11-01,-1.034761667251587
1996-12-01,-0.1030467301607132
1997-01-01,-0.1670006513595581
1997-02-01,0.7361865639686584
1997-03-01,0.27273374795913696
1997-04-01,-1.2520259618759155
1997-05-01,-0.07574022561311722
1997-06-01,1.2139480113983154
1997-07-01,0.8784051537513733
1997-08-01,-0.9153736233711243
1997-09-01,1.6564104557037354
1997-10-01,-1.4987411499023438
1997-11-01,-1.411356806755066
1997-12-01,-0.02184007689356804
1998-01-01,-0.37968865036964417
1998-02-01,0.7361865639686584
1998-03-01,0.2923373878002167
1998-04-01,-0.4091721177101135
1998-05-01,-0.46299856901168823
1998-06-01,-0.9043263792991638
1998-07-01,-0.3953840732574463
1998-08-01,1.7894107103347778
1998-09-01,-0.15358313918113708
1998-10-01,-0.328823059797287
1998-11-01,-0.9149824380874634
1998-12-01,-1.4902472496032715
1999-01-01,-1.0536829233169556
1999-02-01,-1.1512755155563354
1999-03-01,0.7761031985282898
1999-04-01,0.40377357602119446
1999-05-01,0.1372303068637848
1999-06-01,-0.3810909390449524
1999-07-01,0.004191996529698372
1999-08-01,0.9370605945587158
1999-09-01,0.7466657161712646
1999-10-01,0.3240644335746765
1999-11-01,0.5199503898620605
1999-12-01,-1.1189939975738525
2000-01-01,1.2993227243423462
2000-02-01,0.3110535442829132
2000-03-01,0.21936655044555664
2000-04-01,-1.7835818529129028
2000-05-01,0.11203990131616592
2000-06-01,-1.303352952003479
2000-07-01,-1.0280840396881104
2000-08-01,-0.5356476902961731
2000-09-01,0.25459471344947815
2000-10-01,1.3478809595108032
2000-11-01,-0.13677862286567688
2000-12-01,-0.4225110113620758
2001-01-01,-0.44111400842666626
2001-02-01,-0.8319712281227112
2001-03-01,0.3758823275566101
2001-04-01,0.8367135524749756
2001-05-01,-0.4472237825393677
2001-06-01,-1.910146713256836
2001-07-01,-1.0280840396881104
2001-08-01,0.5193991661071777
2001-09-01,-0.9501954317092896
