,station_id,station_name,region_name,month,tm_m,tmax_max,tmin_min,rrr24,climate
835,40704,Ahar,Azarbayjan-e-Sharghi,1990-12,1.38214,17.0,-18.0,22.85,Cold
836,40704,Ahar,Azarbayjan-e-Sharghi,1991-01,-1.75926,9.5,-19.0,5.65,Cold
837,40704,Ahar,Azarbayjan-e-Sharghi,1991-02,-1.28462,11.4,-14.5,19.41,Cold
838,40704,Ahar,Azarbayjan-e-Sharghi,1991-03,3.35,21.0,-17.5,66.43,Cold
839,40704,Ahar,Azarbayjan-e-Sharghi,1991-04,11.7034,25.0,-0.6,23.35,Moderate
840,40704,Ahar,Azarbayjan-e-Sharghi,1991-05,13.8677,25.5,3.0,54.01,Moderate
841,40704,Ahar,Azarbayjan-e-Sharghi,1991-06,18.0667,30.2,6.0,54.75,Moderate
842,40704,Ahar,Azarbayjan-e-Sharghi,1991-07,21.8387,34.0,9.4,5.32,Warm
843,40704,Ahar,Azarbayjan-e-Sharghi,1991-08,21.3065,34.5,11.0,1.01,Warm
844,40704,Ahar,Azarbayjan-e-Sharghi,1991-09,17.4862,31.2,4.2,0.0,Moderate
845,40704,Ahar,Azarbayjan-e-Sharghi,1991-10,13.7516,24.6,4.4,24.13,Moderate
846,40704,Ahar,Azarbayjan-e-Sharghi,1991-11,6.32692,19.2,-5.0,23.46,Cold
847,40704,Ahar,Azarbayjan-e-Sharghi,1991-12,0.172414,12.0,-11.6,38.0,Cold
848,40704,Ahar,Azarbayjan-e-Sharghi,1992-01,-3.49643,6.0,-16.2,12.08,Cold
849,40704,Ahar,Azarbayjan-e-Sharghi,1992-02,-1.38148,10.5,-15.6,17.73,Cold
850,40704,Ahar,Azarbayjan-e-Sharghi,1992-03,1.40645,16.0,-10.0,23.74,Cold
851,40704,Ahar,Azarbayjan-e-Sharghi,1992-04,8.86207,23.0,-1.5,32.75,Cold
852,40704,Ahar,Azarbayjan-e-Sharghi,1992-05,11.54,28.4,-4.0,61.29,Moderate
853,40704,Ahar,Azarbayjan-e-Sharghi,1992-06,17.2133,29.5,8.2,52.96,Moderate
854,40704,Ahar,Azarbayjan-e-Sharghi,1992-07,20.9,34.5,8.0,8.2,Warm
855,40704,Ahar,Azarbayjan-e-Sharghi,1992-08,18.931,34.0,7.4,5.65,Moderate
856,40704,Ahar,Azarbayjan-e-Sharghi,1992-09,16.5367,29.0,6.0,3.23,Moderate
857,40704,Ahar,Azarbayjan-e-Sharghi,1992-10,13.7467,25.4,0.0,9.14,Moderate
858,40704,Ahar,Azarbayjan-e-Sharghi,1992-11,7.48571,20.0,-5.0,45.68,Cold
859,40704,Ahar,Azarbayjan-e-Sharghi,1992-12,-0.0518518,12.0,-17.0,29.58,Cold
860,40704,Ahar,Azarbayjan-e-Sharghi,1993-01,-5.01364,7.0,-15.0,20.46,Cold
861,40704,Ahar,Azarbayjan-e-Sharghi,1993-02,-4.98421,10.0,-20.5,59.8,Cold
862,40704,Ahar,Azarbayjan-e-Sharghi,1993-03,1.93929,19.0,-11.0,39.06,Cold
863,40704,Ahar,Azarbayjan-e-Sharghi,1993-04,9.88214,26.4,-9.5,44.69,Cold
864,40704,Ahar,Azarbayjan-e-Sharghi,1993-05,13.91,26.4,1.0,60.97,Moderate
865,40704,Ahar,Azarbayjan-e-Sharghi,1993-06,17.6533,33.4,6.0,21.92,Moderate
866,40704,Ahar,Azarbayjan-e-Sharghi,1993-07,20.7067,35.0,10.6,12.0,Warm
867,40704,Ahar,Azarbayjan-e-Sharghi,1993-08,20.8097,34.0,9.4,19.32,Warm
868,40704,Ahar,Azarbayjan-e-Sharghi,1993-09,18.1467,33.4,4.2,0.07,Moderate
869,40704,Ahar,Azarbayjan-e-Sharghi,1993-10,11.2065,27.0,0.0,24.32,Moderate
870,40704,Ahar,Azarbayjan-e-Sharghi,1993-11,0.036,18.4,-16.6,82.06,Cold
871,40704,Ahar,Azarbayjan-e-Sharghi,1993-12,0.912,10.2,-15.0,15.14,Cold
872,40704,Ahar,Azarbayjan-e-Sharghi,1994-01,1.66154,10.2,-8.5,28.18,Cold
873,40704,Ahar,Azarbayjan-e-Sharghi,1994-02,-0.509091,11.5,-13.6,9.03,Cold
874,40704,Ahar,Azarbayjan-e-Sharghi,1994-03,5.76296,18.0,-3.6,41.94,Cold
875,40704,Ahar,Azarbayjan-e-Sharghi,1994-04,12.5429,26.5,0.0,48.85,Moderate
876,40704,Ahar,Azarbayjan-e-Sharghi,1994-05,14.9138,26.5,4.0,54.67,Moderate
877,40704,Ahar,Azarbayjan-e-Sharghi,1994-06,17.6379,31.6,6.0,33.78,Moderate
878,40704,Ahar,Azarbayjan-e-Sharghi,1994-07,20.1419,29.5,10.4,0.01,Warm
879,40704,Ahar,Azarbayjan-e-Sharghi,1994-08,21.1935,30.2,12.2,0.01,Warm
880,40704,Ahar,Azarbayjan-e-Sharghi,1994-09,16.6172,28.0,5.0,6.63,Moderate
881,40704,Ahar,Azarbayjan-e-Sharghi,1994-10,12.5393,23.6,2.8,31.79,Moderate
882,40704,Ahar,Azarbayjan-e-Sharghi,1994-11,7.02143,19.0,-4.0,65.25,Cold
883,40704,Ahar,Azarbayjan-e-Sharghi,1994-12,-1.3,9.6,-19.0,19.99,Cold
884,40704,Ahar,Azarbayjan-e-Sharghi,1995-01,2.54333,13.2,-10.5,28.95,Cold
885,40704,Ahar,Azarbayjan-e-Sharghi,1995-02,2.51923,13.0,-9.2,11.62,Cold
886,40704,Ahar,Azarbayjan-e-Sharghi,1995-03,6.16786,20.0,-4.0,37.88,Cold
887,40704,Ahar,Azarbayjan-e-Sharghi,1995-04,11.0071,21.0,-1.2,60.88,Moderate
888,40704,Ahar,Azarbayjan-e-Sharghi,1995-05,15.3226,27.5,3.6,19.63,Moderate
889,40704,Ahar,Azarbayjan-e-Sharghi,1995-06,18.6367,33.8,7.0,54.73,Moderate
890,40704,Ahar,Azarbayjan-e-Sharghi,1995-07,21.2774,31.0,10.6,2.6,Warm
891,40704,Ahar,Azarbayjan-e-Sharghi,1995-08,22.4333,36.4,12.2,0.02,Warm
892,40704,Ahar,Azarbayjan-e-Sharghi,1995-09,17.98,31.2,6.0,21.37,Moderate
893,40704,Ahar,Azarbayjan-e-Sharghi,1995-10,11.4065,28.0,0.0,8.83,Moderate
894,40704,Ahar,Azarbayjan-e-Sharghi,1995-11,7.97241,19.6,-7.0,1.55,Cold
895,40704,Ahar,Azarbayjan-e-Sharghi,1995-12,0.769231,13.0,-11.0,3.24,Cold
896,40704,Ahar,Azarbayjan-e-Sharghi,1996-01,-1.61154,13.0,-18.6,15.01,Cold
897,40704,Ahar,Azarbayjan-e-Sharghi,1996-02,1.39231,14.8,-18.6,21.98,Cold
898,40704,Ahar,Azarbayjan-e-Sharghi,1996-03,2.83478,17.2,-8.0,56.72,Cold
899,40704,Ahar,Azarbayjan-e-Sharghi,1996-04,8.63846,22.2,-5.2,50.72,Cold
900,40704,Ahar,Azarbayjan-e-Sharghi,1996-05,16.0484,29.0,5.0,39.56,Moderate
901,40704,Ahar,Azarbayjan-e-Sharghi,1996-06,18.1207,34.0,6.4,4.32,Moderate
902,40704,Ahar,Azarbayjan-e-Sharghi,1996-07,22.5067,36.4,11.2,12.01,Warm
903,40704,Ahar,Azarbayjan-e-Sharghi,1996-08,21.9613,35.8,12.3,2.01,Warm
904,40704,Ahar,Azarbayjan-e-Sharghi,1996-09,19.7179,31.6,7.2,9.3,Moderate
905,40704,Ahar,Azarbayjan-e-Sharghi,1996-10,12.4069,27.0,-0.6,38.14,Moderate
906,40704,Ahar,Azarbayjan-e-Sharghi,1996-11,5.85185,16.4,-5.6,29.0,Cold
907,40704,Ahar,Azarbayjan-e-Sharghi,1996-12,5.548,14.6,-6.4,6.76,Cold
908,40704,Ahar,Azarbayjan-e-Sharghi,1997-01,0.0777778,13.6,-14.0,18.55,Cold
909,40704,Ahar,Azarbayjan-e-Sharghi,1997-02,-3.00435,10.6,-17.6,35.84,Cold
910,40704,Ahar,Azarbayjan-e-Sharghi,1997-03,0.0925926,15.0,-17.0,34.64,Cold
911,40704,Ahar,Azarbayjan-e-Sharghi,1997-04,10.5233,29.6,-4.8,17.37,Moderate
912,40704,Ahar,Azarbayjan-e-Sharghi,1997-05,15.0161,29.4,2.0,41.93,Moderate
913,40704,Ahar,Azarbayjan-e-Sharghi,1997-06,19.42,30.4,8.4,51.03,Moderate
914,40704,Ahar,Azarbayjan-e-Sharghi,1997-07,21.7655,31.3,12.2,7.51,Warm
915,40704,Ahar,Azarbayjan-e-Sharghi,1997-08,22.4567,36.4,12.4,0.7,Warm
916,40704,Ahar,Azarbayjan-e-Sharghi,1997-09,16.2464,32.6,1.5,33.76,Moderate
917,40704,Ahar,Azarbayjan-e-Sharghi,1997-10,15.36,27.6,1.6,7.24,Moderate
918,40704,Ahar,Azarbayjan-e-Sharghi,1997-11,6.74231,16.8,-4.4,14.64,Cold
919,40704,Ahar,Azarbayjan-e-Sharghi,1997-12,3.16923,15.8,-14.4,20.37,Cold
920,40704,Ahar,Azarbayjan-e-Sharghi,1998-01,-3.43077,4.5,-12.4,26.82,Cold
921,40704,Ahar,Azarbayjan-e-Sharghi,1998-02,-3.55,10.0,-19.8,25.73,Cold
922,40704,Ahar,Azarbayjan-e-Sharghi,1998-03,5.15357,18.8,-6.6,21.84,Cold
923,40704,Ahar,Azarbayjan-e-Sharghi,1998-04,12.3143,28.0,-3.0,36.3,Moderate
924,40704,Ahar,Azarbayjan-e-Sharghi,1998-05,15.1167,29.4,1.6,40.18,Moderate
925,40704,Ahar,Azarbayjan-e-Sharghi,1998-06,20.9833,35.2,10.0,11.01,Warm
926,40704,Ahar,Azarbayjan-e-Sharghi,1998-07,22.2233,33.2,11.4,16.86,Warm
927,40704,Ahar,Azarbayjan-e-Sharghi,1998-08,22.7467,38.0,13.4,0.01,Warm
928,40704,Ahar,Azarbayjan-e-Sharghi,1998-09,18.0367,33.0,7.2,15.53,Moderate
929,40704,Ahar,Azarbayjan-e-Sharghi,1998-10,13.9593,27.5,0.0,39.5,Moderate
930,40704,Ahar,Azarbayjan-e-Sharghi,1998-11,10.3,20.8,-0.2,19.54,Moderate
931,40704,Ahar,Azarbayjan-e-Sharghi,1998-12,3.96957,20.5,-5.6,11.76,Cold
932,40704,Ahar,Azarbayjan-e-Sharghi,1999-01,2.41923,11.0,-11.0,10.28,Cold
933,40704,Ahar,Azarbayjan-e-Sharghi,1999-02,4.108,13.2,-9.0,4.76,Cold
934,40704,Ahar,Azarbayjan-e-Sharghi,1999-03,5.49286,18.0,-6.0,48.48,Cold
935,40704,Ahar,Azarbayjan-e-Sharghi,1999-04,9.77407,25.0,-2.0,51.26,Cold
936,40704,Ahar,Azarbayjan-e-Sharghi,1999-05,14.1548,29.6,0.2,66.85,Moderate
937,40704,Ahar,Azarbayjan-e-Sharghi,1999-06,19.0067,32.2,8.0,8.45,Moderate
938,40704,Ahar,Azarbayjan-e-Sharghi,1999-07,21.171,32.5,8.4,0.95,Warm
939,40704,Ahar,Azarbayjan-e-Sharghi,1999-08,24.4226,36.6,14.2,26.62,Warm
940,40704,Ahar,Azarbayjan-e-Sharghi,1999-09,17.7345,31.2,5.0,25.32,Moderate
941,40704,Ahar,Azarbayjan-e-Sharghi,1999-10,13.6966,29.5,0.4,73.14,Moderate
942,40704,Ahar,Azarbayjan-e-Sharghi,1999-11,5.02143,17.4,-11.0,19.06,Cold
943,40704,Ahar,Azarbayjan-e-Sharghi,1999-12,5.42,16.4,-11.0,2.13,Cold
944,40704,Ahar,Azarbayjan-e-Sharghi,2000-01,-0.411539,17.4,-17.4,20.82,Cold
945,40704,Ahar,Azarbayjan-e-Sharghi,2000-02,0.523077,13.0,-16.0,25.98,Cold
946,40704,Ahar,Azarbayjan-e-Sharghi,2000-03,4.00417,17.0,-14.0,32.75,Cold
947,40704,Ahar,Azarbayjan-e-Sharghi,2000-04,13.2,25.6,1.0,17.87,Moderate
948,40704,Ahar,Azarbayjan-e-Sharghi,2000-05,15.0571,27.2,3.0,16.63,Moderate
949,40704,Ahar,Azarbayjan-e-Sharghi,2000-06,18.7759,32.2,3.6,1.83,Moderate
950,40704,Ahar,Azarbayjan-e-Sharghi,2000-07,23.5226,35.7,13.2,0.6,Warm
951,40704,Ahar,Azarbayjan-e-Sharghi,2000-08,22.7452,36.8,11.4,0.0,Warm
952,40704,Ahar,Azarbayjan-e-Sharghi,2000-09,18.569,32.2,8.4,39.42,Moderate
953,40704,Ahar,Azarbayjan-e-Sharghi,2000-10,10.731,24.8,2.2,34.34,Moderate
954,40704,Ahar,Azarbayjan-e-Sharghi,2000-11,4.99231,15.4,-4.8,43.19,Cold
955,40704,Ahar,Azarbayjan-e-Sharghi,2000-12,3.88261,12.0,-7.8,10.06,Cold
956,40704,Ahar,Azarbayjan-e-Sharghi,2001-01,0.470833,13.0,-16.6,5.73,Cold
957,40704,Ahar,Azarbayjan-e-Sharghi,2001-02,3.13043,14.8,-7.0,1.09,Cold
958,40704,Ahar,Azarbayjan-e-Sharghi,2001-03,8.98333,23.2,-2.6,31.44,Cold
959,40704,Ahar,Azarbayjan-e-Sharghi,2001-04,12.2286,25.4,-0.2,55.58,Moderate
960,40704,Ahar,Azarbayjan-e-Sharghi,2001-05,14.75,28.6,3.8,28.99,Moderate
961,40704,Ahar,Azarbayjan-e-Sharghi,2001-06,19.8167,34.4,7.4,0.23,Moderate
962,40704,Ahar,Azarbayjan-e-Sharghi,2001-07,21.7839,34.0,11.6,4.12,Warm
963,40704,Ahar,Azarbayjan-e-Sharghi,2001-08,22.871,38.0,11.6,0.03,Warm
964,40704,Ahar,Azarbayjan-e-Sharghi,2001-09,19.2267,32.5,7.6,0.06,Moderate
965,40704,Ahar,Azarbayjan-e-Sharghi,2001-10,12.0815,27.0,-0.4,18.79,Moderate
966,40704,Ahar,Azarbayjan-e-Sharghi,2001-11,6.72692,21.6,-10.2,30.06,Cold
967,40704,Ahar,Azarbayjan-e-Sharghi,2001-12,4.07857,14.4,-7.2,14.58,Cold
968,40704,Ahar,Azarbayjan-e-Sharghi,2002-01,0.741935,13.6,-11.2,10.11,Cold
969,40704,Ahar,Azarbayjan-e-Sharghi,2002-02,3.96154,14.6,-14.4,3.73,Cold
970,40704,Ahar,Azarbayjan-e-Sharghi,2002-03,7.97931,21.8,-9.2,28.67,Cold
971,40704,Ahar,Azarbayjan-e-Sharghi,2002-04,9.35185,19.6,0.8,63.77,Cold
972,40704,Ahar,Azarbayjan-e-Sharghi,2002-05,12.8385,28.4,3.0,65.07,Moderate
973,40704,Ahar,Azarbayjan-e-Sharghi,2002-06,19.09,34.4,8.6,0.77,Moderate
974,40704,Ahar,Azarbayjan-e-Sharghi,2002-07,21.8839,33.4,10.8,6.44,Warm
975,40704,Ahar,Azarbayjan-e-Sharghi,2002-08,22.0267,35.0,12.0,0.0,Warm
976,40704,Ahar,Azarbayjan-e-Sharghi,2002-09,20.27,32.0,10.0,0.0,Warm
977,40704,Ahar,Azarbayjan-e-Sharghi,2002-10,16.3967,29.0,2.0,8.73,Moderate
978,40704,Ahar,Azarbayjan-e-Sharghi,2002-11,7.95862,19.6,-1.4,33.05,Cold
979,40704,Ahar,Azarbayjan-e-Sharghi,2002-12,-4.024,8.8,-17.8,47.81,Cold
980,40704,Ahar,Azarbayjan-e-Sharghi,2003-01,0.958333,13.5,-14.0,14.37,Cold
981,40704,Ahar,Azarbayjan-e-Sharghi,2003-02,0.354167,10.5,-10.0,22.42,Cold
982,40704,Ahar,Azarbayjan-e-Sharghi,2003-03,2.408,13.5,-11.0,48.85,Cold
983,40704,Ahar,Azarbayjan-e-Sharghi,2003-04,10.4875,25.0,-2.4,67.61,Moderate
984,40704,Ahar,Azarbayjan-e-Sharghi,2003-05,14.0767,24.8,0.4,31.05,Moderate
985,40704,Ahar,Azarbayjan-e-Sharghi,2003-06,17.49,30.0,2.6,36.55,Moderate
986,40704,Ahar,Azarbayjan-e-Sharghi,2003-07,21.2069,31.2,10.4,3.84,Warm
987,40704,Ahar,Azarbayjan-e-Sharghi,2003-08,22.1167,40.0,11.8,12.63,Warm
988,40704,Ahar,Azarbayjan-e-Sharghi,2003-09,17.363,33.0,8.8,4.93,Moderate
989,40704,Ahar,Azarbayjan-e-Sharghi,2003-10,15.5633,28.6,3.4,4.76,Moderate
990,40704,Ahar,Azarbayjan-e-Sharghi,2003-11,6.69643,18.0,-5.2,7.29,Cold
991,40704,Ahar,Azarbayjan-e-Sharghi,2003-12,2.11304,14.0,-10.8,19.94,Cold
992,40704,Ahar,Azarbayjan-e-Sharghi,2004-01,2.80357,11.0,-6.8,11.98,Cold
993,40704,Ahar,Azarbayjan-e-Sharghi,2004-02,3.06087,15.4,-10.8,14.64,Cold
994,40704,Ahar,Azarbayjan-e-Sharghi,2004-03,7.53333,25.0,-9.2,21.31,Cold
995,40704,Ahar,Azarbayjan-e-Sharghi,2004-04,8.46667,25.2,-12.4,76.21,Cold
996,40704,Ahar,Azarbayjan-e-Sharghi,2004-05,14.2633,27.4,5.0,119.59,Moderate
997,40704,Ahar,Azarbayjan-e-Sharghi,2004-06,18.8621,30.4,7.2,34.06,Moderate
998,40704,Ahar,Azarbayjan-e-Sharghi,2004-07,20.7567,31.6,9.2,23.34,Warm
999,40704,Ahar,Azarbayjan-e-Sharghi,2004-08,22.5767,34.2,13.0,0.12,Warm
1000,40704,Ahar,Azarbayjan-e-Sharghi,2004-09,18.2074,34.5,5.5,0.23,Moderate
1001,40704,Ahar,Azarbayjan-e-Sharghi,2004-10,14.1692,28.6,-1.2,12.82,Moderate
1002,40704,Ahar,Azarbayjan-e-Sharghi,2004-11,7.07917,19.5,-4.6,33.22,Cold
1003,40704,Ahar,Azarbayjan-e-Sharghi,2004-12,-0.845833,11.6,-19.2,17.73,Cold
1004,40704,Ahar,Azarbayjan-e-Sharghi,2005-01,-0.203226,11.5,-10.6,18.67,Cold
1005,40704,Ahar,Azarbayjan-e-Sharghi,2005-02,-2.38214,12.4,-18.4,22.57,Cold
1006,40704,Ahar,Azarbayjan-e-Sharghi,2005-03,5.40323,20.0,-12.2,13.56,Cold
1007,40704,Ahar,Azarbayjan-e-Sharghi,2005-04,11.1033,31.0,-4.0,37.03,Moderate
1008,40704,Ahar,Azarbayjan-e-Sharghi,2005-05,14.1581,26.4,4.4,73.6,Moderate
1009,40704,Ahar,Azarbayjan-e-Sharghi,2005-06,18.48,34.8,7.6,4.94,Moderate
1010,40704,Ahar,Azarbayjan-e-Sharghi,2005-07,23.4097,37.2,12.6,3.85,Warm
1011,40704,Ahar,Azarbayjan-e-Sharghi,2005-08,22.271,35.4,10.0,1.72,Warm
1012,40704,Ahar,Azarbayjan-e-Sharghi,2005-09,18.33,33.2,8.4,11.72,Moderate
1013,40704,Ahar,Azarbayjan-e-Sharghi,2005-10,12.6419,28.4,-2.2,5.4,Moderate
1014,40704,Ahar,Azarbayjan-e-Sharghi,2005-11,6.27667,23.2,-5.2,29.27,Cold
1015,40704,Ahar,Azarbayjan-e-Sharghi,2005-12,5.05714,19.6,-11.2,14.15,Cold
1016,40704,Ahar,Azarbayjan-e-Sharghi,2006-01,-3.67241,9.8,-16.4,34.72,Cold
1017,40704,Ahar,Azarbayjan-e-Sharghi,2006-02,2.936,15.2,-9.0,30.86,Cold
1018,40704,Ahar,Azarbayjan-e-Sharghi,2006-03,6.89355,22.4,-6.0,20.65,Cold
1019,40704,Ahar,Azarbayjan-e-Sharghi,2006-04,12.337,25.8,1.0,65.11,Moderate
1020,40704,Ahar,Azarbayjan-e-Sharghi,2006-05,15.5467,29.0,5.0,34.33,Moderate
1021,40704,Ahar,Azarbayjan-e-Sharghi,2006-06,21.46,33.8,10.0,6.0,Warm
1022,40704,Ahar,Azarbayjan-e-Sharghi,2006-07,21.6032,33.4,11.6,0.0,Warm
1023,40704,Ahar,Azarbayjan-e-Sharghi,2006-08,24.1097,37.2,12.8,0.0,Warm
1024,40704,Ahar,Azarbayjan-e-Sharghi,2006-09,18.0467,34.8,2.4,16.02,Moderate
1025,40704,Ahar,Azarbayjan-e-Sharghi,2006-10,14.8097,27.8,6.2,30.97,Moderate
1026,40704,Ahar,Azarbayjan-e-Sharghi,2006-11,5.0,20.4,-9.0,20.83,Cold
1027,40704,Ahar,Azarbayjan-e-Sharghi,2006-12,-1.66452,10.8,-14.8,12.98,Cold
1028,40704,Ahar,Azarbayjan-e-Sharghi,2007-01,-0.932258,12.8,-15.2,6.23,Cold
1029,40704,Ahar,Azarbayjan-e-Sharghi,2007-02,1.43929,11.6,-8.6,24.06,Cold
1030,40704,Ahar,Azarbayjan-e-Sharghi,2007-03,3.39355,16.4,-10.0,31.39,Cold
1031,40704,Ahar,Azarbayjan-e-Sharghi,2007-04,7.72333,19.0,-2.0,79.66,Cold
1032,40704,Ahar,Azarbayjan-e-Sharghi,2007-05,16.0,30.6,4.0,47.99,Moderate
1033,40704,Ahar,Azarbayjan-e-Sharghi,2007-06,19.0967,29.8,8.0,25.68,Moderate
1034,40704,Ahar,Azarbayjan-e-Sharghi,2007-07,20.2677,33.4,8.8,20.97,Warm
1035,40704,Ahar,Azarbayjan-e-Sharghi,2007-08,21.5129,31.8,9.6,6.03,Warm
1036,40704,Ahar,Azarbayjan-e-Sharghi,2007-09,19.3552,35.4,1.8,0.0,Moderate
1037,40704,Ahar,Azarbayjan-e-Sharghi,2007-10,13.7097,27.4,3.8,15.92,Moderate
1038,40704,Ahar,Azarbayjan-e-Sharghi,2007-11,6.46333,21.2,-13.6,28.46,Cold
1039,40704,Ahar,Azarbayjan-e-Sharghi,2007-12,-0.829032,11.4,-14.6,48.96,Cold
1040,40704,Ahar,Azarbayjan-e-Sharghi,2008-01,-8.25806,4.6,-23.2,3.91,Cold
1041,40704,Ahar,Azarbayjan-e-Sharghi,2008-02,-2.06897,8.4,-14.6,27.22,Cold
1042,40704,Ahar,Azarbayjan-e-Sharghi,2008-03,10.5097,26.0,-3.8,11.02,Moderate
1043,40704,Ahar,Azarbayjan-e-Sharghi,2008-04,14.1433,31.0,0.5,14.58,Moderate
1044,40704,Ahar,Azarbayjan-e-Sharghi,2008-05,14.5226,28.0,2.0,39.89,Moderate
1045,40704,Ahar,Azarbayjan-e-Sharghi,2008-06,19.1067,30.4,8.0,0.53,Moderate
1046,40704,Ahar,Azarbayjan-e-Sharghi,2008-07,22.2067,34.2,12.0,11.04,Warm
1047,40704,Ahar,Azarbayjan-e-Sharghi,2008-08,22.8839,36.6,13.6,1.22,Warm
1048,40704,Ahar,Azarbayjan-e-Sharghi,2008-09,19.48,30.4,8.0,18.96,Moderate
1049,40704,Ahar,Azarbayjan-e-Sharghi,2008-10,12.6258,27.0,3.6,60.97,Moderate
1050,40704,Ahar,Azarbayjan-e-Sharghi,2008-11,5.99,14.8,-2.0,6.02,Cold
1051,40704,Ahar,Azarbayjan-e-Sharghi,2008-12,1.39355,15.8,-14.4,11.12,Cold
1052,40704,Ahar,Azarbayjan-e-Sharghi,2009-01,-1.08065,10.8,-18.6,16.83,Cold
1053,40704,Ahar,Azarbayjan-e-Sharghi,2009-02,4.816,14.0,-6.5,1.83,Cold
1054,40704,Ahar,Azarbayjan-e-Sharghi,2009-03,6.73548,21.8,-7.6,14.59,Cold
1055,40704,Ahar,Azarbayjan-e-Sharghi,2009-04,7.13667,21.2,-6.6,34.2,Cold
1056,40704,Ahar,Azarbayjan-e-Sharghi,2009-05,15.7226,29.0,4.6,9.43,Moderate
1057,40704,Ahar,Azarbayjan-e-Sharghi,2009-06,18.69,33.0,4.8,16.27,Moderate
1058,40704,Ahar,Azarbayjan-e-Sharghi,2009-07,22.4258,32.2,12.4,0.81,Warm
1059,40704,Ahar,Azarbayjan-e-Sharghi,2009-08,19.9065,31.6,10.4,3.01,Moderate
1060,40704,Ahar,Azarbayjan-e-Sharghi,2009-09,16.5667,31.4,5.6,36.16,Moderate
1061,40704,Ahar,Azarbayjan-e-Sharghi,2009-10,13.7677,25.4,3.4,4.32,Moderate
1062,40704,Ahar,Azarbayjan-e-Sharghi,2009-11,6.94333,18.8,-6.2,32.03,Cold
1063,40704,Ahar,Azarbayjan-e-Sharghi,2009-12,4.45484,13.4,-5.8,13.46,Cold
1064,40704,Ahar,Azarbayjan-e-Sharghi,2010-01,3.86452,13.4,-12.4,16.99,Cold
1065,40704,Ahar,Azarbayjan-e-Sharghi,2010-02,3.0963,18.4,-12.8,26.13,Cold
1066,40704,Ahar,Azarbayjan-e-Sharghi,2010-03,7.29667,24.0,-10.2,46.84,Cold
1067,40704,Ahar,Azarbayjan-e-Sharghi,2010-04,10.29,21.4,-0.6,55.72,Moderate
1068,40704,Ahar,Azarbayjan-e-Sharghi,2010-05,14.8419,27.8,2.2,98.93,Moderate
1069,40704,Ahar,Azarbayjan-e-Sharghi,2010-06,21.37,34.4,10.2,18.62,Warm
1070,40704,Ahar,Azarbayjan-e-Sharghi,2010-07,23.4581,36.0,11.2,0.0,Warm
1071,40704,Ahar,Azarbayjan-e-Sharghi,2010-08,21.9258,34.5,9.2,5.81,Warm
1072,40704,Ahar,Azarbayjan-e-Sharghi,2010-09,19.7367,33.0,9.2,0.72,Moderate
1073,40704,Ahar,Azarbayjan-e-Sharghi,2010-10,15.9433,29.6,3.2,7.64,Moderate
1074,40704,Ahar,Azarbayjan-e-Sharghi,2010-11,9.52759,20.2,-2.0,0.01,Cold
1075,40704,Ahar,Azarbayjan-e-Sharghi,2010-12,6.88387,19.4,-7.8,0.0,Cold
1076,40704,Ahar,Azarbayjan-e-Sharghi,2011-01,-0.287097,9.8,-11.2,14.12,Cold
1077,40704,Ahar,Azarbayjan-e-Sharghi,2011-02,-1.3,9.0,-13.2,31.76,Cold
1078,40704,Ahar,Azarbayjan-e-Sharghi,2011-03,4.56897,19.4,-10.0,35.43,Cold
1079,40704,Ahar,Azarbayjan-e-Sharghi,2011-04,10.48,23.5,-0.8,71.05,Moderate
1080,40704,Ahar,Azarbayjan-e-Sharghi,2011-05,15.2935,28.5,6.0,55.87,Moderate
1081,40704,Ahar,Azarbayjan-e-Sharghi,2011-06,19.98,32.4,8.6,13.74,Moderate
1082,40704,Ahar,Azarbayjan-e-Sharghi,2011-07,23.5355,37.8,13.2,3.34,Warm
1083,40704,Ahar,Azarbayjan-e-Sharghi,2011-08,20.9613,37.6,7.0,5.53,Warm
1084,40704,Ahar,Azarbayjan-e-Sharghi,2011-09,17.22,31.8,4.4,22.53,Moderate
1085,40704,Ahar,Azarbayjan-e-Sharghi,2011-10,11.3968,28.6,-1.0,34.85,Moderate
1086,40704,Ahar,Azarbayjan-e-Sharghi,2011-11,0.396667,11.4,-15.2,38.81,Cold
1087,40704,Ahar,Azarbayjan-e-Sharghi,2011-12,1.00968,11.2,-12.6,10.75,Cold
1088,40704,Ahar,Azarbayjan-e-Sharghi,2012-01,-0.154839,9.4,-14.0,23.55,Cold
1089,40704,Ahar,Azarbayjan-e-Sharghi,2012-02,-1.05172,11.0,-15.8,7.4,Cold
1090,40704,Ahar,Azarbayjan-e-Sharghi,2012-03,1.32258,14.2,-18.4,29.5,Cold
1091,40704,Ahar,Azarbayjan-e-Sharghi,2012-04,12.56,23.8,2.6,19.26,Moderate
1092,40704,Ahar,Azarbayjan-e-Sharghi,2012-05,16.5484,32.0,6.0,57.15,Moderate
1093,40704,Ahar,Azarbayjan-e-Sharghi,2012-06,19.9967,32.0,9.8,42.07,Moderate
1094,40704,Ahar,Azarbayjan-e-Sharghi,2012-07,21.2484,30.6,11.4,46.81,Warm
1095,40704,Ahar,Azarbayjan-e-Sharghi,2012-08,22.9484,35.0,12.6,0.43,Warm
1096,40704,Ahar,Azarbayjan-e-Sharghi,2012-09,18.0367,30.2,6.0,2.12,Moderate
