,station_id,station_name,region_name,month,tm_m,tmax_max,tmin_min,rrr24,climate
0,40700,Parsabad,Ardebil,1990-01,1.64483,12.6,-15.0,29.9,Cold
1,40700,Parsabad,Ardebil,1990-02,5.41786,21.0,-4.0,11.9,Cold
2,40700,Parsabad,Ardebil,1990-03,8.66207,22.6,-5.6,9.82,Cold
3,40700,Parsabad,Ardebil,1990-04,12.7793,26.0,1.0,94.42,Moderate
4,40700,Parsabad,Ardebil,1990-05,17.9226,32.8,7.4,39.53,Moderate
5,40700,Parsabad,Ardebil,1990-06,24.8633,37.2,14.0,29.6,Warm
6,40700,Parsabad,Ardebil,1990-07,27.1419,37.2,14.0,2.03,Warm
7,40700,Parsabad,Ardebil,1990-08,25.9548,35.0,16.2,0.61,Warm
8,40700,Parsabad,Ardebil,1990-09,23.5933,33.2,14.0,0.0,Warm
9,40700,Parsabad,Ardebil,1990-10,15.7448,27.6,5.0,46.3,Moderate
10,40700,Parsabad,Ardebil,1990-11,11.925,27.4,1.0,9.52,Moderate
11,40700,Parsabad,Ardebil,1990-12,5.42333,24.6,-7.0,15.53,Cold
12,40700,Parsabad,Ardebil,1991-01,3.275,15.8,-5.6,17.8,Cold
13,40700,Parsabad,Ardebil,1991-02,3.068,20.2,-8.0,23.33,Cold
14,40700,Parsabad,Ardebil,1991-03,6.95862,19.8,-4.0,72.52,Cold
15,40700,Parsabad,Ardebil,1991-04,14.27,29.2,3.6,15.83,Moderate
16,40700,Parsabad,Ardebil,1991-05,18.2581,30.0,7.8,67.21,Moderate
17,40700,Parsabad,Ardebil,1991-06,24.0833,39.6,11.8,11.42,Warm
18,40700,Parsabad,Ardebil,1991-07,27.5871,40.2,15.8,27.63,Warm
19,40700,Parsabad,Ardebil,1991-08,26.8433,38.6,15.5,1.43,Warm
20,40700,Parsabad,Ardebil,1991-09,22.2667,32.6,10.5,5.0,Warm
21,40700,Parsabad,Ardebil,1991-10,18.1567,28.0,10.0,19.01,Moderate
22,40700,Parsabad,Ardebil,1991-11,9.40769,18.5,0.0,46.92,Cold
23,40700,Parsabad,Ardebil,1991-12,4.60357,15.6,-4.8,11.82,Cold
24,40700,Parsabad,Ardebil,1992-01,2.76296,14.8,-8.6,3.61,Cold
25,40700,Parsabad,Ardebil,1992-02,3.77241,20.0,-6.5,15.32,Cold
26,40700,Parsabad,Ardebil,1992-03,7.73793,20.8,-1.8,3.94,Cold
27,40700,Parsabad,Ardebil,1992-04,13.0933,26.0,1.4,28.66,Moderate
28,40700,Parsabad,Ardebil,1992-05,17.2033,34.0,0.2,27.3,Moderate
29,40700,Parsabad,Ardebil,1992-06,23.9345,35.0,12.0,24.8,Warm
30,40700,Parsabad,Ardebil,1992-07,26.45,36.0,14.0,27.4,Warm
31,40700,Parsabad,Ardebil,1992-08,24.7194,33.6,14.9,15.4,Warm
32,40700,Parsabad,Ardebil,1992-09,21.2893,32.8,9.8,19.84,Warm
33,40700,Parsabad,Ardebil,1992-10,15.7621,33.2,5.0,30.85,Moderate
34,40700,Parsabad,Ardebil,1992-11,9.19655,25.0,-2.0,41.82,Cold
35,40700,Parsabad,Ardebil,1992-12,4.3625,15.4,-4.2,62.3,Cold
36,40700,Parsabad,Ardebil,1993-01,3.025,21.0,-5.4,17.52,Cold
37,40700,Parsabad,Ardebil,1993-02,2.60952,15.6,-8.4,18.94,Cold
38,40700,Parsabad,Ardebil,1993-03,7.71667,24.2,-4.2,6.52,Cold
39,40700,Parsabad,Ardebil,1993-04,12.9444,26.2,0.4,15.84,Moderate
40,40700,Parsabad,Ardebil,1993-05,18.4333,31.8,3.5,21.02,Moderate
41,40700,Parsabad,Ardebil,1993-06,23.1345,35.6,10.0,28.71,Warm
42,40700,Parsabad,Ardebil,1993-07,26.0897,37.2,15.2,0.01,Warm
43,40700,Parsabad,Ardebil,1993-08,26.071,36.0,13.4,5.2,Warm
44,40700,Parsabad,Ardebil,1993-09,21.7,32.2,9.4,0.82,Warm
45,40700,Parsabad,Ardebil,1993-10,14.5333,26.6,2.6,9.51,Moderate
46,40700,Parsabad,Ardebil,1993-11,4.41818,16.2,-3.4,63.64,Cold
47,40700,Parsabad,Ardebil,1993-12,4.38462,20.4,-3.2,1.44,Cold
48,40700,Parsabad,Ardebil,1994-01,4.82273,22.2,-3.0,13.64,Cold
49,40700,Parsabad,Ardebil,1994-02,2.27619,17.0,-12.0,22.04,Cold
50,40700,Parsabad,Ardebil,1994-03,8.85926,25.2,-1.8,13.76,Cold
51,40700,Parsabad,Ardebil,1994-04,14.6321,30.4,0.0,38.42,Moderate
52,40700,Parsabad,Ardebil,1994-05,19.1833,33.4,8.4,36.77,Moderate
53,40700,Parsabad,Ardebil,1994-06,21.9833,34.4,10.0,38.61,Warm
54,40700,Parsabad,Ardebil,1994-07,25.5548,36.2,11.4,0.01,Warm
55,40700,Parsabad,Ardebil,1994-08,26.4226,36.8,17.2,1.41,Warm
56,40700,Parsabad,Ardebil,1994-09,22.0967,32.2,11.4,0.4,Warm
57,40700,Parsabad,Ardebil,1994-10,15.8194,28.0,7.0,21.04,Moderate
58,40700,Parsabad,Ardebil,1994-11,9.32917,23.2,0.0,52.12,Cold
59,40700,Parsabad,Ardebil,1994-12,2.12414,14.4,-6.4,61.34,Cold
60,40700,Parsabad,Ardebil,1995-01,5.06296,23.0,-3.0,25.3,Cold
61,40700,Parsabad,Ardebil,1995-02,6.85652,19.0,-2.2,5.71,Cold
62,40700,Parsabad,Ardebil,1995-03,8.41071,22.5,-0.5,36.22,Cold
63,40700,Parsabad,Ardebil,1995-04,15.6586,28.6,3.6,8.51,Moderate
64,40700,Parsabad,Ardebil,1995-05,20.4452,35.2,7.2,12.21,Warm
65,40700,Parsabad,Ardebil,1995-06,25.0552,37.0,10.2,24.6,Warm
66,40700,Parsabad,Ardebil,1995-07,27.7613,39.6,17.2,0.0,Warm
67,40700,Parsabad,Ardebil,1995-08,27.6433,38.0,18.2,0.61,Warm
68,40700,Parsabad,Ardebil,1995-09,22.4,35.2,9.2,164.4,Warm
69,40700,Parsabad,Ardebil,1995-10,14.9267,26.4,4.6,13.3,Moderate
70,40700,Parsabad,Ardebil,1995-11,10.4107,26.8,-1.2,13.22,Moderate
71,40700,Parsabad,Ardebil,1995-12,4.76,23.2,-7.2,8.22,Cold
72,40700,Parsabad,Ardebil,1996-01,2.06316,12.4,-5.4,7.94,Cold
73,40700,Parsabad,Ardebil,1996-02,4.55417,24.2,-7.6,13.43,Cold
74,40700,Parsabad,Ardebil,1996-03,5.59524,14.8,-3.4,34.55,Cold
75,40700,Parsabad,Ardebil,1996-04,11.5467,27.4,-1.6,16.5,Moderate
76,40700,Parsabad,Ardebil,1996-05,20.9742,34.0,5.2,16.92,Warm
77,40700,Parsabad,Ardebil,1996-06,23.47,37.6,10.6,7.8,Warm
78,40700,Parsabad,Ardebil,1996-07,27.6129,38.6,15.4,4.1,Warm
79,40700,Parsabad,Ardebil,1996-08,27.1161,37.2,17.0,1.2,Warm
80,40700,Parsabad,Ardebil,1996-09,23.1414,35.4,12.0,2.43,Warm
81,40700,Parsabad,Ardebil,1996-10,16.1552,29.8,6.8,30.1,Moderate
82,40700,Parsabad,Ardebil,1996-11,9.88,19.0,1.0,4.5,Cold
83,40700,Parsabad,Ardebil,1996-12,8.19583,21.4,-1.6,13.62,Cold
84,40700,Parsabad,Ardebil,1997-01,4.42609,17.2,-6.8,12.9,Cold
85,40700,Parsabad,Ardebil,1997-02,3.645,19.6,-8.0,34.92,Cold
86,40700,Parsabad,Ardebil,1997-03,6.60345,21.2,-2.0,32.44,Cold
87,40700,Parsabad,Ardebil,1997-04,14.8621,33.0,0.2,4.1,Moderate
88,40700,Parsabad,Ardebil,1997-05,20.2967,31.4,9.2,25.22,Warm
89,40700,Parsabad,Ardebil,1997-06,25.2607,35.2,12.4,46.12,Warm
90,40700,Parsabad,Ardebil,1997-07,27.16,37.2,17.2,14.32,Warm
91,40700,Parsabad,Ardebil,1997-08,27.4839,36.6,17.4,0.0,Warm
92,40700,Parsabad,Ardebil,1997-09,19.084,33.6,9.6,67.02,Moderate
93,40700,Parsabad,Ardebil,1997-10,18.5276,33.0,7.6,4.33,Moderate
94,40700,Parsabad,Ardebil,1997-11,9.328,17.6,0.2,2.12,Cold
95,40700,Parsabad,Ardebil,1997-12,4.60476,16.6,-6.0,15.0,Cold
96,40700,Parsabad,Ardebil,1998-01,3.41667,12.8,-4.4,9.81,Cold
97,40700,Parsabad,Ardebil,1998-02,3.71667,18.2,-8.4,34.92,Cold
98,40700,Parsabad,Ardebil,1998-03,8.11154,18.4,-3.6,33.01,Cold
99,40700,Parsabad,Ardebil,1998-04,16.7433,37.2,1.4,14.02,Moderate
100,40700,Parsabad,Ardebil,1998-05,20.629,32.0,7.8,16.81,Warm
101,40700,Parsabad,Ardebil,1998-06,27.3067,40.0,16.0,3.81,Warm
102,40700,Parsabad,Ardebil,1998-07,27.8677,38.4,17.4,1.71,Warm
103,40700,Parsabad,Ardebil,1998-08,27.8233,38.0,18.8,32.51,Warm
104,40700,Parsabad,Ardebil,1998-09,22.2393,35.4,11.6,13.04,Warm
105,40700,Parsabad,Ardebil,1998-10,16.7517,30.6,6.6,20.9,Moderate
106,40700,Parsabad,Ardebil,1998-11,10.9444,25.4,1.8,5.51,Moderate
107,40700,Parsabad,Ardebil,1998-12,6.86667,22.8,-3.4,1.11,Cold
108,40700,Parsabad,Ardebil,1999-01,4.884,19.4,-5.0,3.32,Cold
109,40700,Parsabad,Ardebil,1999-02,7.412,22.6,-4.4,3.1,Cold
110,40700,Parsabad,Ardebil,1999-03,8.95185,18.8,-0.6,49.12,Cold
111,40700,Parsabad,Ardebil,1999-04,14.7464,27.0,4.0,32.42,Moderate
112,40700,Parsabad,Ardebil,1999-05,18.7533,31.4,6.4,30.82,Moderate
113,40700,Parsabad,Ardebil,1999-06,24.4967,35.6,13.6,8.81,Warm
114,40700,Parsabad,Ardebil,1999-07,27.2355,37.4,15.0,4.0,Warm
115,40700,Parsabad,Ardebil,1999-08,28.6935,40.4,16.6,13.42,Warm
116,40700,Parsabad,Ardebil,1999-09,22.2259,32.6,11.6,33.22,Warm
117,40700,Parsabad,Ardebil,1999-10,16.671,29.8,5.4,38.45,Moderate
118,40700,Parsabad,Ardebil,1999-11,8.78846,20.4,-1.6,31.03,Cold
119,40700,Parsabad,Ardebil,1999-12,6.26552,23.2,-2.2,2.8,Cold
120,40700,Parsabad,Ardebil,2000-01,3.07778,14.2,-9.0,52.2,Cold
121,40700,Parsabad,Ardebil,2000-02,5.90741,19.6,-4.6,23.5,Cold
122,40700,Parsabad,Ardebil,2000-03,7.62667,23.6,-5.6,30.92,Cold
123,40700,Parsabad,Ardebil,2000-04,17.2138,29.0,4.4,1.24,Moderate
124,40700,Parsabad,Ardebil,2000-05,19.5103,33.0,8.0,30.12,Moderate
125,40700,Parsabad,Ardebil,2000-06,24.0133,36.2,10.8,1.6,Warm
126,40700,Parsabad,Ardebil,2000-07,28.5065,39.6,17.6,0.0,Warm
127,40700,Parsabad,Ardebil,2000-08,28.029,41.0,16.8,0.8,Warm
128,40700,Parsabad,Ardebil,2000-09,23.0621,35.0,13.0,20.7,Warm
129,40700,Parsabad,Ardebil,2000-10,14.76,25.2,6.0,80.62,Moderate
130,40700,Parsabad,Ardebil,2000-11,9.65769,18.6,0.6,15.9,Cold
131,40700,Parsabad,Ardebil,2000-12,6.51923,17.2,-2.2,9.01,Cold
132,40700,Parsabad,Ardebil,2001-01,3.98,16.4,-6.8,9.02,Cold
133,40700,Parsabad,Ardebil,2001-02,6.81304,22.0,-1.4,5.51,Cold
134,40700,Parsabad,Ardebil,2001-03,11.4633,24.6,0.6,35.51,Moderate
135,40700,Parsabad,Ardebil,2001-04,15.4,30.2,6.2,46.5,Moderate
136,40700,Parsabad,Ardebil,2001-05,19.7097,32.2,7.4,17.11,Moderate
137,40700,Parsabad,Ardebil,2001-06,24.95,37.0,13.0,0.0,Warm
138,40700,Parsabad,Ardebil,2001-07,27.9387,39.0,16.6,0.0,Warm
139,40700,Parsabad,Ardebil,2001-08,27.3613,38.2,16.0,7.7,Warm
140,40700,Parsabad,Ardebil,2001-09,23.0133,34.0,13.0,4.0,Warm
141,40700,Parsabad,Ardebil,2001-10,15.7269,28.4,2.6,63.6,Moderate
142,40700,Parsabad,Ardebil,2001-11,11.124,27.6,-1.6,22.8,Moderate
143,40700,Parsabad,Ardebil,2001-12,6.5875,17.4,-2.6,32.7,Cold
144,40700,Parsabad,Ardebil,2002-01,3.28889,15.4,-5.6,9.1,Cold
145,40700,Parsabad,Ardebil,2002-02,6.90385,20.6,-4.4,6.0,Cold
146,40700,Parsabad,Ardebil,2002-03,11.048,27.4,-0.2,47.2,Moderate
147,40700,Parsabad,Ardebil,2002-04,12.0769,21.6,4.0,37.93,Moderate
148,40700,Parsabad,Ardebil,2002-05,17.3964,33.4,6.4,87.2,Moderate
149,40700,Parsabad,Ardebil,2002-06,23.5733,35.6,12.6,18.0,Warm
150,40700,Parsabad,Ardebil,2002-07,28.0581,39.0,14.4,0.51,Warm
151,40700,Parsabad,Ardebil,2002-08,26.6871,37.8,16.2,5.0,Warm
152,40700,Parsabad,Ardebil,2002-09,24.0033,33.4,14.6,0.6,Warm
153,40700,Parsabad,Ardebil,2002-10,18.4839,30.4,5.4,41.0,Moderate
154,40700,Parsabad,Ardebil,2002-11,10.8185,23.2,-1.0,2.2,Moderate
155,40700,Parsabad,Ardebil,2002-12,-0.46,12.4,-8.4,38.41,Cold
156,40700,Parsabad,Ardebil,2003-01,4.86667,19.6,-6.0,5.72,Cold
157,40700,Parsabad,Ardebil,2003-02,5.09048,22.2,-3.2,41.8,Cold
158,40700,Parsabad,Ardebil,2003-03,5.02083,15.8,-10.0,75.51,Cold
159,40700,Parsabad,Ardebil,2003-04,11.324,26.2,1.0,54.61,Moderate
160,40700,Parsabad,Ardebil,2003-05,18.6433,28.4,4.0,41.4,Moderate
161,40700,Parsabad,Ardebil,2003-06,22.225,33.2,8.0,57.3,Warm
162,40700,Parsabad,Ardebil,2003-07,26.5484,37.2,16.4,6.3,Warm
163,40700,Parsabad,Ardebil,2003-08,26.9161,37.4,16.4,5.51,Warm
164,40700,Parsabad,Ardebil,2003-09,21.75,35.8,11.0,31.0,Warm
165,40700,Parsabad,Ardebil,2003-10,18.7821,30.4,6.8,21.8,Moderate
166,40700,Parsabad,Ardebil,2003-11,9.668,21.4,0.2,53.9,Cold
167,40700,Parsabad,Ardebil,2003-12,5.93571,23.8,-4.2,12.7,Cold
168,40700,Parsabad,Ardebil,2004-01,5.35926,21.0,-4.4,6.71,Cold
169,40700,Parsabad,Ardebil,2004-02,6.276,22.6,-4.0,23.1,Cold
170,40700,Parsabad,Ardebil,2004-03,10.4154,27.2,-2.0,24.22,Moderate
171,40700,Parsabad,Ardebil,2004-04,12.736,28.4,-3.4,44.21,Moderate
172,40700,Parsabad,Ardebil,2004-05,19.1586,30.4,11.0,46.01,Moderate
173,40700,Parsabad,Ardebil,2004-06,24.5759,37.6,11.0,23.5,Warm
174,40700,Parsabad,Ardebil,2004-07,26.1258,36.4,16.2,19.7,Warm
175,40700,Parsabad,Ardebil,2004-08,27.4161,36.6,17.0,3.0,Warm
176,40700,Parsabad,Ardebil,2004-09,22.2517,35.0,10.6,16.63,Warm
177,40700,Parsabad,Ardebil,2004-10,16.4926,31.2,6.2,35.81,Moderate
178,40700,Parsabad,Ardebil,2004-11,10.7556,22.0,0.0,61.1,Moderate
179,40700,Parsabad,Ardebil,2004-12,3.88889,18.4,-4.8,21.9,Cold
180,40700,Parsabad,Ardebil,2005-01,3.756,13.2,-5.2,8.21,Cold
181,40700,Parsabad,Ardebil,2005-02,3.65,25.0,-5.2,16.01,Cold
182,40700,Parsabad,Ardebil,2005-03,8.94286,23.6,-2.0,23.82,Cold
183,40700,Parsabad,Ardebil,2005-04,14.4,31.0,0.0,32.81,Moderate
184,40700,Parsabad,Ardebil,2005-05,20.1667,32.2,9.0,40.2,Warm
185,40700,Parsabad,Ardebil,2005-06,24.1433,35.0,13.4,3.8,Warm
186,40700,Parsabad,Ardebil,2005-07,28.3323,38.4,17.6,0.4,Warm
187,40700,Parsabad,Ardebil,2005-08,26.9133,37.8,17.0,0.6,Warm
188,40700,Parsabad,Ardebil,2005-09,23.27,31.4,13.6,4.7,Warm
189,40700,Parsabad,Ardebil,2005-10,15.9393,26.6,5.0,23.4,Moderate
190,40700,Parsabad,Ardebil,2005-11,10.3538,20.4,-0.4,36.03,Moderate
191,40700,Parsabad,Ardebil,2005-12,7.75833,21.4,-2.8,11.6,Cold
192,40700,Parsabad,Ardebil,2006-01,1.83226,10.2,-5.8,44.81,Cold
193,40700,Parsabad,Ardebil,2006-02,5.38929,18.0,-3.0,10.4,Cold
194,40700,Parsabad,Ardebil,2006-03,9.83548,29.2,-2.6,17.6,Cold
195,40700,Parsabad,Ardebil,2006-04,13.95,29.2,5.6,35.7,Moderate
196,40700,Parsabad,Ardebil,2006-05,19.4,31.6,7.4,4.5,Moderate
197,40700,Parsabad,Ardebil,2006-06,26.6,37.0,15.0,0.3,Warm
198,40700,Parsabad,Ardebil,2006-07,26.7484,36.0,17.0,15.0,Warm
199,40700,Parsabad,Ardebil,2006-08,28.3774,40.0,14.0,0.0,Warm
200,40700,Parsabad,Ardebil,2006-09,22.03,36.8,8.0,22.7,Warm
201,40700,Parsabad,Ardebil,2006-10,18.2387,31.0,9.8,20.4,Moderate
202,40700,Parsabad,Ardebil,2006-11,9.61379,27.4,-1.0,24.3,Cold
203,40700,Parsabad,Ardebil,2006-12,3.81935,14.6,-6.0,12.1,Cold
204,40700,Parsabad,Ardebil,2007-01,5.79355,25.4,-5.2,0.9,Cold
205,40700,Parsabad,Ardebil,2007-02,5.37143,18.4,-9.6,15.4,Cold
206,40700,Parsabad,Ardebil,2007-03,8.00323,18.2,-3.8,21.0,Cold
207,40700,Parsabad,Ardebil,2007-04,11.69,23.6,2.2,44.81,Moderate
208,40700,Parsabad,Ardebil,2007-05,20.4677,35.4,7.8,6.01,Warm
209,40700,Parsabad,Ardebil,2007-06,24.7767,37.0,15.6,39.4,Warm
210,40700,Parsabad,Ardebil,2007-07,26.0613,36.2,16.6,9.4,Warm
211,40700,Parsabad,Ardebil,2007-08,27.3,38.0,16.0,3.3,Warm
212,40700,Parsabad,Ardebil,2007-09,23.9767,34.0,11.2,0.4,Warm
213,40700,Parsabad,Ardebil,2007-10,17.6258,33.0,6.4,32.0,Moderate
214,40700,Parsabad,Ardebil,2007-11,8.86,21.6,-1.2,38.8,Cold
215,40700,Parsabad,Ardebil,2007-12,4.66774,16.0,-3.0,30.61,Cold
216,40700,Parsabad,Ardebil,2008-01,-1.06774,14.0,-11.0,19.81,Cold
217,40700,Parsabad,Ardebil,2008-02,3.63448,19.0,-5.0,17.91,Cold
218,40700,Parsabad,Ardebil,2008-03,12.9871,31.6,-1.0,11.7,Moderate
219,40700,Parsabad,Ardebil,2008-04,16.7467,32.0,4.6,6.8,Moderate
220,40700,Parsabad,Ardebil,2008-05,19.0968,30.8,9.6,38.2,Moderate
221,40700,Parsabad,Ardebil,2008-06,23.5767,34.0,11.6,28.0,Warm
222,40700,Parsabad,Ardebil,2008-07,27.1258,38.0,18.0,11.0,Warm
223,40700,Parsabad,Ardebil,2008-08,27.1806,37.4,15.0,0.0,Warm
224,40700,Parsabad,Ardebil,2008-09,22.94,32.4,12.4,27.8,Warm
225,40700,Parsabad,Ardebil,2008-10,16.3065,27.0,5.6,37.6,Moderate
226,40700,Parsabad,Ardebil,2008-11,10.9133,26.4,1.0,5.61,Moderate
227,40700,Parsabad,Ardebil,2008-12,3.53226,14.2,-4.0,22.5,Cold
228,40700,Parsabad,Ardebil,2009-01,2.56774,14.0,-13.0,13.81,Cold
229,40700,Parsabad,Ardebil,2009-02,7.125,20.0,-1.2,13.52,Cold
230,40700,Parsabad,Ardebil,2009-03,9.69032,23.4,-2.0,8.4,Cold
231,40700,Parsabad,Ardebil,2009-04,11.0033,26.4,0.4,26.92,Moderate
232,40700,Parsabad,Ardebil,2009-05,19.9,31.6,9.8,7.11,Moderate
233,40700,Parsabad,Ardebil,2009-06,24.36,37.0,10.0,20.02,Warm
234,40700,Parsabad,Ardebil,2009-07,27.9065,39.2,17.8,3.5,Warm
235,40700,Parsabad,Ardebil,2009-08,24.8258,36.2,15.4,9.8,Warm
236,40700,Parsabad,Ardebil,2009-09,21.1967,32.4,9.6,120.4,Warm
237,40700,Parsabad,Ardebil,2009-10,17.4677,26.6,8.6,2.91,Moderate
238,40700,Parsabad,Ardebil,2009-11,11.6433,19.4,1.0,82.51,Moderate
239,40700,Parsabad,Ardebil,2009-12,6.03548,20.0,-1.4,25.21,Cold
240,40700,Parsabad,Ardebil,2010-01,5.95161,19.0,-4.0,11.31,Cold
241,40700,Parsabad,Ardebil,2010-02,5.27143,23.4,-2.2,28.52,Cold
242,40700,Parsabad,Ardebil,2010-03,9.40323,21.4,-2.0,42.21,Cold
243,40700,Parsabad,Ardebil,2010-04,13.2,24.0,4.4,101.0,Moderate
244,40700,Parsabad,Ardebil,2010-05,19.7516,31.4,8.0,61.1,Moderate
245,40700,Parsabad,Ardebil,2010-06,26.63,37.8,16.0,14.21,Warm
246,40700,Parsabad,Ardebil,2010-07,28.5129,39.4,17.0,8.8,Warm
247,40700,Parsabad,Ardebil,2010-08,26.9194,37.4,16.0,16.0,Warm
248,40700,Parsabad,Ardebil,2010-09,23.8367,34.4,14.0,21.11,Warm
249,40700,Parsabad,Ardebil,2010-10,17.6645,31.0,8.0,33.01,Moderate
250,40700,Parsabad,Ardebil,2010-11,11.5233,25.8,3.0,0.0,Moderate
251,40700,Parsabad,Ardebil,2010-12,8.1871,23.6,-4.0,1.91,Cold
252,40700,Parsabad,Ardebil,2011-01,5.34839,19.2,-3.0,28.91,Cold
253,40700,Parsabad,Ardebil,2011-02,3.79643,16.6,-4.0,45.51,Cold
254,40700,Parsabad,Ardebil,2011-03,8.39677,24.6,-3.0,4.21,Cold
255,40700,Parsabad,Ardebil,2011-04,12.7267,25.2,2.0,27.41,Moderate
256,40700,Parsabad,Ardebil,2011-05,19.9194,29.0,10.2,40.91,Moderate
257,40700,Parsabad,Ardebil,2011-06,24.8633,35.6,13.4,39.81,Warm
258,40700,Parsabad,Ardebil,2011-07,28.6774,40.2,18.0,0.0,Warm
259,40700,Parsabad,Ardebil,2011-08,26.2516,40.6,14.0,9.9,Warm
260,40700,Parsabad,Ardebil,2011-09,21.7367,33.8,10.0,23.3,Warm
261,40700,Parsabad,Ardebil,2011-10,15.6355,27.4,6.0,100.81,Moderate
262,40700,Parsabad,Ardebil,2011-11,6.13667,17.0,-4.2,31.02,Cold
263,40700,Parsabad,Ardebil,2011-12,4.04516,13.0,-3.6,3.81,Cold
264,40700,Parsabad,Ardebil,2012-01,2.56774,18.6,-10.2,30.65,Cold
265,40700,Parsabad,Ardebil,2012-02,1.8931,19.4,-6.0,17.44,Cold
266,40700,Parsabad,Ardebil,2012-03,6.87097,24.0,-3.0,66.0,Cold
267,40700,Parsabad,Ardebil,2012-04,17.4767,29.0,1.2,2.41,Moderate
268,40700,Parsabad,Ardebil,2012-05,22.2387,33.6,11.6,63.7,Warm
269,40700,Parsabad,Ardebil,2012-06,25.8033,38.2,16.0,37.41,Warm
270,40700,Parsabad,Ardebil,2012-07,26.8419,38.4,15.4,24.9,Warm
271,40700,Parsabad,Ardebil,2012-08,27.3129,38.0,16.4,0.01,Warm
272,40700,Parsabad,Ardebil,2012-09,22.85,32.0,13.4,6.4,Warm
273,40700,Parsabad,Ardebil,2012-10,19.4258,30.0,9.4,24.3,Moderate
274,40700,Parsabad,Ardebil,2012-11,11.9,25.0,2.0,20.23,Moderate
275,40700,Parsabad,Ardebil,2012-12,4.84194,18.0,-4.0,16.72,Cold
276,40700,Parsabad,Ardebil,2013-01,6.02258,21.0,-6.2,27.5,Cold
277,40700,Parsabad,Ardebil,2013-02,7.54643,16.6,-0.6,22.62,Cold
278,40700,Parsabad,Ardebil,2013-03,10.3677,29.8,-3.0,10.13,Moderate
279,40700,Parsabad,Ardebil,2013-04,14.5633,30.2,5.2,13.8,Moderate
280,40700,Parsabad,Ardebil,2013-05,20.3613,31.4,6.6,40.41,Warm
281,40700,Parsabad,Ardebil,2013-06,24.9033,37.0,15.2,71.01,Warm
282,40700,Parsabad,Ardebil,2013-07,26.7903,36.0,16.4,4.01,Warm
283,40700,Parsabad,Ardebil,2013-08,25.4226,34.2,15.4,16.7,Warm
284,40700,Parsabad,Ardebil,2013-09,22.9133,34.0,11.0,38.91,Warm
285,40700,Parsabad,Ardebil,2013-10,15.2839,31.2,4.6,24.82,Moderate
286,40700,Parsabad,Ardebil,2013-11,11.8533,21.4,0.4,2.74,Moderate
287,40700,Parsabad,Ardebil,2013-12,2.80968,16.8,-8.2,46.21,Cold
288,40700,Parsabad,Ardebil,2014-01,4.93548,18.8,-7.2,6.15,Cold
289,40700,Parsabad,Ardebil,2014-02,4.23929,24.6,-10.2,4.91,Cold
290,40700,Parsabad,Ardebil,2014-03,10.3167,24.4,-0.6,22.82,Moderate
291,40700,Parsabad,Ardebil,2014-04,14.5133,28.4,0.0,14.7,Moderate
292,40700,Parsabad,Ardebil,2014-05,22.4333,34.2,10.6,11.96,Warm
293,40700,Parsabad,Ardebil,2014-06,25.6533,38.0,13.6,11.85,Warm
294,40700,Parsabad,Ardebil,2014-07,27.8839,37.8,17.0,1.3,Warm
295,40700,Parsabad,Ardebil,2014-08,28.2484,38.6,17.2,0.0,Warm
296,40700,Parsabad,Ardebil,2014-09,23.3933,34.2,13.0,19.51,Warm
297,40700,Parsabad,Ardebil,2014-10,14.9,27.8,5.8,29.61,Moderate
298,40700,Parsabad,Ardebil,2014-11,9.22667,17.0,0.0,78.04,Cold
299,40700,Parsabad,Ardebil,2014-12,6.34839,20.0,-1.2,19.72,Cold
300,40700,Parsabad,Ardebil,2015-01,4.70968,19.6,-7.6,7.56,Cold
301,40700,Parsabad,Ardebil,2015-02,6.20357,21.6,-1.8,82.81,Cold
302,40700,Parsabad,Ardebil,2015-03,8.74194,20.6,-1.6,50.94,Cold
303,40700,Parsabad,Ardebil,2015-04,12.9767,27.0,2.2,22.31,Moderate
304,40700,Parsabad,Ardebil,2015-05,20.1226,34.0,10.0,25.91,Warm
305,40700,Parsabad,Ardebil,2015-06,26.58,40.0,12.0,5.81,Warm
306,40700,Parsabad,Ardebil,2015-07,28.4548,40.0,16.2,8.01,Warm
307,40700,Parsabad,Ardebil,2015-08,26.8484,39.2,17.2,5.3,Warm
308,40700,Parsabad,Ardebil,2015-09,23.3933,36.0,11.0,4.31,Warm
309,40700,Parsabad,Ardebil,2015-10,15.8226,30.0,4.8,74.84,Moderate
310,40700,Parsabad,Ardebil,2015-11,9.73667,24.6,0.2,11.35,Cold
311,40700,Parsabad,Ardebil,2015-12,5.72258,17.0,-3.3,26.4,Cold
312,40700,Parsabad,Ardebil,2016-01,2.87419,19.2,-13.2,60.12,Cold
313,40700,Parsabad,Ardebil,2016-02,7.25862,21.8,-2.9,15.62,Cold
314,40700,Parsabad,Ardebil,2016-03,10.6226,27.0,-1.4,32.51,Moderate
315,40700,Parsabad,Ardebil,2016-04,14.5,29.4,1.8,22.92,Moderate
316,40700,Parsabad,Ardebil,2016-05,20.1613,34.7,7.8,18.54,Warm
317,40700,Parsabad,Ardebil,2016-06,24.9233,37.7,14.1,24.46,Warm
318,40700,Parsabad,Ardebil,2016-07,27.071,38.8,14.1,4.32,Warm
319,40700,Parsabad,Ardebil,2016-08,27.7806,38.0,15.0,1.01,Warm
320,40700,Parsabad,Ardebil,2016-09,21.2667,35.0,10.6,102.93,Warm
