date,rainfall,spi1,spi3,spi6,spi9,spi12,spi24,station
1992-02-01,15.32,-0.0180768191517196,-0.8767940236672681,-0.5735866626264932,-0.9446577049662296,0.5540404141241247,0.6134286373028831,40700
1992-03-01,3.94,-0.9580397069191072,-1.2272820513755465,-0.5995919052410441,-1.1024797230959755,-0.4822150368615237,0.5578282856251626,40700
1992-04-01,28.66,0.5844219437060116,-0.2918633356688108,-0.3693636007593534,-1.0803953789729743,-0.2739230428482419,-0.0911292280890015,40700
1992-05-01,27.3,0.5327418771310727,0.0340761672707478,-0.853889340879535,-0.5598608153608895,-0.949257783330935,-0.2178338304401071,40700
1992-06-01,24.8,0.4332575722855602,0.5095903099400773,-0.5262256909312736,-0.1986300738374224,-0.7135157827461585,-0.2681267872613571,40700
1992-07-01,27.4,0.5365972559735613,0.483352947218884,0.0082133277705931,-0.0535689373879475,-0.7174828550137251,-0.0058758424147112,40700
1992-08-01,15.4,-0.0135864511239344,0.2208215245362725,0.0098920654462291,-0.6235141635222534,-0.4815535806146062,0.1431065742840915,40700
1992-09-01,19.84,0.2147733633795164,0.1022801997040374,0.3304850206457547,-0.4717030343156558,-0.2413352211769741,0.3387341492306504,40700
1992-10-01,30.85,0.664449645446373,0.1853675147318697,0.3727589728310805,0.0097115536226518,-0.0566257517295839,0.1868015306676173,40700
1992-11-01,41.82,1.0190852214941566,0.7422737383681799,0.6429372105678008,0.4362821238702653,-0.135470580984309,0.50128082040379,40700
1992-12-01,62.3,1.550215290465479,1.451690536258567,1.273526286640089,1.2684105660680742,0.6027271681769466,0.9365369057776142,40700
1993-01-01,17.52,0.1001917233807344,1.2465880377158522,1.1155172529289483,1.1190509349861868,0.7915362224513357,0.9339965727414822,40700
1993-02-01,18.94,0.1714215090070624,0.8582652338051238,1.1727364617439322,1.004283100980506,0.8397704930473555,0.8940688383228308,40700
1993-03-01,6.52,-0.6580664729680009,-0.4426532650783116,0.9537092098065956,0.7446196496669577,0.8739283190090301,0.2697574237867974,40700
1993-04-01,15.84,0.0108393395431757,-0.4966615068936617,0.6936975750937817,0.5736653883301174,0.7023781813927077,0.2698556775469906,40700
1993-05-01,21.02,0.2697107469383826,-0.4300107954903647,0.3059688921986096,0.657468006161518,0.6166275896699471,-0.1972859166651676,40700
1993-06-01,28.71,0.5862917745269309,0.1730330466975738,-0.4093671184419554,0.7870889531096322,0.6701531941210769,-0.019206552874911,40700
1993-07-01,0.01,-1.974140873275616,-0.2390120761352511,-0.8435900773282897,0.3218703159765838,0.285170563235921,-0.305637801122896,40700
1993-08-01,5.2,-0.7991701162519016,-0.7540036968128242,-1.2266061091238811,-0.2929617797771128,0.1354006948485904,-0.2659196861286614,40700
1993-09-01,0.82,-1.595530553756484,-2.5182213320560587,-1.3994913878950948,-1.558981916344868,-0.1543342160009118,-0.3099695162785645,40700
1993-10-01,9.51,-0.3975628080917981,-1.6454011435050837,-1.6032175023448634,-1.7565079957088303,-0.4976159165439527,-0.4110218594667533,40700
1993-11-01,63.64,1.5809641086324682,0.364843255195436,-0.4248314272445094,-0.7599552990975005,-0.1468438033638222,-0.2340389346214994,40700
1993-12-01,1.44,-1.4147871535625836,0.3784151240327075,-1.129980372809348,-0.8619808375188417,-1.186663017825491,-0.3434366818354794,40700
1994-01-01,13.64,-0.1161864809939173,0.4669735265657496,-0.7599508200151622,-0.9069182290071002,-1.2602870575656313,-0.2377027997790768,40700
1994-02-01,22.04,0.3156038213668292,-0.6380286373638279,-0.3504409001111522,-0.8860255917640734,-1.2013799282331132,-0.167654120486335,40700
1994-03-01,13.76,-0.1089213978324912,-0.2476315085725691,-0.0635816462913804,-1.202996068268681,-1.066346542329567,-0.0663994245971559,40700
1994-04-01,38.42,0.9161721545712622,0.3703248012284598,0.5116371495675636,-0.4309293400120286,-0.6659624860205626,0.0329712937794977,40700
1994-05-01,36.77,0.8641690997884356,0.6739190653159162,-0.0202224106797746,0.1182674247245842,-0.4030638414856585,0.1282221953690957,40700
1994-06-01,38.61,0.9220699049893232,1.119235609444272,0.6990445401261736,0.70430286489595,-0.2438720311825804,0.2651381584237081,40700
1994-07-01,0.01,-1.974140873275616,0.3958174650287378,0.4492756979337989,0.5631328485489019,-0.2438720311825784,-0.0087232798612941,40700
1994-08-01,1.41,-1.422464392148427,-0.5385121930070972,0.0408223932858437,-0.4748688892071221,-0.304292441036174,-0.1523103222452495,40700
1994-09-01,0.4,-1.7579787621063367,-3.4119352293852536,-0.2475722144829442,-0.4942843952524924,-0.3110274648053322,-0.3562899475659343,40700
1994-10-01,21.04,0.270624366847354,-1.2282759449469558,-0.6586703120645324,-0.3578897172135037,-0.1289371318333509,-0.4612936273440464,40700
1994-11-01,52.12,1.3023128096731524,0.355826922916215,-0.2933268913287501,0.1592020206889552,-0.3108670149005678,-0.3510823383773927,40700
1994-12-01,61.34,1.5279399448213693,1.4446814849778933,0.1908158651156499,0.8815417122378957,0.5795374124399263,-0.361288291729255,40700
1995-01-01,25.3,0.4536534909186345,1.5076584462713227,0.6699146397612256,0.6921185589349627,0.7387573840259982,-0.2789611438023829,40700
1995-02-01,5.71,-0.7421110547594326,0.7392386506171668,0.7463513255766981,0.2143367561798675,0.514621024344247,-0.4194849236594593,40700
1995-03-01,36.22,0.846510068877468,0.2121833972297883,1.337909960628496,0.1756441674227138,0.8208929672078938,-0.1074871501592197,40700
1995-04-01,8.51,-0.4776548533223819,-0.2190375612491463,1.1393618404327284,0.3119156385000221,0.4096388981130395,-0.1833398518189099,40700
1995-05-01,12.21,-0.2062247481535157,-0.0420097153254212,0.4432349469755405,0.479932747013296,0.0502014261105903,-0.2754883034388649,40700
1995-06-01,24.6,0.4250250453239892,-0.3698135109232817,-0.3169819935106908,0.8378124962663379,-0.1649621802303617,-0.3188517925480754,40700
1995-07-01,0.0,-1.9820509324231737,-0.6489484054523053,-0.944998453840526,0.5280720514138895,-0.1651186189579201,-0.3189575950840981,40700
1995-08-01,0.61,-1.6710534974944369,-1.1151248231937856,-1.0863815793983456,-0.3209862595606673,-0.1776473951291969,-0.3676738472571628,40700
1995-09-01,164.4,3.265554601391475,1.8713597794900645,1.469626496882345,1.2576826814648447,1.9760261884046912,1.2093047166272897,40700
1995-10-01,13.3,-0.1370038711071134,2.0420156674905385,1.541495090678891,1.0963136769355706,1.8885290342228305,1.2425547509199102,40700
1995-11-01,13.22,-0.1419532801213521,2.196743317529317,1.556517802978621,1.1978444314084582,1.4315756896994267,0.7894097417824123,40700
1995-12-01,8.22,-0.5020512187288532,-0.723574076630837,1.3070751121321036,0.8094202570278987,0.7533049548891474,0.8517549438910965,40700
1996-01-01,7.94,-0.5261584443205392,-0.9326618247234654,1.4295667347095884,0.8012188903521649,0.5153196439667369,0.7993715588524458,40700
1996-02-01,13.43,-0.1290030491338043,-0.9239790193804962,1.6211511896486503,0.8187574543144079,0.6222615933325906,0.7196256956946772,40700
1996-03-01,34.55,0.7918344153241638,-0.0688473120609959,-0.8536248764278803,0.9597136758519854,0.599281724848127,0.9109176146323498,40700
1996-04-01,16.5,0.0466529678244071,0.1469642276714061,-0.7700070903165632,1.1857734399661035,0.7084784212515075,0.7091034725145714,40700
1996-05-01,16.92,0.0689547561878339,0.2294281833659871,-0.6757293604445238,1.4006415854264336,0.7719796067290043,0.5220786966033556,40700
1996-06-01,7.8,-0.5384255508133998,-0.4992711174965207,-0.6863065235265604,-1.163109132169848,0.5425049946459594,0.2231497577392628,40700
1996-07-01,4.1,-0.9361770840544024,-0.9560352031985084,-0.7844971699445554,-1.3688116805855095,0.599281724848127,0.263466714286676,40700
1996-08-01,1.2,-1.4788547424725893,-1.816672966307052,-1.1170979399632504,-1.6543973359309063,0.6074099455041998,0.2614015149170197,40700
1996-09-01,2.43,-1.1998149981080095,-2.306390114327431,-2.202812162447684,-1.7997600092320216,-2.2202475705627176,0.2813431897658361,40700
1996-10-01,30.1,0.6374626445697539,-0.7611285093386672,-1.6950623774981757,-1.270265696148209,-1.844816615949853,0.3697546504762796,40700
1996-11-01,4.5,-0.8838477908562895,-0.6411922756856735,-2.155001078328296,-1.4752262258145574,-2.0359539282472072,-0.1061484388325985,40700
1996-12-01,13.62,-0.1174014438496134,-0.2830579039130602,-1.9303766770663744,-2.002098761901004,-1.9166903020997923,-0.6136785439996866,40700
1997-01-01,12.9,-0.1619522077083467,-0.8659940839273779,-1.6205635528615003,-2.100604528973063,-1.809704516215308,-0.7512496496962721,40700
1997-02-01,34.92,0.8040893204899774,0.072661889989806,-0.6529186274330575,-1.6320392186243435,-1.3713688864963245,-0.4310697343260412,40700
1997-03-01,32.44,0.7203142429884862,0.4992110671936701,0.0303996376634392,-1.0697164183396757,-1.4127451346377848,-0.4717544319699973,40700
1997-04-01,4.1,-0.9361770840544024,0.3091160884908687,-0.5540822654661487,-1.0697164183396757,-1.6630353862271767,-0.5194940401590579,40700
1997-05-01,25.22,0.4504076925367342,0.0805978366996635,-0.0813598002918696,-0.5855578496226768,-1.494125091216296,-0.3795010293249781,40700
1997-06-01,46.12,1.1420436903290292,0.3969010522284936,0.5626492401462642,0.181653936338491,-0.7792565901090415,-0.1533461237260069,40700
1997-07-01,14.32,-0.0755616994716801,0.6091464374337706,0.5886629479368957,-0.0814096816165951,-0.6037535738736398,-0.0063842387379956,40700
1997-08-01,0.0,-1.9820509324231737,0.0476814478235293,-0.102886368586916,-0.1591196187665274,-0.6240728521055093,-0.0125892883669202,40700
1997-09-01,67.02,1.6568310094619445,0.5215775133067022,0.5824484395262938,0.692706396822012,0.3785791949545065,-1.0729422735724532,40700
1997-10-01,4.33,-0.9057009547731102,0.3066443848418925,0.5866533402336356,0.5652410572718163,-0.0011449727831285,-1.178589832702569,40700
1997-11-01,2.12,-1.2604428947103663,0.3538432787873992,0.1421745052849084,0.0458867945224494,-0.0374617544930817,-1.311492891893078,40700
1997-12-01,15.0,-0.0361947926082473,-1.2994870754958627,-0.5465522181562372,-0.2542558342049985,-0.0163768984068419,-1.2300237495079176,40700
1998-01-01,9.81,-0.3746401967746006,-1.0374104484750435,-0.657669357902376,-0.1538994621675297,-0.0636938602891354,-1.207714648125898,40700
1998-02-01,34.92,0.8040893204899774,0.0297759287607356,0.1277333679212931,0.0118963759633177,-0.0636938602891354,-0.9561283801020256,40700
1998-03-01,33.01,0.7399178840615176,0.4462421520833974,-0.6349725377521456,-0.2135757868329013,-0.0549368111626339,-0.9738730015336584,40700
1998-04-01,14.02,-0.093323246241632,0.5341243876689313,-0.4016588774371212,-0.2188620374550174,0.0954231510389797,-1.0025388279912522,40700
1998-05-01,16.81,0.0631493385271423,0.1315200634061682,-0.0734247023996706,0.0686932529057876,-0.031801162044246,-1.003812884552452,40700
1998-06-01,3.81,-0.9762306361269336,-0.727257661129173,-0.3208627308401486,-1.1207924629914785,-0.7181730742239901,-1.0501763606388157,40700
1998-07-01,1.71,-1.349350929905384,-1.2543431273269456,-0.510573711131807,-1.1777483169716827,-0.940260092352776,-1.0780890039514026,40700
1998-08-01,32.51,0.7227333908430559,-0.6063389959304848,-0.5689449188929222,-0.5594812159219998,-0.3849920939214385,-0.7205226604709252,40700
1998-09-01,13.04,-0.1531626023890671,-0.3113694588568775,-1.0934667822266182,-0.5968345760487513,-1.341186933133485,-0.6031314759424824,40700
1998-10-01,20.9,0.2642171170097748,0.1938688253362521,-0.9037017269879178,-0.3894168347386529,-1.0291004021014516,-0.7048166250163386,40700
1998-11-01,5.51,-0.764068489843752,-0.557933428659716,-1.2212939799714058,-0.9620923525303404,-0.9674795481371512,-0.6935862909009788,40700
1998-12-01,1.11,-1.5046020116482717,-1.011578570519724,-1.3018996625693111,-1.6850715239550524,-1.2246725398858331,-0.8338847372286234,40700
1999-01-01,3.32,-1.0486345175044591,-2.0802042529528277,-1.2535948549623412,-1.9604814549334344,-1.3493476450685569,-0.9431350453164932,40700
1999-02-01,3.1,-1.0833727860174005,-2.329268986795471,-2.2845265269347226,-2.346153453711344,-2.0100803855984224,-1.3181424075017252,40700
1999-03-01,49.12,1.223683707295219,-0.0789304260588276,-1.0607171380960825,-1.19727443201835,-1.664484690846869,-1.119158553468019,40700
1999-04-01,32.42,0.7196224508529008,0.5887358452379403,-0.7514639562616174,-0.5703123189127893,-1.297304177555846,-0.7932412397057924,40700
1999-05-01,30.82,0.6633782229811215,1.095242523626941,-0.153069219646237,-0.6025793637098128,-1.0344052214567865,-0.7304532947429339,40700
1999-06-01,8.81,-0.4529951939882237,0.3223305101669758,0.0117798029113656,-0.6843751711615539,-0.9436774287026884,-1.1591591960950092,40700
1999-07-01,4.0,-0.9497748695650796,-0.4221502140166003,0.0260139906033344,-1.027268313233274,-0.9026342782557304,-1.282307972236019,40700
1999-08-01,13.42,-0.1296166678200995,-1.068592951292149,0.2361109319001562,-0.8634035073895685,-1.2549387371133969,-1.1225718532767994,40700
1999-09-01,33.22,0.7470862672426734,-0.213365415985792,-0.0923236306773836,-0.2542558342049985,-0.8832083306514406,-1.5319003559299973,40700
1999-10-01,38.45,0.9171045897641598,0.5977602231793201,0.0354059390709946,0.3325931293076251,-0.5796366574912518,-1.1188055447151153,40700
1999-11-01,31.03,0.6708643204093375,0.9289678351178304,0.0397813348478188,0.7547966115519356,-0.1657444160086803,-0.7862637747211815,40700
1999-12-01,2.8,-1.133348665680459,0.3274624526768194,-0.0873753779155475,0.0341926856043401,-0.1393630196922063,-0.9247763677225848,40700
2000-01-01,52.2,1.3043711262195916,0.6165110212810094,0.8372466019453967,0.3544415459566803,0.5771860531558256,-0.454076429582965,40700
2000-02-01,23.5,0.3789563052799394,0.4623343983569883,1.0081064401510718,0.2383080211864863,0.8532963595822569,-0.5780312587462395,40700
2000-03-01,30.92,0.6669470593818216,0.997601117369362,0.969676287845282,0.5813257451638872,0.6075476215205501,-0.6009360120492281,40700
2000-04-01,1.24,-1.4677329650459532,-0.0757412448652118,0.2971782191741253,0.53973481343804,0.1626943589532971,-0.7425215894619183,40700
2000-05-01,30.12,0.6381878157149302,0.0934350258785114,0.2793447672450008,0.7865114298792191,0.1523255162516668,-0.5951210979902629,40700
2000-06-01,1.6,-1.3752572210752647,-0.7902970718584931,0.2557107715984988,0.3089095849720998,0.0444678588857243,-0.6193976623207283,40700
2000-07-01,0.0,-1.9820509324231737,-0.8383026008142183,-0.9414702325270872,-0.3406678562164078,-0.0162243844445789,-0.6382352247028006,40700
2000-08-01,0.8,-1.6023249763842786,-3.221570857568467,-1.6229061196882362,-0.9235817880315051,-0.2119264077950258,-0.996403281802328,40700
2000-09-01,20.7,0.2550152722174709,-1.2968860724648517,-1.9862208240482917,-0.5693611820103314,-0.4128564146259992,-0.908292390018417,40700
2000-10-01,80.62,1.940921124574284,0.9186707658611022,0.1407530025262007,-0.0581694981831121,0.2379973332283633,-0.2545787264634858,40700
2000-11-01,15.9,0.0141353065118455,1.1754543744038664,-0.1589770599851439,-0.1895100079648952,0.012682041770329,-0.1463053584826661,40700
2000-12-01,9.01,-0.4368657274340901,0.9786817160971616,1.93631008150769e-05,-0.5901415844300056,0.1061896667371782,-0.0649652078387476,40700
2001-01-01,9.02,-0.4360655635079113,-0.7536294893736194,0.1853950439338939,-0.4438635099000734,-0.5774493972379076,-0.006790979160149,40700
2001-02-01,5.51,-0.764068489843752,-1.1943469628725434,0.2789519653670836,-0.9239940502942012,-0.8887259936533773,0.0176781587957154,40700
2001-03-01,35.51,0.8234628426584423,-0.2304281662699917,0.5602599170460975,-0.2749068416634292,-0.8076009175870771,-0.1215057473535902,40700
2001-04-01,46.5,1.1525624317235683,0.6459609164953376,-0.1191090633499038,0.4909406422164187,-0.0653853214266187,0.022441414010772,40700
2001-05-01,17.11,0.0789241204442669,0.8648000025016002,-0.0929695139840602,0.7342774335136996,-0.2689832576275421,-0.1176893996580336,40700
2001-06-01,0.0,-1.9820509324231737,0.1259444838283115,-0.2919666484475493,0.4234547958625312,-0.2945247141825498,-0.2090656970740436,40700
2001-07-01,0.0,-1.9820509324231737,-1.5446114432786633,-0.5021732170594007,-1.0198834007383093,-0.2945247141825498,-0.2509069458457712,40700
2001-08-01,7.7,-0.5472781277918533,-2.3097919867974577,-0.4500393748264327,-1.1963948804161653,-0.1851776690324367,-0.3111320943058192,40700
2001-09-01,4.0,-0.9497748695650796,-1.9266221587623624,-1.2859184852441063,-1.308043364001239,-0.4535134095821126,-0.6263323737633242,40700
2001-10-01,63.6,1.58005191891718,0.3938658112765203,-0.8076495056926137,-0.2241542078859085,-0.74082603829725,-0.3542702551794807,40700
2001-11-01,22.8,0.3489099071824697,0.7019710201913942,-0.6621758488434278,0.0716818469059887,-0.6225463152182686,-0.4422419683190848,40700
2001-12-01,32.7,0.7292830706746054,1.2059148566586693,0.0785347327855322,0.0248171905105892,-0.2345230732716449,-0.1272853530295248,40700
2002-01-01,9.1,-0.4296854980009756,0.1498485662982457,0.262026319481163,-0.6474494257202842,-0.2332565846616717,-0.5854759568941907,40700
2002-02-01,6.0,-0.7111610490140736,-0.2953961100111808,0.22836424008519,-0.8678777940639903,-0.2255054045363939,-0.7796299615662163,40700
2002-03-01,47.2,1.1718010549329432,0.0939273237282558,1.0114331772049685,0.002814527146872,-0.0435874428720549,-0.5988509086666052,40700
2002-04-01,37.93,0.9008774232870536,0.7159830830639546,0.5632004359550837,0.6036419712347991,-0.1763932996025663,-0.2064580263460747,40700
2002-05-01,87.2,2.0681601865965766,1.9662897573941804,1.6155764249086788,1.6789959233315774,0.8325982347577157,0.3676190712328978,40700
2002-06-01,18.0,0.1246792307454094,1.5710150721577998,1.3950125447107422,1.849186318436458,1.067504835254854,0.5253177065914733,40700
2002-07-01,0.51,-1.7107739038219238,0.9818146308095642,1.2613976871334631,1.0398184174212812,1.074039226089167,0.5301738531474531,40700
2002-08-01,5.0,-0.8225560599312696,-1.1958069570959051,1.2456004825908,0.7888211497575718,1.0393715070183571,0.5700581168026924,40700
2002-09-01,0.6,-1.6749038437567414,-2.507249066991994,0.4422903074873831,0.3038427132982428,0.9954541804588624,0.3774187419483482,40700
2002-10-01,41.0,0.9947570060934664,-0.3310638308073755,0.499908217212359,0.7859338444453029,0.6957290328018434,-0.0161517471921728,40700
2002-11-01,2.2,-1.244311499830206,-0.4168228164023447,-1.5360963243487604,0.7307769298927763,0.4096388981130395,-0.1568688683364136,40700
2002-12-01,38.41,0.9158612415895964,0.5271386345600143,-0.9322596870402516,0.6009510947712093,0.4902601345653514,0.1421084831396424,40700
2003-01-01,5.72,-0.7410266575642631,-0.3391759709793047,-0.7941037832073321,0.0951949655641261,0.4426637466636739,0.1091018749243342,40700
2003-02-01,41.8,1.0184953993465071,0.6145226362434498,0.0564059963708126,-0.7210198370211542,0.9294131919954136,0.4649023082222767,40700
2003-03-01,75.51,1.837798880216189,1.268618611123668,1.3828762617548518,0.291312063166038,1.2899906289723408,0.8401114890295397,40700
2003-04-01,54.61,1.365495340620293,1.9610390608165424,1.5879051197632368,1.0866187482193204,1.4937045600163366,0.9141924377400206,40700
2003-05-01,41.4,1.0066618954838067,1.955908997918618,2.1362914047080848,1.5634513489478166,0.9187999768492332,1.1323191536628952,40700
2003-06-01,57.3,1.4318085238195453,1.714063224358643,2.3817460459068,2.2373133269466905,1.4150421614030635,1.6263128855352602,40700
2003-07-01,6.3,-0.6801726047964027,0.969437067843459,2.3891131819283533,1.833823847057728,1.4851559671594017,1.67899384870739,40700
2003-08-01,5.51,-0.764068489843752,0.2557513197508675,1.9079816229545352,1.873470928998312,1.4912975808177802,1.660715746398251,40700
2003-09-01,31.0,0.6697968524535612,-0.4480510168408312,1.2500289365528294,1.7843521234510822,1.8479228427172267,1.88353647379432,40700
2003-10-01,21.8,0.3049316362984581,-0.0064702746160761,0.7002912383883686,1.9761166790154607,1.624813053500295,1.536211543829428,40700
2003-11-01,53.9,1.3476619962724,0.9989848036741252,0.9175369312522748,2.116577366411376,2.2104044214261998,1.7958835940788678,40700
2003-12-01,12.7,-0.1746194022107597,0.6632008293746268,0.0869819250728593,1.349210763280273,1.925172540497222,1.6297506953777097,40700
2004-01-01,6.71,-0.6393712435920157,0.3503128247320231,0.0954115129946396,0.6865308447633013,1.936366411119196,1.6096922999874717,40700
2004-02-01,23.1,0.3618589989622036,-0.4576128397795106,0.4417234234674121,0.4101298931572615,1.7218976856163963,1.75223614971133,40700
2004-03-01,24.22,0.4092635637792604,-0.1194666493031615,0.3116242173781553,-0.1313445772842161,1.0971778425606706,1.5601524759885026,40700
2004-04-01,44.21,1.088344814870946,0.7236300148270235,0.7274534786617429,0.4845222201960257,0.963103360977972,1.6130524660925092,40700
2004-05-01,46.01,1.138988809378376,1.1298370941798783,0.5855568003414359,1.0701944172153337,1.0228724002370555,1.260224985585351,40700
2004-06-01,23.5,0.3789563052799394,1.1179077549195615,0.7786629125623655,0.966422209680508,0.5712345612724276,1.3081575994643162,40700
2004-07-01,19.7,0.208115310127993,0.6789708499389357,1.0004458813055108,0.937011470836042,0.7541121824296275,1.4733907238415562,40700
2004-08-01,3.0,-1.099679628403225,-0.343093433913706,0.6524881103005142,0.1691389355844375,0.7202556566513243,1.4563128529257852,40700
2004-09-01,16.63,0.0535954205571401,-0.5619764654472886,0.5136817912179714,0.2326874975380488,0.5228597540188548,1.592283374196563,40700
2004-10-01,35.81,0.8332361430187786,-0.0815916489205887,0.3546659306581557,0.6800534876846415,0.7153849608827868,1.5484860854812317,40700
2004-11-01,61.1,1.5223382345506675,1.1149179038689985,0.6362572926175845,1.2126964658367887,0.8121000197620702,2.033544743167369,40700
2004-12-01,21.9,0.3093876005747248,1.20123618488871,0.6072535885617638,1.1816096525976103,0.9336012981870776,1.9001532126362957,40700
2005-01-01,8.21,-0.5029026615490338,0.7175142111167571,0.3930692633510788,0.6753376992874666,0.9531972096139388,1.920394821671484,40700
2005-02-01,16.01,0.0201566782289706,-0.3455079567970089,0.6348116506274689,0.2130464516134409,0.860048675597799,1.708544577586484,40700
2005-03-01,23.82,0.3924991869284596,-0.2883366328211282,0.7628874589702834,0.2182056714355321,0.8547533389324486,1.268348343047709,40700
2005-04-01,32.81,0.7330639867837686,0.3354733707922662,0.7098968744033862,0.4251566477179437,0.7019712905383023,1.075914705091814,40700
2005-05-01,40.2,0.9707283010114496,0.822966815809097,0.3217457131429495,0.9711691242040782,0.6226736398580067,1.0651973377843649,40700
2005-06-01,3.8,-0.9776464582077532,0.4264086887300548,-0.0460958871312214,0.7891097948200566,0.3460695839067679,0.5731837953779795,40700
2005-07-01,0.4,-1.7579787621063367,-0.3981338229862613,-0.2158878131987704,0.2514514743069646,0.0624045466202701,0.5171224699658008,40700
2005-08-01,0.6,-1.6749038437567414,-2.703680726089614,-0.5748091573142995,-0.8303958290470281,0.0261739901554992,0.4701775325666757,40700
2005-09-01,4.7,-0.8588194159745111,-2.564751037774867,-1.0762051397721912,-1.192219554280181,-0.1573018382544624,0.2140532486170496,40700
2005-10-01,23.4,0.3746997311608709,-0.961086037533572,-1.35308692247168,-0.8711347216328894,-0.3545147387783762,0.2298667120168218,40700
2005-11-01,36.03,0.8403705463701108,0.1385309893733894,-1.483809985243402,-0.4812071861517578,-0.7752443601954191,0.0514662141135186,40700
2005-12-01,11.6,-0.2467724855986974,0.2994395623982436,-1.2434850149030572,-0.7151205726278116,-0.9579098650398722,0.0403541787311431,40700
2006-01-01,44.81,1.1053655774766695,0.740946306935269,-0.1258341073819105,-0.4853131293696038,-0.3346627499157854,0.4165974219352384,40700
2006-02-01,10.4,-0.3308899891138659,0.2023394351947977,0.0814211252207601,-1.0797538782228104,-0.4257758828651143,0.2931084499880365,40700
2006-03-01,17.6,0.1043032850294708,0.3392471606241852,0.3390125673786145,-0.7944336878974281,-0.5285452842174031,0.2279904758182328,40700
2006-04-01,35.7,0.829658601826274,0.1281278389663984,0.570726452988714,-0.1382731977824856,-0.4805615423294215,0.1435057761333741,40700
2006-05-01,4.5,-0.8838477908562895,-0.019633657106883,-0.0512056782074989,-0.0711428359567438,-1.1049707506129378,-0.2819090097854334,40700
2006-06-01,0.3,-1.80478117718352,-0.5229177673875852,-0.2996811202419921,-0.1469481355161723,-1.1702970152384993,-0.5301433861968602,40700
2006-07-01,15.0,-0.0361947926082473,-1.3879362713871417,-1.0483778831148567,-0.2951115540595079,-0.9029913754168752,-0.581424262149618,40700
2006-08-01,0.0,-1.9820509324231737,-1.6607067817366483,-1.35308692247168,-0.9915182277443548,-0.9137153663491346,-0.6143382223933158,40700
2006-09-01,22.7,0.3445690436696407,-0.6177687765550935,-1.2001311409420607,-0.7651197769849145,-0.6008810295232653,-0.547889012420827,40700
2006-10-01,20.4,0.2411033330697967,-0.43885199290276,-1.6830873147880925,-1.2799018725010642,-0.6517933955600304,-0.7177355123099375,40700
2006-11-01,24.3,0.4125949546750165,0.2161561935338072,-1.070846662000703,-0.9791806152628544,-0.8555276108738582,-1.1396623874099276,40700
2006-12-01,12.1,-0.2134353353484943,-0.0456739276484713,-0.7535195091820099,-1.095606148968596,-0.8466856001478389,-1.2562383676218694,40700
