date,spi_deseason
1991-06-01,1.1157712
1991-07-01,1.4959688
1991-08-01,1.4871955
1991-09-01,0.36931595
1991-10-01,0.2836268
1991-11-01,-0.04338984
1991-12-01,-0.033094488
1992-01-01,-0.8763617
1992-02-01,-0.8043506
1992-03-01,-0.9125189
1992-04-01,-0.5342049
1992-05-01,-1.1553992
1992-06-01,-0.8464162
1992-07-01,-0.07914559
1992-08-01,0.24832343
1992-09-01,0.6685665
1992-10-01,0.5593315
1992-11-01,0.94262946
1992-12-01,1.5743355
1993-01-01,1.1695219
1993-02-01,0.9419725
1993-03-01,0.6407822
1993-04-01,0.5288563
1993-05-01,0.0044590104
1993-06-01,-0.7295576
1993-07-01,-0.930949
1993-08-01,-0.98817474
1993-09-01,-1.0614098
1993-10-01,-1.4166449
1993-11-01,-0.12513918
1993-12-01,-0.8291712
1994-01-01,-0.7059461
1994-02-01,-0.58120483
1994-03-01,-0.37650865
1994-04-01,0.34679586
1994-05-01,-0.32173228
1994-06-01,0.37885407
1994-07-01,0.36191678
1994-08-01,0.27925375
1994-09-01,0.09050929
1994-10-01,-0.47209778
1994-11-01,0.0063653593
1994-12-01,0.49162504
1995-01-01,0.72391933
1995-02-01,0.5155874
1995-03-01,1.0249829
1995-04-01,0.97452056
1995-05-01,0.14172506
1995-06-01,-0.63717246
1995-07-01,-1.0323573
1995-08-01,-0.8479502
1995-09-01,1.807708
1995-10-01,1.7280676
1995-11-01,1.8562101
1995-12-01,1.6078843
1996-01-01,1.4835714
1996-02-01,1.3903873
1996-03-01,-1.166552
1996-04-01,-0.93484837
1996-05-01,-0.97723925
1996-06-01,-1.006497
1996-07-01,-0.8718561
1996-08-01,-0.8786666
1996-09-01,-1.8647307
1996-10-01,-1.5084898
1996-11-01,-1.8553088
1996-12-01,-1.6295675
1997-01-01,-1.5665588
1997-02-01,-0.88368255
1997-03-01,-0.2825274
1997-04-01,-0.71892357
1997-05-01,-0.3828697
1997-06-01,0.24245876
1997-07-01,0.50130403
1997-08-01,0.13554499
1997-09-01,0.92052996
1997-10-01,0.77322584
1997-11-01,0.44186676
1997-12-01,-0.24574304
1998-01-01,-0.60366464
1998-02-01,-0.10303058
1998-03-01,-0.9478996
1998-04-01,-0.5665002
1998-05-01,-0.37493458
1998-06-01,-0.6410532
1998-07-01,-0.59793264
1998-08-01,-0.33051357
1998-09-01,-0.7553853
1998-10-01,-0.7171292
1998-11-01,-0.9216017
1998-12-01,-1.0010905
1999-01-01,-1.1995901
1999-02-01,-2.5152905
1999-03-01,-1.3736441
1999-04-01,-0.91630524
1999-05-01,-0.45457911
1999-06-01,-0.30841067
1999-07-01,-0.061344925
1999-08-01,0.4745423
1999-09-01,0.24575786
1999-10-01,0.22197847
1999-11-01,0.33947358
1999-12-01,0.2134338
2000-01-01,0.8912513
2000-02-01,0.7773425
2000-03-01,0.65674925
2000-04-01,0.13233691
2000-05-01,-0.022165114
2000-06-01,-0.06447971
2000-07-01,-1.0288291
2000-08-01,-1.3844748
2000-09-01,-1.6481394
2000-10-01,0.32732552
2000-11-01,0.1407152
2000-12-01,0.30082855
2001-01-01,0.23939976
2001-02-01,0.048188023
2001-03-01,0.2473329
2001-04-01,-0.28395036
2001-05-01,-0.3944794
2001-06-01,-0.6121571
2001-07-01,-0.58953214
2001-08-01,-0.21160801
2001-09-01,-0.947837
2001-10-01,-0.621077
2001-11-01,-0.3624836
2001-12-01,0.37934393
2002-01-01,0.31603104
2002-02-01,-0.0023997023
2002-03-01,0.6985062
2002-04-01,0.39835915
2002-05-01,1.3140665
2002-06-01,1.0748221
2002-07-01,1.1740388
2002-08-01,1.4840318
2002-09-01,0.7803718
2002-10-01,0.68648076
2002-11-01,-1.2364041
2002-12-01,-0.63145053
2003-01-01,-0.7400991
2003-02-01,-0.17435795
2003-03-01,1.0699493
2003-04-01,1.4230639
2003-05-01,1.8347815
2003-06-01,2.0615556
2003-07-01,2.3017542
2003-08-01,2.146413
2003-09-01,1.5881104
2003-10-01,0.88686377
2003-11-01,1.2172291
2003-12-01,0.3877911
2004-01-01,0.14941622
2004-02-01,0.21095948
2004-03-01,-0.0013027954
2004-04-01,0.5626122
2004-05-01,0.28404692
2004-06-01,0.45847243
2004-07-01,0.91308695
2004-08-01,0.89091945
2004-09-01,0.8517633
2004-10-01,0.5412385
2004-11-01,0.93594956
2004-12-01,0.90806276
2005-01-01,0.44707397
2005-02-01,0.4040477
2005-03-01,0.44996044
2005-04-01,0.54505557
2005-05-01,0.02023583
2005-06-01,-0.36628637
2005-07-01,-0.30324674
2005-08-01,-0.3363778
2005-09-01,-0.73812366
2005-10-01,-1.1665144
2005-11-01,-1.1841178
2005-12-01,-0.9426758
2006-01-01,-0.07182939
2006-02-01,-0.14934282
2006-03-01,0.026085554
2006-04-01,0.40588516
2006-05-01,-0.35271555
2006-06-01,-0.6198716
2006-07-01,-1.1357368
2006-08-01,-1.1146556
2006-09-01,-0.86204964
2006-10-01,-1.4965148
2006-11-01,-0.7711544
2006-12-01,-0.45271033
2007-01-01,-1.082292
2007-02-01,-0.95102745
2007-03-01,-1.0767423
2007-04-01,-0.3482009
2007-05-01,-0.91096365
2007-06-01,-0.30987883
2007-07-01,0.09743337
2007-08-01,0.17249817
2007-09-01,-0.19563253
2007-10-01,-0.6710214
2007-11-01,0.22047865
2007-12-01,0.028286247
2008-01-01,0.009397938
2008-02-01,0.023959156
2008-03-01,0.15930112
2008-04-01,-0.19437571
2008-05-01,-0.34377775
2008-06-01,-0.41833088
2008-07-01,-0.38023233
2008-08-01,-0.4843793
2008-09-01,0.003948641
2008-10-01,0.5015084
2008-11-01,-0.07569113
2008-12-01,-0.20424205
2009-01-01,-0.384234
2009-02-01,-0.3631172
2009-03-01,-0.8923854
2009-04-01,-1.0158226
2009-05-01,-1.1130766
2009-06-01,-1.1971656
2009-07-01,-1.2504898
2009-08-01,-1.0342793
2009-09-01,1.453924
2009-10-01,0.8945144
2009-11-01,2.1869676
2009-12-01,2.2598598
2010-01-01,2.119266
2010-02-01,2.0808916
2010-03-01,0.8822494
2010-04-01,2.3972745
2010-05-01,1.990676
2010-06-01,1.828048
2010-07-01,2.0274947
2010-08-01,2.1835904
2010-09-01,1.9842435
