date,spi_deseason
1991-09-01,0.9739465
1991-10-01,0.7262539
1991-11-01,0.95174545
1991-12-01,0.2508931
1992-01-01,0.2111041
1992-02-01,-0.56752706
1992-03-01,-0.93675476
1992-04-01,-1.2185899
1992-05-01,-1.0725416
1992-06-01,-0.6100216
1992-07-01,-0.060879197
1992-08-01,-0.30415198
1992-09-01,-0.26531962
1992-10-01,-0.04910185
1992-11-01,0.2725105
1992-12-01,1.2996479
1993-01-01,1.3113744
1993-02-01,1.3814138
1993-03-01,0.9103446
1993-04-01,0.4354709
1993-05-01,0.14478718
1993-06-01,0.3756974
1993-07-01,0.31456006
1993-08-01,0.026400393
1993-09-01,-1.3525985
1993-10-01,-1.8153214
1993-11-01,-0.9237269
1993-12-01,-0.8307435
1994-01-01,-0.7145947
1994-02-01,-0.5088949
1994-03-01,-1.0372711
1994-04-01,-0.5691238
1994-05-01,-0.3944134
1994-06-01,0.29291132
1994-07-01,0.5558226
1994-08-01,-0.15550672
1994-09-01,-0.28790098
1994-10-01,-0.41670313
1994-11-01,-0.0045696124
1994-12-01,0.9127791
1995-01-01,0.8844421
1995-02-01,0.59146744
1995-03-01,0.34136915
1995-04-01,0.17372116
1995-05-01,-0.03274808
1995-06-01,0.42642096
1995-07-01,0.5207618
1995-08-01,-0.001624086
1995-09-01,1.4640661
1995-10-01,1.0375003
1995-11-01,1.0340728
1995-12-01,0.8406576
1996-01-01,0.99354243
1996-02-01,1.1958882
1996-03-01,1.1254387
1996-04-01,1.0475789
1996-05-01,0.88796073
1996-06-01,-1.5745007
1996-07-01,-1.376122
1996-08-01,-1.3350352
1996-09-01,-1.5933766
1996-10-01,-1.3290792
1996-11-01,-1.6389979
1996-12-01,-1.9708614
1997-01-01,-1.908281
1997-02-01,-1.2549086
1997-03-01,-0.90399146
1997-04-01,-1.2079109
1997-05-01,-1.0982387
1997-06-01,-0.22973761
1997-07-01,-0.08871994
1997-08-01,0.16024256
1997-09-01,0.8990898
1997-10-01,0.50642765
1997-11-01,-0.11788484
1997-12-01,-0.22301848
1998-01-01,0.03842407
1998-02-01,0.38902703
1998-03-01,-0.047850806
1998-04-01,-0.3570565
1998-05-01,-0.44398758
1998-06-01,-1.532184
1998-07-01,-1.1850586
1998-08-01,-0.24011904
1998-09-01,-0.39045116
1998-10-01,-0.44823024
1998-11-01,-1.125864
1998-12-01,-1.6538342
1999-01-01,-1.768158
1999-02-01,-1.9690228
1999-03-01,-1.0315495
1999-04-01,-0.70850676
1999-05-01,-1.1152602
1999-06-01,-1.0957667
1999-07-01,-1.0345786
1999-08-01,-0.54404134
1999-09-01,-0.04787241
1999-10-01,0.27377972
1999-11-01,0.591025
1999-12-01,0.06543004
2000-01-01,0.5467651
2000-02-01,0.6154387
2000-03-01,0.7470507
2000-04-01,0.40154034
2000-05-01,0.2738306
2000-06-01,-0.102481954
2000-07-01,-0.34797812
2000-08-01,-0.6042196
2000-09-01,-0.36297774
2000-10-01,-0.1169829
2000-11-01,-0.35328165
2000-12-01,-0.55890423
2001-01-01,-0.25153998
2001-02-01,-0.5468634
2001-03-01,-0.10918186
2001-04-01,0.35274616
2001-05-01,0.22159661
2001-06-01,0.0120632555
2001-07-01,-1.0271937
2001-08-01,-0.8770327
2001-09-01,-1.1016599
2001-10-01,-0.2829676
2001-11-01,-0.09208979
2001-12-01,0.056054544
2002-01-01,-0.4551259
2002-02-01,-0.49074712
2002-03-01,0.16853951
2002-04-01,0.46544752
2002-05-01,1.1663151
2002-06-01,1.4377948
2002-07-01,1.0325081
2002-08-01,1.1081833
2002-09-01,0.51022613
2002-10-01,0.72712046
2002-11-01,0.5670053
2002-12-01,0.63218844
2003-01-01,0.2875185
2003-02-01,-0.34388918
2003-03-01,0.45703703
2003-04-01,0.9484243
2003-05-01,1.0507705
2003-06-01,1.8259218
2003-07-01,1.8265135
2003-08-01,2.1928332
2003-09-01,1.9907355
2003-10-01,1.9173033
2003-11-01,1.9528058
2003-12-01,1.3804481
2004-01-01,0.8788544
2004-02-01,0.78726053
2004-03-01,0.034380402
2004-04-01,0.34632775
2004-05-01,0.5575136
2004-06-01,0.55503064
