"40701"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "2", "0.49", "1.96"
"-3.1", "1", "0.24", "3.92"
"-2.9", "1", "0.24", "5.88"
"-2.7", "1", "0.24", "7.84"
"-2.4", "1", "0.24", "9.8"
"-2.3", "3", "0.73", "11.76"
"-2.2", "1", "0.24", "13.73"
"-2.1", "2", "0.49", "15.69"
"-2", "2", "0.49", "17.65"
"-1.9", "1", "0.24", "19.61"
"-1.8", "6", "1.46", "21.57"
"-1.7", "6", "1.46", "23.53"
"-1.6", "5", "1.21", "25.49"
"-1.5", "5", "1.21", "27.45"
"-1.4", "9", "2.18", "29.41"
"-1.3", "8", "1.94", "31.37"
"-1.2", "9", "2.18", "33.33"
"-1.1", "6", "1.46", "35.29"
"-1", "7", "1.7", "37.25"
"-0.9", "7", "1.7", "39.22"
"-0.8", "7", "1.7", "41.18"
"-0.7", "12", "2.91", "43.14"
"-0.6", "14", "3.4", "45.1"
"-0.5", "17", "4.13", "47.06"
"-0.4", "16", "3.88", "49.02"
"-0.3", "12", "2.91", "50.98"
"-0.2", "16", "3.88", "52.94"
"-0.1", "13", "3.16", "54.9"
"0", "21", "5.1", "56.86"
"0.1", "11", "2.67", "58.82"
"0.2", "10", "2.43", "60.78"
"0.3", "17", "4.13", "62.75"
"0.4", "19", "4.61", "64.71"
"0.5", "16", "3.88", "66.67"
"0.6", "19", "4.61", "68.63"
"0.7", "13", "3.16", "70.59"
"0.8", "10", "2.43", "72.55"
"0.9", "9", "2.18", "74.51"
"1", "10", "2.43", "76.47"
"1.1", "14", "3.4", "78.43"
"1.2", "7", "1.7", "80.39"
"1.3", "8", "1.94", "82.35"
"1.4", "10", "2.43", "84.31"
"1.5", "10", "2.43", "86.27"
"1.6", "5", "1.21", "88.24"
"1.7", "3", "0.73", "90.2"
"1.8", "3", "0.73", "92.16"
"2", "3", "0.73", "94.12"
"2.1", "1", "0.24", "96.08"
"2.2", "2", "0.49", "98.04"
"2.4", "1", "0.24", "100"
