"40717"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"04/01/1991", "02/01/1992", "10", "-1.15", "-8.18", "-0.82", "-0.82"
"01/01/1996", "04/01/1996", "3", "-1.07", "-2.19", "-0.73", "-0.59"
"04/01/1997", "04/01/1998", "12", "-1.61", "-10.74", "-0.89", "-0.8"
"03/01/1999", "04/01/2002", "37", "-2.49", "-41.22", "-1.11", "-1.21"
"02/01/2007", "04/01/2007", "2", "-1.02", "-1.62", "-0.81", "-0.81"
"04/01/2008", "12/01/2009", "20", "-2.23", "-27.95", "-1.4", "-1.44"
"01/01/2011", "03/01/2012", "14", "-1.58", "-14.09", "-1.01", "-1.11"
"06/01/2013", "10/01/2015", "28", "-2.04", "-26.43", "-0.94", "-0.71"
"01/01/2020", "04/01/2020", "3", "-1.09", "-2.21", "-0.74", "-0.63"
"11/01/2021", "04/01/2022", "5", "-2.49", "-5.56", "-1.11", "-0.82"
"02/01/2023", "01/01/2024", "11", "-1.62", "-7.21", "-0.66", "-0.5"
