"40726"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"10/01/1990", "06/01/1991", "8", "-1.4", "-6.39", "-0.8", "-0.95"
"12/01/1995", "04/01/1996", "4", "-1.37", "-2.17", "-0.54", "-0.32"
"11/01/1998", "12/01/2000", "25", "-2.1", "-26.97", "-1.08", "-0.86"
"06/01/2001", "12/01/2001", "6", "-1.37", "-6.36", "-1.06", "-1.14"
"08/01/2005", "10/01/2005", "2", "-1.55", "-2.1", "-1.05", "-1.05"
"01/01/2006", "04/01/2006", "3", "-1.07", "-1.47", "-0.49", "-0.28"
"10/01/2007", "10/01/2008", "12", "-2.21", "-16.39", "-1.37", "-1.2"
"04/01/2009", "08/01/2009", "4", "-1.13", "-3.3", "-0.83", "-0.89"
"11/01/2010", "05/01/2011", "6", "-2.32", "-8.62", "-1.44", "-1.4"
"04/01/2012", "10/01/2012", "6", "-1.1", "-4.39", "-0.73", "-0.74"
"06/01/2015", "10/01/2015", "4", "-1.06", "-3.64", "-0.91", "-0.9"
"10/01/2016", "02/01/2018", "16", "-1.99", "-16.93", "-1.06", "-1.04"
"10/01/2020", "11/01/2020", "1", "-2.21", "-2.21", "-2.21", "-2.21"
"08/01/2021", "12/01/2021", "4", "-1.65", "-4.21", "-1.05", "-1.05"
"08/01/2022", "11/01/2022", "3", "-1.14", "-2.84", "-0.95", "-0.93"
"01/01/2023", "08/01/2023", "7", "-1.06", "-4.4", "-0.63", "-0.64"
