"40700"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"09/01/1990", "02/01/1991", "5", "-1.73", "-3.49", "-0.7", "-0.55"
"03/01/1992", "06/01/1992", "3", "-2.08", "-3.75", "-1.25", "-0.96"
"10/01/1993", "12/01/1993", "2", "-1.96", "-2.13", "-1.07", "-1.07"
"09/01/1994", "12/01/1994", "3", "-1.93", "-3.59", "-1.2", "-1.47"
"12/01/1997", "02/01/1998", "2", "-2.3", "-3.6", "-1.8", "-1.8"
"12/01/1998", "04/01/1999", "4", "-3.17", "-8.07", "-2.02", "-2.27"
"08/01/2000", "10/01/2000", "2", "-1.71", "-2.01", "-1.01", "-1.01"
"02/01/2001", "04/01/2001", "2", "-1.55", "-2.14", "-1.07", "-1.07"
"07/01/2001", "10/01/2001", "3", "-1.58", "-3.35", "-1.12", "-0.98"
"04/01/2008", "07/01/2008", "3", "-1.51", "-2.35", "-0.78", "-0.83"
"05/01/2017", "10/01/2017", "5", "-1.98", "-7.01", "-1.4", "-1.39"
"07/01/2019", "09/01/2019", "2", "-1.71", "-2.63", "-1.32", "-1.32"
"08/01/2021", "03/01/2022", "7", "-3.85", "-9.44", "-1.35", "-0.92"
"03/01/2023", "06/01/2023", "3", "-2.42", "-5.33", "-1.78", "-2.3"
