"40726"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"01/01/1991", "09/01/1991", "8", "-1.72", "-4.45", "-0.56", "-0.36"
"12/01/1998", "01/01/2002", "37", "-1.92", "-39.71", "-1.07", "-0.99"
"11/01/2005", "05/01/2006", "6", "-1.8", "-4.28", "-0.71", "-0.5"
"01/01/2008", "10/01/2008", "9", "-2.02", "-11.24", "-1.25", "-1.26"
"07/01/2009", "11/01/2009", "4", "-1.15", "-3.18", "-0.79", "-0.85"
"12/01/2010", "08/01/2011", "8", "-1.12", "-5.41", "-0.68", "-0.67"
"07/01/2012", "11/01/2012", "4", "-1.01", "-3.32", "-0.83", "-0.88"
"10/01/2013", "01/01/2014", "3", "-1.14", "-1.88", "-0.63", "-0.52"
"09/01/2015", "12/01/2015", "3", "-1.07", "-1.95", "-0.65", "-0.53"
"01/01/2017", "02/01/2018", "13", "-1.56", "-15.12", "-1.16", "-1.21"
"08/01/2021", "01/01/2022", "5", "-1.7", "-4.57", "-0.91", "-0.93"
