"40717"
"date", "spi1", "spi3", "spi6", "spi9", "spi12", "spi24"
"01/01/1990", "0.86", "-99", "-99", "-99", "-99", "-99"
"02/01/1990", "-0.06", "-99", "-99", "-99", "-99", "-99"
"03/01/1990", "0.3", "0.39", "-99", "-99", "-99", "-99"
"04/01/1990", "1.31", "1.02", "-99", "-99", "-99", "-99"
"05/01/1990", "-0.04", "0.93", "-99", "-99", "-99", "-99"
"06/01/1990", "-1.09", "0.64", "0.66", "-99", "-99", "-99"
"07/01/1990", "-0.93", "-0.89", "0.31", "-99", "-99", "-99"
"08/01/1990", "-0.63", "-2.29", "0.31", "-99", "-99", "-99"
"09/01/1990", "-1.05", "-1.89", "0.13", "0.25", "-99", "-99"
"10/01/1990", "-0.66", "-1.34", "-1.99", "-0.23", "-99", "-99"
"11/01/1990", "0.69", "0.02", "-0.75", "0.17", "-99", "-99"
"12/01/1990", "0.53", "0.34", "-0.23", "0.24", "0.36", "-99"
"01/01/1991", "-1.21", "0.29", "-0.37", "-1.05", "-0.11", "-99"
"02/01/1991", "-0.89", "-0.8", "-0.64", "-1.24", "-0.31", "-99"
"03/01/1991", "0.67", "-0.84", "-0.21", "-0.67", "-0.19", "-99"
"04/01/1991", "-0.15", "-0.38", "-0.08", "-0.57", "-1.1", "-99"
"05/01/1991", "-0.04", "0.02", "-0.45", "-0.46", "-0.97", "-99"
"06/01/1991", "-0.21", "-0.44", "-0.84", "-0.46", "-0.85", "-99"
"07/01/1991", "-0.45", "-0.63", "-0.77", "-0.39", "-0.84", "-99"
"08/01/1991", "-0.63", "-0.91", "-0.44", "-0.82", "-0.77", "-99"
"09/01/1991", "-1.05", "-1.57", "-0.91", "-1.23", "-0.79", "-99"
"10/01/1991", "0.25", "-0.41", "-1.1", "-0.98", "-0.64", "-99"
"11/01/1991", "-0.5", "-0.66", "-1.27", "-0.84", "-1.15", "-99"
"12/01/1991", "1.74", "0.68", "0.19", "-0.29", "-0.7", "-0.26"
"01/01/1992", "0.33", "0.71", "0.4", "-0.08", "-0.37", "-0.4"
"02/01/1992", "1.06", "1.74", "0.88", "0.45", "0.31", "-0.04"
"03/01/1992", "-0.77", "0.39", "0.69", "0.3", "-0.12", "-0.28"
"04/01/1992", "0.2", "0.28", "0.65", "0.42", "0.08", "-0.73"
"05/01/1992", "0.88", "0.15", "1.21", "0.69", "0.39", "-0.46"
"06/01/1992", "1.49", "1.07", "1.02", "1.09", "0.85", "-0.02"
"07/01/1992", "-0.93", "1.22", "0.9", "1", "0.83", "-0.02"
"08/01/1992", "0.82", "0.98", "0.56", "1.4", "0.91", "0.09"
"09/01/1992", "-0.07", "-0.31", "0.79", "0.81", "0.95", "0.11"
"10/01/1992", "-3.16", "-1.4", "0.36", "0.34", "0.65", "-0.04"
"11/01/1992", "0.67", "-0.35", "0.26", "0.2", "1.06", "-0.03"
"12/01/1992", "-0.08", "-0.32", "-0.61", "0.37", "0.48", "-0.17"
"01/01/1993", "-0.47", "0.15", "-0.55", "0.26", "0.29", "-0.1"
"02/01/1993", "-0.84", "-0.98", "-1.05", "-0.47", "-0.36", "-0.08"
"03/01/1993", "1.47", "0.24", "-0.18", "-0.38", "0.41", "0.15"
"04/01/1993", "-0.03", "0.28", "0.22", "-0.26", "0.34", "0.21"
"05/01/1993", "0.45", "0.78", "0.08", "-0.19", "0.12", "0.28"
"06/01/1993", "0.23", "0.05", "0.11", "-0.15", "-0.33", "0.34"
"07/01/1993", "-0.07", "0.09", "0.17", "0.15", "-0.27", "0.36"
