"40708"
"spi", "frequency", "percentage", "rankingpercentile"
"-3", "1", "0.24", "1.92"
"-2.5", "1", "0.24", "3.85"
"-2.4", "1", "0.24", "5.77"
"-2.3", "1", "0.24", "7.69"
"-2.2", "3", "0.73", "9.62"
"-2.1", "1", "0.24", "11.54"
"-2", "3", "0.73", "13.46"
"-1.9", "5", "1.21", "15.38"
"-1.8", "6", "1.46", "17.31"
"-1.7", "3", "0.73", "19.23"
"-1.6", "4", "0.97", "21.15"
"-1.5", "6", "1.46", "23.08"
"-1.4", "9", "2.18", "25"
"-1.3", "7", "1.7", "26.92"
"-1.2", "7", "1.7", "28.85"
"-1.1", "6", "1.46", "30.77"
"-1", "7", "1.7", "32.69"
"-0.9", "8", "1.94", "34.62"
"-0.8", "10", "2.43", "36.54"
"-0.7", "15", "3.64", "38.46"
"-0.6", "6", "1.46", "40.38"
"-0.5", "15", "3.64", "42.31"
"-0.4", "12", "2.91", "44.23"
"-0.3", "16", "3.88", "46.15"
"-0.2", "20", "4.85", "48.08"
"-0.1", "18", "4.37", "50"
"0", "19", "4.61", "51.92"
"0.1", "18", "4.37", "53.85"
"0.2", "23", "5.58", "55.77"
"0.3", "16", "3.88", "57.69"
"0.4", "13", "3.16", "59.62"
"0.5", "15", "3.64", "61.54"
"0.6", "12", "2.91", "63.46"
"0.7", "16", "3.88", "65.38"
"0.8", "11", "2.67", "67.31"
"0.9", "17", "4.13", "69.23"
"1", "7", "1.7", "71.15"
"1.1", "5", "1.21", "73.08"
"1.2", "4", "0.97", "75"
"1.3", "7", "1.7", "76.92"
"1.4", "5", "1.21", "78.85"
"1.5", "5", "1.21", "80.77"
"1.6", "1", "0.24", "82.69"
"1.7", "7", "1.7", "84.62"
"1.8", "4", "0.97", "86.54"
"1.9", "3", "0.73", "88.46"
"2", "6", "1.46", "90.38"
"2.1", "1", "0.24", "92.31"
"2.2", "2", "0.49", "94.23"
"2.3", "2", "0.49", "96.15"
"2.4", "1", "0.24", "98.08"
"2.6", "1", "0.24", "100"
