"40704"
"date", "spi1", "spi3", "spi6", "spi9", "spi12", "spi24"
"01/01/1990", "1.23", "-99", "-99", "-99", "-99", "-99"
"02/01/1990", "-0.41", "-99", "-99", "-99", "-99", "-99"
"03/01/1990", "0.2", "0.41", "-99", "-99", "-99", "-99"
"04/01/1990", "0.84", "0.36", "-99", "-99", "-99", "-99"
"05/01/1990", "-0.97", "-0.02", "-99", "-99", "-99", "-99"
"06/01/1990", "-0.81", "-0.48", "-0.19", "-99", "-99", "-99"
"07/01/1990", "-1.23", "-1.53", "-0.75", "-99", "-99", "-99"
"08/01/1990", "-1.15", "-1.69", "-0.65", "-99", "-99", "-99"
"09/01/1990", "-0.93", "-3.49", "-1.2", "-0.73", "-99", "-99"
"10/01/1990", "0.37", "-0.34", "-1.79", "-1.07", "-99", "-99"
"11/01/1990", "-1.28", "-0.89", "-1.77", "-1.28", "-99", "-99"
"12/01/1990", "0.5", "-0.3", "-1.01", "-1.25", "-0.92", "-99"
"01/01/1991", "-1.4", "-1.21", "-1.22", "-2.06", "-1.49", "-99"
"02/01/1991", "0.26", "-0.3", "-1.03", "-1.58", "-1.27", "-99"
"03/01/1991", "1.79", "0.8", "0.18", "-0.41", "-0.71", "-99"
"04/01/1991", "-1.04", "0.47", "-0.38", "-0.67", "-1.55", "-99"
"05/01/1991", "0.37", "0.54", "0.25", "-0.47", "-1.07", "-99"
"06/01/1991", "1.4", "0.56", "0.8", "0.46", "-0.01", "-99"
"07/01/1991", "0.13", "1.01", "0.97", "0.34", "0.09", "-99"
"08/01/1991", "-0.3", "1", "0.88", "0.64", "0.1", "-99"
"09/01/1991", "-0.93", "-1", "0.1", "0.45", "0.09", "-99"
"10/01/1991", "0.18", "-0.47", "0.56", "0.66", "0.03", "-99"
"11/01/1991", "0.26", "-0.22", "0.43", "0.61", "0.38", "-99"
"12/01/1991", "1.31", "0.6", "0.1", "0.39", "0.65", "-0.21"
"01/01/1992", "-0.49", "0.5", "-0.03", "0.62", "0.73", "-0.5"
"02/01/1992", "0.15", "0.54", "0.04", "0.53", "0.69", "-0.41"
"03/01/1992", "-0.55", "-0.73", "0.02", "-0.4", "0.02", "-0.56"
"04/01/1992", "-0.44", "-0.72", "-0.21", "-0.56", "0.18", "-0.95"
"05/01/1992", "0.65", "-0.14", "0.12", "-0.22", "0.34", "-0.61"
"06/01/1992", "1.36", "0.89", "0.37", "0.63", "0.29", "0.12"
"07/01/1992", "0.41", "1.18", "0.49", "0.59", "0.32", "0.22"
"08/01/1992", "0.47", "1.14", "0.53", "0.63", "0.39", "0.28"
"09/01/1992", "-0.2", "-0.11", "0.69", "0.21", "0.46", "0.32"
"10/01/1992", "-0.88", "-0.87", "0.59", "0.02", "0.18", "0.08"
"11/01/1992", "1.01", "0.11", "0.76", "0.44", "0.55", "0.57"
