"40700"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "2", "0.49", "2"
"-3.8", "1", "0.24", "4"
"-3.2", "1", "0.24", "6"
"-2.6", "1", "0.24", "8"
"-2.4", "1", "0.24", "10"
"-2.3", "2", "0.49", "12"
"-2.1", "1", "0.24", "14"
"-2", "2", "0.49", "16"
"-1.9", "2", "0.49", "18"
"-1.7", "3", "0.73", "20"
"-1.6", "3", "0.73", "22"
"-1.5", "7", "1.7", "24"
"-1.4", "8", "1.94", "26"
"-1.3", "10", "2.43", "28"
"-1.2", "15", "3.64", "30"
"-1.1", "10", "2.43", "32"
"-1", "4", "0.97", "34"
"-0.9", "16", "3.88", "36"
"-0.8", "9", "2.18", "38"
"-0.7", "8", "1.94", "40"
"-0.6", "17", "4.13", "42"
"-0.5", "12", "2.91", "44"
"-0.4", "14", "3.4", "46"
"-0.3", "23", "5.58", "48"
"-0.2", "11", "2.67", "50"
"-0.1", "12", "2.91", "52"
"0", "15", "3.64", "54"
"0.1", "18", "4.37", "56"
"0.2", "20", "4.85", "58"
"0.3", "20", "4.85", "60"
"0.4", "18", "4.37", "62"
"0.5", "15", "3.64", "64"
"0.6", "8", "1.94", "66"
"0.7", "8", "1.94", "68"
"0.8", "15", "3.64", "70"
"0.9", "8", "1.94", "72"
"1", "10", "2.43", "74"
"1.1", "6", "1.46", "76"
"1.2", "9", "2.18", "78"
"1.3", "6", "1.46", "80"
"1.4", "6", "1.46", "82"
"1.5", "5", "1.21", "84"
"1.6", "10", "2.43", "86"
"1.7", "4", "0.97", "88"
"1.9", "5", "1.21", "90"
"2", "2", "0.49", "92"
"2.1", "2", "0.49", "94"
"2.2", "1", "0.24", "96"
"2.3", "4", "0.97", "98"
"2.4", "2", "0.49", "100"
