"40717"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "2", "0.49", "1.96"
"-2.9", "1", "0.24", "3.92"
"-2.8", "1", "0.24", "5.88"
"-2.7", "1", "0.24", "7.84"
"-2.3", "6", "1.46", "9.8"
"-2.2", "1", "0.24", "11.76"
"-2.1", "4", "0.97", "13.73"
"-2", "1", "0.24", "15.69"
"-1.9", "4", "0.97", "17.65"
"-1.8", "3", "0.73", "19.61"
"-1.7", "5", "1.21", "21.57"
"-1.6", "3", "0.73", "23.53"
"-1.5", "3", "0.73", "25.49"
"-1.4", "5", "1.21", "27.45"
"-1.3", "4", "0.97", "29.41"
"-1.2", "5", "1.21", "31.37"
"-1.1", "10", "2.43", "33.33"
"-1", "9", "2.18", "35.29"
"-0.9", "12", "2.91", "37.25"
"-0.8", "17", "4.13", "39.22"
"-0.7", "13", "3.16", "41.18"
"-0.6", "10", "2.43", "43.14"
"-0.5", "10", "2.43", "45.1"
"-0.4", "16", "3.88", "47.06"
"-0.3", "13", "3.16", "49.02"
"-0.2", "15", "3.64", "50.98"
"-0.1", "11", "2.67", "52.94"
"0", "24", "5.83", "54.9"
"0.1", "16", "3.88", "56.86"
"0.2", "23", "5.58", "58.82"
"0.3", "16", "3.88", "60.78"
"0.4", "13", "3.16", "62.75"
"0.5", "13", "3.16", "64.71"
"0.6", "11", "2.67", "66.67"
"0.7", "13", "3.16", "68.63"
"0.8", "8", "1.94", "70.59"
"0.9", "11", "2.67", "72.55"
"1", "11", "2.67", "74.51"
"1.1", "14", "3.4", "76.47"
"1.2", "15", "3.64", "78.43"
"1.3", "10", "2.43", "80.39"
"1.4", "6", "1.46", "82.35"
"1.5", "5", "1.21", "84.31"
"1.6", "3", "0.73", "86.27"
"1.7", "2", "0.49", "88.24"
"1.8", "1", "0.24", "90.2"
"1.9", "3", "0.73", "92.16"
"2", "3", "0.73", "94.12"
"2.1", "3", "0.73", "96.08"
"2.3", "2", "0.49", "98.04"
"2.7", "1", "0.24", "100"
