"40706"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"06/01/1990", "07/01/1991", "13", "-3.34", "-20.52", "-1.58", "-1.47"
"12/01/1995", "09/01/1996", "9", "-1.79", "-8.01", "-0.89", "-0.84"
"01/01/1999", "10/01/1999", "9", "-1.47", "-9.64", "-1.07", "-1.08"
"04/01/2000", "11/01/2000", "7", "-1.74", "-7.87", "-1.12", "-1.14"
"04/01/2001", "11/01/2001", "7", "-1.58", "-8.66", "-1.24", "-1.21"
"11/01/2002", "03/01/2003", "4", "-1.27", "-1.67", "-0.42", "-0.19"
"10/01/2003", "04/01/2004", "6", "-1.61", "-6.63", "-1.1", "-1.12"
"11/01/2005", "01/01/2006", "2", "-1.28", "-2.49", "-1.25", "-1.25"
"08/01/2006", "10/01/2006", "2", "-1.42", "-2.48", "-1.24", "-1.24"
"01/01/2008", "10/01/2008", "9", "-2.65", "-17.38", "-1.93", "-1.98"
"04/01/2009", "10/01/2009", "6", "-1.71", "-5.41", "-0.9", "-0.72"
"11/01/2010", "05/01/2011", "6", "-2.54", "-10.95", "-1.82", "-2.04"
"04/01/2012", "11/01/2012", "7", "-1.39", "-5.96", "-0.85", "-0.93"
"10/01/2017", "01/01/2018", "3", "-1.02", "-1.18", "-0.39", "-0.1"
"11/01/2019", "04/01/2020", "5", "-1.23", "-2.94", "-0.59", "-0.38"
"07/01/2022", "01/01/2024", "18", "-1.72", "-16.08", "-0.89", "-0.96"
