"40706"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"07/01/1990", "07/01/1991", "12", "-3.21", "-14.17", "-1.18", "-0.94"
"12/01/1995", "06/01/1996", "6", "-1.75", "-4.17", "-0.69", "-0.45"
"10/01/2003", "04/01/2004", "6", "-1.74", "-5.32", "-0.89", "-0.63"
"10/01/2004", "01/01/2005", "3", "-1.84", "-2.77", "-0.92", "-0.62"
"07/01/2006", "10/01/2006", "3", "-3.04", "-7.29", "-2.43", "-2.29"
"02/01/2007", "04/01/2007", "2", "-1.92", "-2.03", "-1.01", "-1.01"
"04/01/2008", "08/01/2008", "4", "-2.92", "-8.37", "-2.09", "-2.26"
"01/01/2009", "03/01/2009", "2", "-1.74", "-3.4", "-1.7", "-1.7"
"11/01/2010", "04/01/2011", "5", "-3.08", "-9.24", "-1.85", "-1.9"
"03/01/2017", "04/01/2017", "1", "-2.82", "-2.82", "-2.82", "-2.82"
"04/01/2022", "07/01/2022", "3", "-2.14", "-3.68", "-1.23", "-0.92"
