"40700"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"04/01/1992", "11/01/1992", "7", "-1.29", "-3.77", "-0.54", "-0.34"
"09/01/1993", "06/01/1994", "9", "-1.92", "-8.46", "-0.94", "-0.82"
"06/01/1996", "08/01/1997", "14", "-1.95", "-18.12", "-1.29", "-1.4"
"06/01/1998", "10/01/1999", "16", "-1.92", "-16.35", "-1.02", "-1.1"
"07/01/2001", "12/01/2001", "5", "-1.12", "-3.59", "-0.72", "-1"
"09/01/2005", "12/01/2007", "27", "-1.72", "-20.45", "-0.76", "-0.68"
"05/01/2009", "09/01/2009", "4", "-1.42", "-4.72", "-1.18", "-1.11"
"04/01/2013", "06/01/2013", "2", "-1.15", "-1.87", "-0.94", "-0.94"
"06/01/2014", "02/01/2015", "8", "-1.91", "-7.89", "-0.99", "-1.28"
"06/01/2017", "06/01/2018", "12", "-1.86", "-12.1", "-1.01", "-1.12"
"01/01/2020", "08/01/2020", "7", "-1.54", "-5.84", "-0.83", "-0.86"
"11/01/2021", "09/01/2023", "22", "-2.64", "-31.99", "-1.45", "-1.31"
