"40716"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"10/01/1990", "02/01/1991", "4", "-1.25", "-3.11", "-0.78", "-0.77"
"11/01/1991", "12/01/1991", "1", "-1.03", "-1.03", "-1.03", "-1.03"
"09/01/1994", "11/01/1994", "2", "-1.24", "-2.21", "-1.11", "-1.11"
"11/01/1995", "05/01/1996", "6", "-2.33", "-8.43", "-1.41", "-1.51"
"04/01/1997", "06/01/1997", "2", "-1.19", "-1.72", "-0.86", "-0.86"
"02/01/1999", "03/01/2000", "13", "-1.96", "-15.09", "-1.16", "-1.34"
"05/01/2001", "12/01/2001", "7", "-1.98", "-9.41", "-1.34", "-1.27"
"10/01/2003", "01/01/2004", "3", "-1.82", "-2.81", "-0.94", "-0.97"
"01/01/2008", "10/01/2008", "9", "-2.27", "-12.97", "-1.44", "-1.41"
"02/01/2009", "09/01/2009", "7", "-2", "-8.22", "-1.17", "-1.14"
"11/01/2010", "06/01/2011", "7", "-2.34", "-10.5", "-1.5", "-1.6"
"04/01/2013", "06/01/2014", "14", "-1.4", "-10.32", "-0.74", "-0.83"
"04/01/2015", "10/01/2015", "6", "-1.57", "-8.32", "-1.39", "-1.43"
"06/01/2017", "02/01/2018", "8", "-2.58", "-7.54", "-0.94", "-0.79"
"10/01/2020", "11/01/2020", "1", "-1.24", "-1.24", "-1.24", "-1.24"
"05/01/2021", "12/01/2021", "7", "-2.45", "-10.38", "-1.48", "-1.4"
"04/01/2022", "05/01/2023", "13", "-1.67", "-13.86", "-1.07", "-1.2"
