"40701"
"spi", "frequency", "percentage", "rankingpercentile"
"-4.1", "1", "0.24", "1.96"
"-2.8", "3", "0.73", "3.92"
"-2.5", "1", "0.24", "5.88"
"-2.3", "3", "0.73", "7.84"
"-2.2", "1", "0.24", "9.8"
"-2.1", "3", "0.73", "11.76"
"-1.9", "5", "1.21", "13.73"
"-1.8", "2", "0.49", "15.69"
"-1.7", "3", "0.73", "17.65"
"-1.6", "3", "0.73", "19.61"
"-1.5", "5", "1.21", "21.57"
"-1.4", "5", "1.21", "23.53"
"-1.3", "10", "2.43", "25.49"
"-1.2", "8", "1.94", "27.45"
"-1.1", "7", "1.7", "29.41"
"-1", "7", "1.7", "31.37"
"-0.9", "8", "1.94", "33.33"
"-0.8", "12", "2.91", "35.29"
"-0.7", "10", "2.43", "37.25"
"-0.6", "9", "2.18", "39.22"
"-0.5", "15", "3.64", "41.18"
"-0.4", "21", "5.1", "43.14"
"-0.3", "15", "3.64", "45.1"
"-0.2", "12", "2.91", "47.06"
"-0.1", "19", "4.61", "49.02"
"0", "13", "3.16", "50.98"
"0.1", "22", "5.34", "52.94"
"0.2", "21", "5.1", "54.9"
"0.3", "16", "3.88", "56.86"
"0.4", "10", "2.43", "58.82"
"0.5", "17", "4.13", "60.78"
"0.6", "12", "2.91", "62.75"
"0.7", "11", "2.67", "64.71"
"0.8", "15", "3.64", "66.67"
"0.9", "14", "3.4", "68.63"
"1", "17", "4.13", "70.59"
"1.1", "7", "1.7", "72.55"
"1.2", "12", "2.91", "74.51"
"1.3", "4", "0.97", "76.47"
"1.4", "7", "1.7", "78.43"
"1.5", "7", "1.7", "80.39"
"1.6", "3", "0.73", "82.35"
"1.7", "4", "0.97", "84.31"
"1.8", "2", "0.49", "86.27"
"1.9", "2", "0.49", "88.24"
"2", "1", "0.24", "90.2"
"2.1", "2", "0.49", "92.16"
"2.2", "1", "0.24", "94.12"
"2.3", "2", "0.49", "96.08"
"2.6", "1", "0.24", "98.04"
"2.7", "1", "0.24", "100"
