"40704"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"05/01/1995", "06/01/1995", "1", "-1.51", "-1.51", "-1.51", "-1.51"
"11/01/1995", "02/01/1996", "3", "-1.64", "-3.29", "-1.1", "-1.45"
"04/01/1997", "06/01/1997", "2", "-1.53", "-1.68", "-0.84", "-0.84"
"12/01/1999", "01/01/2000", "1", "-1.65", "-1.65", "-1.65", "-1.65"
"05/01/2000", "09/01/2000", "4", "-1.77", "-5.19", "-1.3", "-1.31"
"02/01/2001", "03/01/2001", "1", "-2.19", "-2.19", "-2.19", "-2.19"
"06/01/2001", "11/01/2001", "5", "-2.14", "-4.2", "-0.84", "-0.88"
"06/01/2002", "07/01/2002", "1", "-1.67", "-1.67", "-1.67", "-1.67"
"03/01/2005", "05/01/2005", "2", "-1.53", "-1.73", "-0.86", "-0.86"
"01/01/2008", "02/01/2008", "1", "-1.78", "-1.78", "-1.78", "-1.78"
"03/01/2008", "07/01/2008", "4", "-1.85", "-5.72", "-1.43", "-1.81"
"02/01/2009", "06/01/2009", "4", "-2.57", "-6.2", "-1.55", "-1.64"
"10/01/2009", "11/01/2009", "1", "-1.52", "-1.52", "-1.52", "-1.52"
"11/01/2010", "02/01/2011", "3", "-3.51", "-5.68", "-1.89", "-1.89"
"10/01/2012", "11/01/2012", "1", "-1.59", "-1.59", "-1.59", "-1.59"
"01/01/2014", "03/01/2014", "2", "-2.85", "-4.17", "-2.08", "-2.08"
"04/01/2014", "06/01/2014", "2", "-2.15", "-2.49", "-1.25", "-1.25"
"03/01/2017", "08/01/2017", "5", "-2.15", "-3.78", "-0.76", "-0.49"
"06/01/2021", "08/01/2021", "2", "-2.17", "-2.22", "-1.11", "-1.11"
"12/01/2022", "05/01/2023", "5", "-1.75", "-6.57", "-1.31", "-1.5"
"02/01/2024", "04/01/2024", "2", "-1.96", "-2.25", "-1.12", "-1.12"
