"40716"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"07/01/1990", "12/01/1990", "5", "-1.89", "-4.83", "-0.97", "-0.9"
"11/01/1992", "02/01/1993", "3", "-1.01", "-1.78", "-0.59", "-0.59"
"07/01/1994", "11/01/1994", "4", "-1.79", "-3.58", "-0.89", "-0.89"
"02/01/1995", "06/01/1995", "4", "-1.59", "-3.26", "-0.81", "-0.78"
"11/01/1995", "03/01/1996", "4", "-3.03", "-6.54", "-1.64", "-1.33"
"08/01/1996", "10/01/1996", "2", "-1.56", "-1.6", "-0.8", "-0.8"
"04/01/1997", "06/01/1997", "2", "-1.67", "-2.06", "-1.03", "-1.03"
"12/01/1998", "08/01/1999", "8", "-1.53", "-8.58", "-1.07", "-1.23"
"02/01/2000", "03/01/2000", "1", "-1.34", "-1.34", "-1.34", "-1.34"
"03/01/2001", "09/01/2001", "6", "-1.82", "-7.37", "-1.23", "-1.23"
"10/01/2002", "12/01/2002", "2", "-1.83", "-1.93", "-0.97", "-0.97"
"07/01/2003", "12/01/2003", "5", "-1.62", "-5.68", "-1.14", "-1.16"
"10/01/2004", "11/01/2004", "1", "-1.19", "-1.19", "-1.19", "-1.19"
"08/01/2006", "10/01/2006", "2", "-1.26", "-2.51", "-1.25", "-1.25"
"01/01/2007", "04/01/2007", "3", "-1.12", "-2.05", "-0.68", "-0.86"
"11/01/2007", "02/01/2008", "3", "-2.63", "-4.76", "-1.59", "-1.22"
"05/01/2008", "08/01/2008", "3", "-3.02", "-5.3", "-1.77", "-1.99"
"01/01/2009", "06/01/2009", "5", "-2.26", "-7.36", "-1.47", "-1.84"
"11/01/2010", "05/01/2011", "6", "-2.49", "-7.32", "-1.22", "-1.16"
"03/01/2013", "07/01/2013", "4", "-1.64", "-3.97", "-0.99", "-1"
"09/01/2013", "05/01/2014", "8", "-1.73", "-5.31", "-0.66", "-0.38"
"04/01/2015", "09/01/2015", "5", "-2.17", "-5.62", "-1.12", "-1.13"
"07/01/2017", "11/01/2017", "4", "-2.4", "-4.76", "-1.19", "-0.92"
"10/01/2020", "11/01/2020", "1", "-1.58", "-1.58", "-1.58", "-1.58"
"02/01/2021", "08/01/2021", "6", "-2.05", "-9.81", "-1.63", "-1.82"
"11/01/2021", "02/01/2022", "3", "-1.23", "-1.57", "-0.52", "-0.24"
"04/01/2022", "03/01/2023", "11", "-1.81", "-11.46", "-1.04", "-0.95"
