"88107"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"04/01/2005", "05/01/2005", "1", "-1.36", "-1.36", "-1.36", "-1.36"
"09/01/2005", "01/01/2006", "4", "-1", "-1.47", "-0.37", "-0.23"
"07/01/2006", "11/01/2006", "4", "-2.77", "-6.08", "-1.52", "-1.65"
"10/01/2007", "02/01/2008", "4", "-2", "-5.37", "-1.34", "-1.34"
"05/01/2008", "09/01/2008", "4", "-1.62", "-4.85", "-1.21", "-1.22"
"01/01/2009", "06/01/2009", "5", "-2.2", "-8.42", "-1.68", "-1.82"
"10/01/2010", "03/01/2011", "5", "-3", "-9.01", "-1.8", "-2.07"
"02/01/2012", "04/01/2012", "2", "-1.07", "-1.19", "-0.59", "-0.59"
"10/01/2012", "06/01/2013", "8", "-1.66", "-4.95", "-0.62", "-0.65"
"09/01/2013", "12/01/2013", "3", "-1.53", "-2.3", "-0.77", "-0.58"
"03/01/2014", "06/01/2014", "3", "-1.79", "-3.37", "-1.12", "-0.87"
"06/01/2015", "08/01/2015", "2", "-1.56", "-1.81", "-0.9", "-0.9"
"05/01/2017", "10/01/2017", "5", "-1.52", "-6.22", "-1.24", "-1.3"
"05/01/2018", "08/01/2018", "3", "-1.22", "-1.87", "-0.62", "-0.5"
"06/01/2021", "01/01/2022", "7", "-1.07", "-5.16", "-0.74", "-0.7"
"08/01/2022", "03/01/2023", "7", "-1.56", "-6.76", "-0.97", "-1.1"
