"88107"
"date", "spi1", "spi3", "spi6", "spi9", "spi12", "spi24"
"01/01/2004", "0.54", "-99", "-99", "-99", "-99", "-99"
"02/01/2004", "-0.88", "-99", "-99", "-99", "-99", "-99"
"03/01/2004", "-1", "-0.58", "-99", "-99", "-99", "-99"
"04/01/2004", "0.86", "-0.27", "-99", "-99", "-99", "-99"
"05/01/2004", "1.39", "1.15", "-99", "-99", "-99", "-99"
"06/01/2004", "-0.97", "1.13", "0.62", "-99", "-99", "-99"
"07/01/2004", "2.34", "1.59", "1.35", "-99", "-99", "-99"
"08/01/2004", "-0.93", "1.05", "1.36", "-99", "-99", "-99"
"09/01/2004", "-0.65", "1.18", "1.54", "1.04", "-99", "-99"
"10/01/2004", "-0.36", "-0.95", "0.76", "0.57", "-99", "-99"
"11/01/2004", "1.32", "0.37", "0.68", "1.29", "-99", "-99"
"12/01/2004", "0.54", "0.66", "0.92", "1.48", "1.23", "-99"
"01/01/2005", "0.12", "1.08", "0.25", "1.09", "1.06", "-99"
"02/01/2005", "-1.43", "-0.42", "-0.03", "0.36", "1.05", "-99"
"03/01/2005", "-0.21", "-0.73", "0.05", "0.44", "1.19", "-99"
"04/01/2005", "-0.39", "-1.36", "0.16", "-0.42", "0.59", "-99"
"05/01/2005", "1.86", "1.11", "0.78", "0.67", "0.92", "-99"
"06/01/2005", "-0.08", "1.06", "0.46", "0.79", "1", "-99"
"07/01/2005", "-0.67", "1.24", "0.35", "1.1", "0.39", "-99"
"08/01/2005", "-0.06", "-0.65", "0.66", "0.45", "0.42", "-99"
"09/01/2005", "-0.37", "-1", "0.66", "0.06", "0.49", "-99"
"10/01/2005", "-0.05", "-0.44", "0.64", "-0.17", "0.73", "-99"
"11/01/2005", "0.57", "-0.02", "-0.36", "0.37", "0.19", "-99"
"12/01/2005", "-0.02", "-0.01", "-0.34", "0.36", "-0.09", "0.9"
"01/01/2006", "0.3", "0.23", "-0.23", "0.52", "-0.06", "0.81"
"02/01/2006", "-0.32", "-0.32", "-0.39", "-0.67", "0.13", "1"
"03/01/2006", "-0.36", "-0.29", "-0.38", "-0.68", "0.09", "1.07"
"04/01/2006", "0.67", "0.02", "0.09", "-0.26", "0.45", "0.86"
"05/01/2006", "-1.7", "-0.76", "-0.96", "-0.82", "-1.03", "-0.01"
"06/01/2006", "-1.53", "-0.88", "-1.17", "-1.05", "-1.19", "-0.05"
"07/01/2006", "-1.8", "-2.22", "-1.62", "-1.08", "-1.2", "-0.69"
"08/01/2006", "-1.65", "-2.77", "-1.39", "-1.74", "-1.25", "-0.71"
"09/01/2006", "-0.02", "-1.08", "-1.43", "-1.58", "-1.38", "-0.7"
"10/01/2006", "0.38", "-0.01", "-1.54", "-1.68", "-1.4", "-0.39"
"11/01/2006", "0.14", "0.08", "-0.56", "-1.18", "-1.58", "-0.85"
"12/01/2006", "-0.23", "-0.06", "-0.41", "-1.12", "-1.42", "-1.03"
"01/01/2007", "-1.17", "-0.85", "-0.69", "-1.64", "-1.83", "-1.29"
"02/01/2007", "1.05", "-0.34", "-0.3", "-0.87", "-1.45", "-0.93"
"03/01/2007", "1.89", "1.01", "0.51", "0.15", "-0.55", "-0.32"
"04/01/2007", "1.83", "2.89", "1.35", "1.02", "0.16", "0.51"
"05/01/2007", "-1.22", "1.48", "1.2", "0.74", "0.29", "-0.59"
"06/01/2007", "-0.18", "0.5", "1.15", "0.76", "0.39", "-0.7"
"07/01/2007", "0.48", "-0.99", "1.58", "0.82", "0.54", "-0.55"
"08/01/2007", "-0.04", "-0.26", "1.1", "1.01", "0.58", "-0.55"
"09/01/2007", "-1.72", "-0.89", "0.09", "0.77", "0.48", "-0.71"
"10/01/2007", "-1.05", "-1.67", "-2.15", "0.55", "-0.13", "-1.06"
"11/01/2007", "-1.12", "-2", "-1.89", "-0.24", "-0.5", "-1.33"
"12/01/2007", "0.64", "-1", "-1.22", "-0.73", "-0.13", "-1.07"
"01/01/2008", "-0.51", "-0.7", "-1.6", "-1.93", "-0.05", "-1.27"
"02/01/2008", "1.58", "0.82", "-0.9", "-1.02", "0.16", "-0.9"
"03/01/2008", "-0.24", "0.39", "-0.7", "-0.95", "-0.66", "-0.92"
"04/01/2008", "-1.7", "-0.27", "-0.75", "-1.48", "-1.99", "-1.32"
"05/01/2008", "-0.52", "-1.62", "-0.63", "-1.75", "-1.79", "-1.14"
"06/01/2008", "-0.44", "-1.62", "-1.1", "-1.82", "-1.84", "-1.21"
"07/01/2008", "-0.28", "-0.83", "-1.06", "-1.4", "-1.95", "-1.12"
"08/01/2008", "0.09", "-0.78", "-1.81", "-1.05", "-1.92", "-1.07"
"09/01/2008", "1.77", "1.31", "-0.66", "-0.37", "-1.15", "-0.54"
"10/01/2008", "1.32", "1.73", "0.97", "0.82", "0.23", "0.09"
"11/01/2008", "-1.1", "1.12", "0.8", "-0.22", "0.3", "-0.12"
"12/01/2008", "-0.15", "0.4", "0.77", "-0.23", "-0.09", "-0.13"
"01/01/2009", "-1.2", "-1.72", "0.56", "0.01", "-0.23", "-0.16"
"02/01/2009", "-1.32", "-1.82", "0.28", "-0.05", "-1.13", "-0.67"
"03/01/2009", "-1.68", "-2.2", "-0.91", "-0.25", "-1.44", "-1.61"
"04/01/2009", "-0.23", "-1.86", "-2.42", "-0.28", "-0.76", "-2.17"
"05/01/2009", "0.08", "-0.81", "-2.01", "-0.27", "-0.52", "-1.9"
"06/01/2009", "1.64", "0.6", "-0.78", "-0.38", "0.12", "-1.5"
"07/01/2009", "-0.04", "0.77", "-0.5", "-1.48", "0.17", "-1.51"
"08/01/2009", "-0.4", "1.12", "-0.09", "-1.22", "0.13", "-1.54"
"09/01/2009", "1.9", "1.43", "1.19", "-0.02", "0.2", "-0.81"
"10/01/2009", "-2.09", "0.14", "0.56", "-0.52", "-1.68", "-0.97"
"11/01/2009", "1.43", "0.97", "1.23", "0.69", "-0.03", "0.17"
"12/01/2009", "-0.02", "0.15", "0.64", "0.86", "-0.03", "-0.06"
"01/01/2010", "-0.78", "0.66", "0.45", "0.7", "0", "-0.12"
"02/01/2010", "0.51", "-0.47", "0.63", "0.96", "0.39", "-0.47"
"03/01/2010", "-0.51", "-0.49", "-0.36", "0.24", "0.57", "-0.56"
"04/01/2010", "1.13", "0.81", "0.87", "0.69", "0.96", "0.26"
"05/01/2010", "0.35", "0.65", "0.28", "0.87", "1.13", "0.55"
"06/01/2010", "0.8", "1.02", "0.56", "0.42", "0.8", "0.84"
"07/01/2010", "-1.97", "0.33", "0.73", "1.05", "0.8", "0.83"
"08/01/2010", "0.83", "0.48", "0.66", "0.42", "0.9", "0.9"
"09/01/2010", "-0.45", "-0.54", "0.73", "0.26", "0.22", "0.34"
"10/01/2010", "-1.18", "-1.05", "-0.55", "-0.13", "0.36", "-0.86"
"11/01/2010", "-2.04", "-2.07", "-1.38", "-0.71", "-1.14", "-0.74"
"12/01/2010", "-3.28", "-3", "-2.48", "-0.89", "-1.31", "-0.92"
"01/01/2011", "-0.18", "-2.19", "-2.33", "-1.46", "-1.16", "-0.78"
"02/01/2011", "0.66", "-0.7", "-2.31", "-1.84", "-1.18", "-0.51"
"03/01/2011", "0.02", "0.08", "-1.99", "-2.01", "-1.06", "-0.29"
"04/01/2011", "-0.51", "-0.23", "-1.5", "-1.92", "-1.55", "-0.28"
"05/01/2011", "0.12", "-0.41", "-0.91", "-2", "-1.72", "-0.28"
"06/01/2011", "0.59", "-0.15", "-0.21", "-1.88", "-1.81", "-0.73"
"07/01/2011", "0.24", "0.19", "-0.14", "-1.34", "-1.69", "-0.65"
"08/01/2011", "0.54", "0.4", "-0.23", "-0.77", "-1.73", "-0.58"
"09/01/2011", "1.04", "0.8", "0.15", "0.08", "-1.5", "-1.07"
"10/01/2011", "0.38", "0.65", "0.5", "0.28", "-1.02", "-0.43"
"11/01/2011", "1", "0.91", "0.9", "0.53", "0.23", "-0.56"
"12/01/2011", "-0.89", "0.37", "0.53", "0.28", "0.24", "-0.7"
"01/01/2012", "0.22", "0.31", "0.55", "0.46", "0.31", "-0.53"
"02/01/2012", "-0.82", "-1.07", "0.29", "0.33", "-0.04", "-0.88"
"03/01/2012", "0.48", "-0.11", "0.1", "0.31", "0.09", "-0.69"
"04/01/2012", "0.95", "0.53", "0.44", "0.64", "0.6", "-0.62"
"05/01/2012", "0.78", "1.16", "0.47", "0.93", "0.93", "-0.48"
"06/01/2012", "1.22", "1.36", "1.15", "1.08", "1.1", "-0.4"
"07/01/2012", "1.01", "1.17", "1.36", "1.3", "1.28", "-0.15"
"08/01/2012", "0.11", "1.15", "1.43", "1.02", "1.21", "-0.24"
"09/01/2012", "-0.23", "0.13", "1.3", "1.05", "1.05", "-0.24"
"10/01/2012", "-2.05", "-1.66", "0.09", "0.31", "0.45", "-0.36"
"11/01/2012", "0.59", "-0.65", "-0.06", "0.65", "0.21", "0.28"
"12/01/2012", "-0.15", "-0.73", "-0.61", "0.41", "0.27", "0.4"
"01/01/2013", "-0.29", "-0.08", "-1.05", "-0.05", "0.1", "0.35"
"02/01/2013", "-0.02", "-0.64", "-1.21", "-0.54", "0.27", "0.24"
"03/01/2013", "-1.01", "-0.76", "-1.39", "-1.22", "-0.09", "0.04"
"04/01/2013", "0.35", "-0.4", "-0.38", "-1.15", "-0.3", "0.28"
"05/01/2013", "0.37", "-0.03", "-0.5", "-0.98", "-0.49", "0.39"
"06/01/2013", "1.5", "0.96", "0.33", "-0.41", "-0.36", "0.73"
"07/01/2013", "-1.46", "0.77", "0.34", "0.19", "-0.58", "0.67"
"08/01/2013", "0.18", "0.96", "0.38", "-0.02", "-0.57", "0.63"
"09/01/2013", "-1.25", "-1.53", "0.45", "-0.17", "-0.8", "0.28"
"10/01/2013", "-0.06", "-0.58", "0.12", "-0.27", "-0.4", "0.06"
"11/01/2013", "0.49", "-0.2", "0.16", "0", "-0.39", "-0.11"
"12/01/2013", "0.98", "0.44", "0", "0.54", "0.1", "0.3"
"01/01/2014", "-1.35", "0.26", "-0.28", "0.16", "-0.11", "0.04"
"02/01/2014", "-0.82", "-0.41", "-0.62", "-0.19", "-0.3", "0.03"
"03/01/2014", "-1.22", "-1.79", "-0.7", "-1.06", "-0.35", "-0.31"
"04/01/2014", "0.35", "-0.87", "-0.37", "-0.72", "-0.26", "-0.44"
"05/01/2014", "-0.5", "-0.71", "-0.98", "-0.99", "-0.59", "-0.93"
"06/01/2014", "0.85", "0.09", "-1.19", "-0.63", "-0.9", "-1.2"
"07/01/2014", "0.21", "-0.07", "-0.85", "-0.49", "-0.79", "-1.29"
"08/01/2014", "-1.12", "0.31", "-0.53", "-0.9", "-0.86", "-1.36"
"09/01/2014", "0.76", "0.19", "0.05", "-1.12", "-0.61", "-1.26"
"10/01/2014", "1.86", "1.75", "1.35", "1", "1.05", "0.52"
"11/01/2014", "0.77", "1.71", "1.66", "1.25", "1.26", "0.61"
"12/01/2014", "0.06", "1.6", "1.41", "1.33", "0.64", "0.58"
"01/01/2015", "-1.07", "-0.05", "1.24", "0.93", "0.63", "0.44"
"02/01/2015", "1.11", "-0.09", "1.69", "1.6", "1.15", "0.76"
"03/01/2015", "1.28", "0.68", "1.85", "1.66", "1.74", "1.23"
"04/01/2015", "-1.96", "0.24", "0.01", "1.16", "0.96", "0.62"
"05/01/2015", "-0.28", "-0.57", "-0.61", "1.14", "1.09", "0.46"
"06/01/2015", "-0.6", "-1.56", "-0.76", "0.94", "0.8", "-0.03"
"07/01/2015", "1.02", "-0.25", "-0.2", "-0.23", "0.98", "0.21"
"08/01/2015", "2.48", "1.3", "0.21", "0.15", "1.46", "0.67"
"09/01/2015", "0.66", "1.86", "-0.14", "0.3", "1.62", "1"
"10/01/2015", "1.61", "2.06", "1.58", "1.88", "1.68", "1.99"
"11/01/2015", "0.47", "1.36", "1.66", "1.32", "1.51", "1.8"
"12/01/2015", "0.37", "1.33", "1.73", "0.96", "1.29", "1.45"
"01/01/2016", "0.23", "0.31", "1.7", "1.28", "1.5", "1.64"
"02/01/2016", "-0.41", "-0.14", "1.24", "1.58", "1.2", "1.9"
"03/01/2016", "0.21", "-0.11", "1.11", "1.64", "0.87", "2.11"
"04/01/2016", "0.74", "0.33", "0.33", "1.64", "1.35", "1.89"
"05/01/2016", "-0.48", "0.09", "-0.04", "1.06", "1.38", "2.03"
"06/01/2016", "-0.07", "-0.03", "-0.24", "0.96", "1.43", "2.06"
"07/01/2016", "0.17", "-0.56", "-0.38", "-0.09", "1.35", "2.05"
"08/01/2016", "-0.46", "-0.48", "-0.2", "-0.34", "0.84", "2.06"
"09/01/2016", "0.61", "0.09", "-0.11", "-0.29", "0.91", "2.22"
"10/01/2016", "-0.1", "-0.11", "-0.69", "-0.64", "-0.4", "1.01"
"11/01/2016", "-0.46", "-0.32", "-0.6", "-0.6", "-0.8", "0.55"
"12/01/2016", "0.92", "-0.08", "-0.1", "-0.26", "-0.43", "0.73"
"01/01/2017", "-1.72", "-0.49", "-0.54", "-0.84", "-0.84", "0.65"
"02/01/2017", "-0.19", "-0.28", "-0.66", "-0.87", "-0.85", "0.43"
"03/01/2017", "-0.05", "-0.91", "-0.85", "-0.78", "-0.95", "0.05"
"04/01/2017", "-0.76", "-0.98", "-1.03", "-1", "-1.32", "0.24"
"05/01/2017", "-0.89", "-1.3", "-1.4", "-1.37", "-1.5", "0.11"
"06/01/2017", "-0.86", "-1.52", "-2.25", "-1.91", "-1.63", "0.09"
"07/01/2017", "0.32", "-1.07", "-1.82", "-1.84", "-1.6", "0"
"08/01/2017", "-1.09", "-1.02", "-1.62", "-1.92", "-1.61", "-0.56"
"09/01/2017", "-1.31", "-1.31", "-2.16", "-2.7", "-2.29", "-0.94"
"10/01/2017", "0.67", "0.07", "-0.87", "-1.78", "-2.13", "-1.76"
"11/01/2017", "-0.76", "-0.25", "-0.69", "-1.68", "-2.1", "-1.86"
"12/01/2017", "-0.01", "-0.11", "-0.5", "-1.6", "-2.29", "-1.87"
"01/01/2018", "0.33", "-0.59", "-0.47", "-1.03", "-1.75", "-1.87"
"02/01/2018", "2.14", "1.18", "0.43", "0.04", "-0.86", "-1.3"
"03/01/2018", "-0.25", "1.08", "0.53", "0.13", "-0.93", "-1.45"
"04/01/2018", "-0.51", "0.78", "0", "-0.07", "-0.66", "-1.58"
"05/01/2018", "-0.85", "-1.22", "0", "-0.35", "-0.64", "-1.79"
"06/01/2018", "0.99", "-0.5", "0.39", "0.09", "-0.23", "-1.7"
"07/01/2018", "0.27", "-0.15", "0.3", "-0.18", "-0.21", "-1.62"
"08/01/2018", "1.24", "1.03", "-0.44", "0.49", "0.02", "-1.41"
"09/01/2018", "0.31", "0.55", "-0.31", "0.51", "0.22", "-1.65"
"10/01/2018", "-0.15", "0.11", "-0.21", "0.18", "-0.34", "-1.71"
"11/01/2018", "-0.03", "-0.27", "0.15", "-0.76", "0.01", "-1.28"
"12/01/2018", "1.13", "0.22", "0.31", "-0.16", "0.45", "-1.13"
"01/01/2019", "1", "0.92", "0.63", "0.35", "0.67", "-0.61"
"02/01/2019", "0.99", "1.6", "0.74", "1.01", "0.24", "-0.41"
"03/01/2019", "2.29", "1.97", "1.5", "1.45", "1.16", "0.31"
"04/01/2019", "-0.78", "1.44", "1.43", "1.14", "0.91", "0.28"
"05/01/2019", "-0.66", "0.38", "1.58", "0.79", "1.02", "0.36"
"06/01/2019", "0.51", "-0.84", "1.06", "0.89", "0.87", "0.6"
"07/01/2019", "-1.33", "-0.55", "0.55", "1.12", "0.83", "0.54"
"08/01/2019", "0.41", "0.03", "0.24", "1.51", "0.7", "0.61"
"09/01/2019", "1.14", "0.64", "-0.56", "1.17", "1.03", "1.1"
"10/01/2019", "0.5", "0.78", "0.12", "1.01", "1.61", "1"
"11/01/2019", "0.29", "0.63", "0.5", "0.59", "1.77", "1.2"
"12/01/2019", "-0.93", "-0.05", "0.13", "-0.54", "0.8", "0.95"
"01/01/2020", "0.76", "-0.01", "0.44", "0.01", "0.66", "1.04"
"02/01/2020", "0.22", "-0.08", "0.44", "0.33", "0.47", "0.61"
"03/01/2020", "-0.94", "0.06", "-0.18", "0.01", "-0.69", "0.48"
"04/01/2020", "1.37", "0.77", "0.36", "0.66", "0.27", "0.98"
"05/01/2020", "0.05", "0.54", "0.42", "0.65", "0.55", "1.28"
"06/01/2020", "-0.9", "0.58", "0.47", "0.2", "0.31", "1.08"
"07/01/2020", "0.63", "-0.22", "0.24", "0.15", "0.48", "1.14"
"08/01/2020", "1.09", "0.08", "0.4", "0.36", "0.57", "1.11"
"09/01/2020", "-1.11", "0.03", "0.46", "0.36", "0.14", "1.03"
"10/01/2020", "0.31", "0.08", "-0.28", "0.1", "0", "1.22"
"11/01/2020", "1.62", "0.91", "0.79", "0.98", "1.11", "1.87"
"12/01/2020", "1.71", "1.77", "1.53", "1.74", "1.8", "1.95"
"01/01/2021", "0.19", "2.07", "1.55", "1.14", "1.57", "1.72"
"02/01/2021", "0.47", "1.46", "1.65", "1.48", "1.72", "1.81"
"03/01/2021", "-0.4", "-0.01", "1.66", "1.45", "1.82", "1.06"
"04/01/2021", "-0.34", "-0.45", "1.51", "1.2", "0.93", "1"
"05/01/2021", "-0.44", "-0.9", "0.49", "0.94", "0.84", "1.12"
"06/01/2021", "-2.21", "-1.04", "-1.05", "0.97", "0.79", "1"
"07/01/2021", "0.85", "-0.61", "-1.04", "1.17", "0.87", "1.17"
"08/01/2021", "-1.37", "-0.76", "-1.18", "0.12", "0.67", "1.08"
"09/01/2021", "-0.64", "-0.48", "-1.36", "-1.28", "0.78", "0.8"
"10/01/2021", "-0.11", "-0.7", "-1.19", "-1.73", "0.67", "0.51"
"11/01/2021", "-1.37", "-1.07", "-1.42", "-2.03", "-0.95", "0.17"
"12/01/2021", "0.69", "-0.5", "-0.65", "-1.45", "-1.56", "0.46"
"01/01/2022", "2.43", "1.31", "0.55", "0.08", "-0.23", "1.11"
"02/01/2022", "0.05", "2.07", "0.63", "0.29", "-0.37", "1.21"
"03/01/2022", "0.43", "1.78", "0.85", "0.58", "-0.15", "1.43"
"04/01/2022", "-0.32", "-0.22", "0.88", "0.31", "-0.09", "0.72"
"05/01/2022", "-0.11", "-0.28", "1.51", "0.32", "0.05", "0.73"
"06/01/2022", "-0.63", "-0.64", "0.99", "0.32", "0.11", "0.82"
"07/01/2022", "-0.43", "-0.56", "-0.82", "0.5", "-0.03", "0.73"
"08/01/2022", "-0.58", "-1.27", "-0.75", "1.07", "-0.01", "0.56"
"09/01/2022", "-0.83", "-1.56", "-1.3", "0.5", "-0.06", "0.63"
"10/01/2022", "0.33", "-0.23", "-0.79", "-1.15", "0.17", "0.62"
"11/01/2022", "-0.76", "-0.52", "-1.04", "-1.24", "0.35", "-0.36"
"12/01/2022", "-0.98", "-0.74", "-1.14", "-1.61", "-0.22", "-1.23"
"01/01/2023", "0.24", "-1.1", "-1.02", "-1.23", "-1.56", "-1.24"
"02/01/2023", "-1.44", "-1.34", "-1.52", "-1.92", "-2.03", "-1.78"
"03/01/2023", "1.42", "0.32", "-0.57", "-0.95", "-1.6", "-1.29"
"04/01/2023", "-1.48", "-0.75", "-1.31", "-1.3", "-1.6", "-1.29"
"05/01/2023", "2.51", "2.03", "1.31", "0.44", "0.09", "0.09"
"06/01/2023", "0.44", "1.49", "1.56", "0.68", "0.27", "0.32"
"07/01/2023", "0.35", "2.01", "1.62", "0.74", "0.37", "0.26"
"08/01/2023", "0.62", "0.36", "1.8", "1.38", "0.46", "0.37"
"09/01/2023", "0.14", "0.13", "1.43", "1.45", "0.65", "0.51"
"10/01/2023", "-0.01", "-0.07", "1.58", "1.35", "0.55", "0.54"
"11/01/2023", "-1.02", "-0.65", "-0.52", "1.01", "0.55", "0.58"
"12/01/2023", "0.45", "-0.52", "-0.45", "0.63", "0.75", "0.43"
"01/01/2024", "1.75", "0.67", "0.33", "1.45", "1.32", "0.06"
"02/01/2024", "-1.17", "0.95", "-0.05", "0", "1.43", "-0.13"
"03/01/2024", "-0.3", "0.63", "-0.15", "-0.16", "0.94", "-0.33"
"04/01/2024", "0.76", "-0.18", "0.34", "0.13", "1.35", "0.07"
