"40710"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"09/01/1990", "07/01/1991", "10", "-3.67", "-21.18", "-2.12", "-2.21"
"04/01/1993", "06/01/1993", "2", "-1.11", "-1.44", "-0.72", "-0.72"
"03/01/1996", "04/01/1996", "1", "-1.5", "-1.5", "-1.5", "-1.5"
"12/01/1998", "08/01/1999", "8", "-1.19", "-7.06", "-0.88", "-0.96"
"06/01/2000", "04/01/2002", "22", "-1.88", "-22.08", "-1", "-0.98"
"03/01/2004", "04/01/2004", "1", "-1.19", "-1.19", "-1.19", "-1.19"
"04/01/2008", "02/01/2009", "10", "-2.92", "-13.98", "-1.4", "-1.39"
"03/01/2011", "08/01/2011", "5", "-1.71", "-2.95", "-0.59", "-0.43"
"10/01/2013", "09/01/2014", "11", "-1.34", "-7.54", "-0.69", "-0.63"
"07/01/2015", "01/01/2016", "6", "-1.25", "-4.28", "-0.71", "-0.81"
"07/01/2016", "03/01/2018", "20", "-2.77", "-31.42", "-1.57", "-1.58"
"03/01/2020", "04/01/2020", "1", "-1.31", "-1.31", "-1.31", "-1.31"
"08/01/2021", "01/01/2022", "5", "-1.47", "-5.7", "-1.14", "-1.25"
"11/01/2022", "06/01/2023", "7", "-1.52", "-5.78", "-0.83", "-0.77"
