"40700"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"09/01/1990", "10/01/1990", "1", "-1.89", "-1.89", "-1.89", "-1.89"
"03/01/1992", "04/01/1992", "1", "-1.75", "-1.75", "-1.75", "-1.75"
"12/01/1993", "02/01/1994", "2", "-1.94", "-2.09", "-1.05", "-1.05"
"10/01/1997", "02/01/1998", "4", "-1.99", "-3.92", "-0.98", "-0.97"
"12/01/1998", "03/01/1999", "3", "-2.1", "-5.3", "-1.77", "-1.69"
"04/01/2000", "05/01/2000", "1", "-2.22", "-2.22", "-2.22", "-2.22"
"06/01/2001", "08/01/2001", "2", "-1.57", "-2.61", "-1.31", "-1.31"
"05/01/2006", "07/01/2006", "2", "-2.1", "-3.55", "-1.77", "-1.77"
"01/01/2007", "04/01/2007", "3", "-2.44", "-2.73", "-0.91", "-0.19"
"05/01/2007", "06/01/2007", "1", "-1.82", "-1.82", "-1.82", "-1.82"
"05/01/2009", "06/01/2009", "1", "-1.65", "-1.65", "-1.65", "-1.65"
"10/01/2009", "11/01/2009", "1", "-2.3", "-2.3", "-2.3", "-2.3"
"11/01/2010", "01/01/2011", "2", "-1.89", "-3.65", "-1.82", "-1.82"
"03/01/2011", "04/01/2011", "1", "-1.7", "-1.7", "-1.7", "-1.7"
"04/01/2012", "05/01/2012", "1", "-1.82", "-1.82", "-1.82", "-1.82"
"06/01/2019", "07/01/2019", "1", "-1.56", "-1.56", "-1.56", "-1.56"
"10/01/2019", "01/01/2020", "3", "-2.07", "-2.21", "-0.74", "-0.1"
"06/01/2021", "10/01/2021", "4", "-1.57", "-3.75", "-0.94", "-1.01"
"04/01/2022", "05/01/2022", "1", "-1.82", "-1.82", "-1.82", "-1.82"
"09/01/2022", "11/01/2022", "2", "-1.8", "-2.46", "-1.23", "-1.23"
"03/01/2023", "05/01/2023", "2", "-2.49", "-3.08", "-1.54", "-1.54"
"11/01/2023", "01/01/2024", "2", "-1.51", "-1.7", "-0.85", "-0.85"
"02/01/2024", "03/01/2024", "1", "-2.62", "-2.62", "-2.62", "-2.62"
