"40713"
"date", "spi1", "spi3", "spi6", "spi9", "spi12", "spi24"
"01/01/1990", "0.34", "-99", "-99", "-99", "-99", "-99"
"02/01/1990", "0.31", "-99", "-99", "-99", "-99", "-99"
"03/01/1990", "0.07", "0.15", "-99", "-99", "-99", "-99"
"04/01/1990", "0.57", "0.36", "-99", "-99", "-99", "-99"
"05/01/1990", "-0.56", "0.04", "-99", "-99", "-99", "-99"
"06/01/1990", "-1.57", "0.02", "0.03", "-99", "-99", "-99"
"07/01/1990", "0.02", "-0.9", "-0.04", "-99", "-99", "-99"
"08/01/1990", "0.07", "-1.48", "-0.08", "-99", "-99", "-99"
"09/01/1990", "-0.22", "-1.06", "-0.2", "-0.09", "-99", "-99"
"10/01/1990", "0.42", "0.2", "-0.7", "-0.15", "-99", "-99"
"11/01/1990", "-1.84", "-1.06", "-1.34", "-0.77", "-99", "-99"
"12/01/1990", "0.07", "-0.87", "-0.98", "-0.91", "-0.6", "-99"
"01/01/1991", "-0.7", "-1.52", "-1.3", "-1.6", "-0.8", "-99"
"02/01/1991", "1.11", "0.25", "-0.62", "-0.74", "-0.55", "-99"
"03/01/1991", "1.77", "1.48", "0.42", "0.28", "0.12", "-99"
"04/01/1991", "0.02", "1.2", "0.27", "0.2", "-0.08", "-99"
"05/01/1991", "-0.77", "0.52", "0.44", "-0.04", "-0.12", "-99"
"06/01/1991", "-0.2", "-0.47", "0.49", "-0.03", "-0.11", "-99"
"07/01/1991", "-0.3", "-1.04", "0.68", "-0.06", "-0.11", "-99"
"08/01/1991", "0.07", "-0.82", "0.41", "0.35", "-0.11", "-99"
"09/01/1991", "0.28", "-0.51", "-0.74", "0.42", "-0.12", "-99"
"10/01/1991", "0.46", "0.28", "-0.68", "0.64", "-0.12", "-99"
"11/01/1991", "0.13", "0.09", "-0.09", "0.27", "0.25", "-99"
"12/01/1991", "2.24", "1.52", "1.34", "0.77", "1.18", "0.38"
"01/01/1992", "0.01", "1.58", "1.35", "0.83", "1.25", "0.33"
"02/01/1992", "1.1", "2.17", "1.62", "1.47", "1.3", "0.49"
"03/01/1992", "-0.06", "0.47", "1.57", "1.43", "0.79", "0.48"
"04/01/1992", "-0.37", "0.13", "1.01", "0.97", "0.6", "0.27"
"05/01/1992", "1.95", "0.77", "1.56", "1.38", "1.29", "0.72"
"06/01/1992", "0.82", "1.02", "0.87", "1.43", "1.35", "0.77"
"07/01/1992", "-0.46", "1.86", "0.97", "1.4", "1.35", "0.77"
"08/01/1992", "2.26", "0.9", "0.82", "1.6", "1.39", "0.8"
"09/01/1992", "-0.22", "0.29", "1.05", "0.88", "1.44", "0.81"
"10/01/1992", "-1.89", "-0.7", "1.17", "0.72", "1.29", "0.69"
"11/01/1992", "1.45", "0.68", "0.76", "1.01", "1.75", "1.18"
"12/01/1992", "0.48", "0.77", "0.69", "1.23", "1.07", "1.32"
"01/01/1993", "-1.57", "0.8", "0.33", "1.21", "0.89", "1.25"
"02/01/1993", "0.57", "-0.1", "0.34", "0.43", "0.76", "1.18"
"03/01/1993", "1.54", "0.8", "1.05", "0.98", "1.32", "1.14"
"04/01/1993", "1.56", "1.76", "1.67", "1.46", "1.83", "1.43"
"05/01/1993", "2.07", "2.24", "1.74", "1.76", "1.77", "1.83"
"06/01/1993", "0.73", "2.07", "1.81", "1.8", "1.75", "1.86"
"07/01/1993", "0.65", "2", "2.15", "1.96", "1.78", "1.87"
"08/01/1993", "1.8", "0.83", "2.22", "1.77", "1.76", "1.88"
"09/01/1993", "-0.22", "0.3", "2.24", "1.87", "1.83", "1.92"
"10/01/1993", "0.72", "0.6", "1.76", "2.33", "2.14", "1.96"
"11/01/1993", "1.68", "1.38", "1.44", "2.77", "2.26", "2.3"
"12/01/1993", "1", "1.65", "1.52", "2.79", "2.42", "2.13"
"01/01/1994", "1.8", "2.23", "2.06", "2.57", "2.83", "2.31"
"02/01/1994", "-0.23", "1.29", "1.86", "1.85", "2.83", "2.17"
"03/01/1994", "0.58", "1.07", "2.05", "1.94", "2.78", "2.28"
"04/01/1994", "1.07", "0.76", "1.82", "1.89", "2.23", "2.36"
"05/01/1994", "0.33", "0.83", "1.15", "1.57", "1.57", "1.99"
"06/01/1994", "0.99", "0.89", "1.05", "1.64", "1.59", "2.01"
"07/01/1994", "-0.46", "0.39", "0.67", "1.55", "1.59", "2.01"
"08/01/1994", "0.07", "0.63", "0.84", "1.16", "1.55", "1.98"
"09/01/1994", "1.92", "1.85", "1.39", "1.38", "1.9", "2.19"
"10/01/1994", "0.25", "1.06", "0.89", "1.01", "1.86", "2.28"
"11/01/1994", "1.58", "1.63", "1.65", "1.7", "1.84", "2.35"
"12/01/1994", "0.48", "1.15", "1.45", "1.77", "1.72", "2.5"
"01/01/1995", "0.11", "1.27", "1.49", "1.35", "1.35", "2.55"
"02/01/1995", "0.81", "0.57", "1.64", "1.61", "1.61", "2.61"
"03/01/1995", "0.76", "0.8", "1.41", "1.72", "1.78", "2.51"
"04/01/1995", "1.52", "1.49", "1.71", "1.96", "1.75", "2.31"
"05/01/1995", "-0.61", "0.96", "0.92", "1.52", "1.5", "1.83"
"06/01/1995", "2.64", "1.5", "1.37", "1.61", "1.79", "2.03"
"07/01/1995", "1.71", "1.27", "1.6", "1.72", "1.89", "2.08"
"08/01/1995", "0.07", "2.89", "1.55", "1.41", "1.88", "2.06"
"09/01/1995", "0.85", "1.19", "1.78", "1.54", "1.74", "2.14"
"10/01/1995", "-0.9", "-0.41", "0.66", "1.48", "1.68", "2.01"
"11/01/1995", "0.61", "0.11", "1.13", "1.43", "1.32", "1.8"
"12/01/1995", "-2.56", "-0.67", "-0.31", "1.01", "1.04", "1.65"
"01/01/1996", "1.81", "0.65", "0.26", "0.77", "1.4", "1.62"
"02/01/1996", "0.35", "0.49", "0.28", "1.1", "1.35", "1.7"
"03/01/1996", "-0.04", "0.99", "0.12", "0.31", "1.23", "1.64"
"04/01/1996", "0.62", "0.37", "0.56", "0.34", "0.68", "1.42"
"05/01/1996", "0.89", "0.58", "0.59", "0.47", "0.95", "1.45"
"06/01/1996", "-1.21", "0.69", "0.88", "0.4", "0.5", "1.4"
"07/01/1996", "0.16", "0.62", "0.46", "0.57", "0.39", "1.41"
"08/01/1996", "0.07", "-1.21", "0.46", "0.5", "0.39", "1.41"
"09/01/1996", "0.99", "0.67", "0.75", "0.93", "0.42", "1.3"
"10/01/1996", "0.22", "0.36", "0.47", "0.44", "0.58", "1.29"
"11/01/1996", "-0.48", "-0.23", "-0.46", "0.15", "0.26", "0.91"
"12/01/1996", "0.48", "-0.21", "-0.12", "0.32", "0.63", "0.97"
"01/01/1997", "0.43", "-0.06", "-0.04", "0.16", "0.26", "0.99"
"02/01/1997", "-0.64", "-0.02", "-0.35", "-0.47", "0.05", "0.82"
"03/01/1997", "1.09", "0.49", "0.04", "0.09", "0.44", "0.91"
"04/01/1997", "-0.5", "-0.06", "-0.15", "-0.16", "0.01", "0.37"
"05/01/1997", "0.72", "0.41", "0.24", "0.01", "-0.07", "0.52"
"06/01/1997", "0.26", "-0.03", "0.17", "-0.06", "-0.03", "0.23"
"07/01/1997", "1.68", "0.85", "0.25", "0.1", "0.08", "0.23"
"08/01/1997", "0.07", "0.95", "0.49", "0.31", "0.08", "0.23"
"09/01/1997", "-0.22", "0.77", "0", "0.21", "-0.03", "0.19"
"10/01/1997", "-0.28", "-0.52", "0.23", "-0.04", "-0.14", "0.22"
"11/01/1997", "-0.02", "-0.48", "-0.28", "0.07", "-0.03", "0.09"
"12/01/1997", "0.42", "-0.21", "-0.1", "-0.3", "-0.03", "0.32"
"01/01/1998", "0.65", "0.25", "-0.15", "0.21", "0.03", "0.1"
"02/01/1998", "-0.23", "0.22", "-0.33", "-0.18", "0.09", "0.03"
"03/01/1998", "1.63", "1.17", "0.55", "0.59", "0.33", "0.39"
"04/01/1998", "-0.12", "0.57", "0.48", "0.24", "0.43", "0.21"
"05/01/1998", "0.68", "0.81", "0.65", "0.32", "0.38", "0.14"
"06/01/1998", "-0.82", "0.1", "0.6", "0.32", "0.35", "0.14"
"07/01/1998", "1.65", "0.72", "0.66", "0.54", "0.34", "0.2"
"08/01/1998", "0.07", "0.7", "0.83", "0.67", "0.34", "0.2"
"09/01/1998", "0.44", "0.88", "0.17", "0.68", "0.37", "0.15"
"10/01/1998", "-0.9", "-0.86", "0.01", "0.36", "0.32", "0.06"
"11/01/1998", "-0.38", "-0.92", "-0.76", "0.26", "0.22", "0.07"
"12/01/1998", "-0.23", "-1.04", "-0.75", "-0.68", "0.08", "-0.04"
"01/01/1999", "0.63", "-0.32", "-0.78", "-0.32", "0.08", "-0.01"
"02/01/1999", "-0.03", "-0.09", "-0.84", "-0.72", "0.11", "0.07"
"03/01/1999", "0.03", "0.1", "-0.83", "-0.68", "-0.54", "-0.13"
"04/01/1999", "0.09", "-0.11", "-0.32", "-0.66", "-0.35", "0.02"
"05/01/1999", "-2.57", "-0.53", "-0.48", "-0.91", "-0.84", "-0.29"
"06/01/1999", "-0.57", "-0.69", "-0.41", "-0.93", "-0.83", "-0.31"
"07/01/1999", "-0.3", "-2.83", "-0.66", "-0.71", "-0.99", "-0.39"
"08/01/1999", "0.62", "-0.97", "-0.64", "-0.58", "-0.97", "-0.39"
"09/01/1999", "-0.22", "-0.82", "-1.01", "-0.56", "-1.06", "-0.4"
"10/01/1999", "0.13", "-0.07", "-1.64", "-0.92", "-0.93", "-0.35"
"11/01/1999", "-0.65", "-0.71", "-0.95", "-1.19", "-1.04", "-0.47"
"12/01/1999", "-0.51", "-0.94", "-1.04", "-1.61", "-1.08", "-0.64"
"01/01/2000", "-0.36", "-1.16", "-1.22", "-1.87", "-1.32", "-0.77"
"02/01/2000", "-1.05", "-1.32", "-1.67", "-1.76", "-1.63", "-0.86"
"03/01/2000", "0.04", "-0.86", "-1.51", "-1.6", "-1.77", "-1.27"
"04/01/2000", "-0.23", "-0.61", "-1.14", "-1.31", "-1.64", "-1.17"
"05/01/2000", "-0.28", "-0.38", "-0.91", "-1.25", "-1.31", "-1.38"
"06/01/2000", "0.55", "-0.38", "-0.72", "-1.16", "-1.23", "-1.34"
"07/01/2000", "-0.3", "-0.34", "-0.7", "-1.12", "-1.24", "-1.43"
"08/01/2000", "1.14", "0.29", "-0.38", "-0.93", "-1.22", "-1.42"
"09/01/2000", "0.67", "0.33", "-0.5", "-0.8", "-1.22", "-1.44"
"10/01/2000", "-0.06", "0.02", "-0.51", "-0.92", "-1.34", "-1.36"
"11/01/2000", "-0.55", "-0.61", "-0.63", "-0.89", "-1.34", "-1.42"
"12/01/2000", "-0.14", "-0.8", "-0.75", "-1.12", "-1.23", "-1.49"
"01/01/2001", "-2.23", "-1.48", "-1.41", "-1.44", "-1.45", "-1.78"
"02/01/2001", "-1.04", "-1.79", "-1.89", "-1.79", "-1.53", "-1.93"
"03/01/2001", "0.51", "-1.01", "-1.5", "-1.46", "-1.45", "-1.81"
"04/01/2001", "-0.73", "-0.64", "-1.31", "-1.45", "-1.4", "-1.85"
"05/01/2001", "-0.36", "-0.43", "-1.12", "-1.39", "-1.36", "-1.71"
