"40706"
"spi", "frequency", "percentage", "rankingpercentile"
"-99", "5", "1.21", "2"
"-3.3", "1", "0.24", "4"
"-2.6", "3", "0.73", "6"
"-2.5", "2", "0.49", "8"
"-2.4", "1", "0.24", "10"
"-2.3", "1", "0.24", "12"
"-2.1", "2", "0.49", "14"
"-2", "2", "0.49", "16"
"-1.8", "1", "0.24", "18"
"-1.7", "6", "1.46", "20"
"-1.6", "5", "1.21", "22"
"-1.5", "6", "1.46", "24"
"-1.4", "8", "1.94", "26"
"-1.3", "8", "1.94", "28"
"-1.2", "9", "2.18", "30"
"-1.1", "12", "2.91", "32"
"-1", "9", "2.18", "34"
"-0.9", "9", "2.18", "36"
"-0.8", "10", "2.43", "38"
"-0.7", "7", "1.7", "40"
"-0.6", "7", "1.7", "42"
"-0.5", "20", "4.85", "44"
"-0.4", "12", "2.91", "46"
"-0.3", "14", "3.4", "48"
"-0.2", "16", "3.88", "50"
"-0.1", "20", "4.85", "52"
"0", "20", "4.85", "54"
"0.1", "20", "4.85", "56"
"0.2", "11", "2.67", "58"
"0.3", "14", "3.4", "60"
"0.4", "13", "3.16", "62"
"0.5", "18", "4.37", "64"
"0.6", "12", "2.91", "66"
"0.7", "15", "3.64", "68"
"0.8", "11", "2.67", "70"
"0.9", "9", "2.18", "72"
"1", "16", "3.88", "74"
"1.1", "6", "1.46", "76"
"1.2", "7", "1.7", "78"
"1.3", "7", "1.7", "80"
"1.4", "3", "0.73", "82"
"1.5", "6", "1.46", "84"
"1.6", "6", "1.46", "86"
"1.7", "7", "1.7", "88"
"1.8", "4", "0.97", "90"
"1.9", "3", "0.73", "92"
"2", "3", "0.73", "94"
"2.1", "1", "0.24", "96"
"2.2", "3", "0.73", "98"
"2.3", "1", "0.24", "100"
