"40704"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"07/01/1990", "03/01/1991", "8", "-3.49", "-9.74", "-1.22", "-1.05"
"12/01/1995", "03/01/1996", "3", "-2.33", "-4.99", "-1.66", "-1.98"
"02/01/1999", "04/01/1999", "2", "-1.51", "-1.77", "-0.89", "-0.89"
"05/01/2000", "09/01/2000", "4", "-2.67", "-8.89", "-2.22", "-2.18"
"02/01/2001", "12/01/2001", "10", "-2.33", "-10.41", "-1.04", "-1.06"
"02/01/2002", "04/01/2002", "2", "-1.39", "-2.7", "-1.35", "-1.35"
"08/01/2002", "12/01/2002", "4", "-1.63", "-4.36", "-1.09", "-1.15"
"11/01/2003", "04/01/2004", "5", "-1.68", "-5.02", "-1", "-1.01"
"10/01/2004", "12/01/2004", "2", "-1.22", "-1.49", "-0.74", "-0.74"
"08/01/2005", "01/01/2006", "5", "-1", "-2.66", "-0.53", "-0.47"
"07/01/2006", "10/01/2006", "3", "-1.45", "-2.75", "-0.92", "-1.12"
"03/01/2008", "09/01/2008", "6", "-1.92", "-8.18", "-1.36", "-1.49"
"01/01/2009", "09/01/2009", "8", "-2.24", "-12.02", "-1.5", "-1.67"
"10/01/2010", "03/01/2011", "5", "-2.98", "-9.47", "-1.89", "-2.47"
"04/01/2012", "06/01/2012", "2", "-1.49", "-1.98", "-0.99", "-0.99"
"10/01/2012", "01/01/2013", "3", "-1.9", "-2.41", "-0.8", "-0.46"
"09/01/2013", "12/01/2013", "3", "-1.75", "-2.43", "-0.81", "-0.54"
"04/01/2014", "08/01/2014", "4", "-1.24", "-3.35", "-0.84", "-0.91"
"05/01/2016", "08/01/2016", "3", "-1.15", "-1.72", "-0.57", "-0.32"
"03/01/2017", "10/01/2017", "7", "-1.9", "-7.45", "-1.06", "-0.95"
"06/01/2019", "10/01/2019", "4", "-1.6", "-4.1", "-1.02", "-1.03"
"06/01/2021", "03/01/2022", "9", "-2.12", "-9.55", "-1.06", "-1.12"
"11/01/2022", "06/01/2023", "7", "-2.72", "-12.43", "-1.78", "-1.97"
