"40705"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"07/01/1995", "09/01/1995", "2", "-2.28", "-3.67", "-1.83", "-1.83"
"12/01/1995", "02/01/1996", "2", "-2.23", "-3.91", "-1.95", "-1.95"
"06/01/2000", "10/01/2000", "4", "-1.87", "-5.86", "-1.47", "-1.72"
"02/01/2002", "05/01/2002", "3", "-1.53", "-3.22", "-1.07", "-1.4"
"09/01/2002", "12/01/2002", "3", "-3.14", "-6.8", "-2.27", "-2.14"
"01/01/2004", "05/01/2004", "4", "-1.74", "-4.93", "-1.23", "-1.5"
"05/01/2006", "09/01/2006", "4", "-1.69", "-5.96", "-1.49", "-1.55"
"11/01/2007", "12/01/2007", "1", "-1.62", "-1.62", "-1.62", "-1.62"
"04/01/2008", "08/01/2008", "4", "-2.35", "-6.21", "-1.55", "-1.84"
"11/01/2010", "02/01/2011", "3", "-2.78", "-6.54", "-2.18", "-1.91"
"02/01/2012", "04/01/2012", "2", "-1.51", "-1.61", "-0.8", "-0.8"
"09/01/2013", "07/01/2014", "10", "-2.09", "-9.05", "-0.91", "-0.84"
"05/01/2017", "10/01/2017", "5", "-2.5", "-8.57", "-1.71", "-1.6"
"01/01/2023", "07/01/2023", "6", "-1.73", "-4.26", "-0.71", "-0.58"
